StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,t_intro _First Click,t_intro _Last Click,t_intro _Page Submit,t_intro _Click Count,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,t_OPTOUT_Green_First Click,t_OPTOUT_Green_Last Click,t_OPTOUT_Green_Page Submit,t_OPTOUT_Green_Click Count,OPTOUT_Green,t_OPTIN_Green_First Click,t_OPTIN_Green_Last Click,t_OPTIN_Green_Page Submit,t_OPTIN_Green_Click Count,OPTIN_Green,t_OPTIN_Organ_First Click,t_OPTIN_Organ_Last Click,t_OPTIN_Organ_Page Submit,t_OPTIN_Organ_Click Count,OPTIN_Organ,t_OPTOUT_Organ_First Click,t_OPTOUT_Organ_Last Click,t_OPTOUT_Organ_Page Submit,t_OPTOUT_Organ_Click Count,OPTOUT_Organ,FL_344_DO_FL_345,FL_344_DO_FL_348,FL_212_DO_OPTOUT_Green,FL_212_DO_OPTIN_Green,FL_338_DO_OPTIN_Organ,FL_338_DO_OPTOUT_Organ,FL_353_DO_OPTIN_Organ,FL_353_DO_OPTOUT_Organ,FL_349_DO_OPTOUT_Green,FL_349_DO_OPTIN_Green,,TWIN_ID
5/30/2025 11:18,5/30/2025 11:20,100,110,1,5/30/2025 11:20,1,,0,0,,,0,0,11.811,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,39.266,41.401,42.684,2,2,,,,,,,,,,,31.719,31.719,33.031,1,1,,1,,,,,,1,1,,,519
5/30/2025 9:37,5/30/2025 9:39,100,168,1,5/30/2025 9:39,0.8999999761581421,,0,0,,,0,0,13.035,0,Edge,136.0.0.0,Windows NT 10.0,1536x864,101.702,101.702,103.132,1,2,,,,,,31.814,31.814,33.525,1,1,,,,,,1,,1,,1,,,,,,,523
5/30/2025 12:55,5/30/2025 12:57,100,137,1,5/30/2025 12:57,1,,0,0,,,0,0,9.891,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,58.681,58.681,61.273,1,2,,,,,,25.674,25.674,26.847,1,1,,1,,,,,,1,,1,,524
5/30/2025 10:44,5/30/2025 10:46,100,100,1,5/30/2025 10:46,0.8999999761581421,,0,0,,,0,0,14.616,0,Chrome,136.0.0.0,Windows NT 10.0,1360x768,36.921,36.921,42.456,1,1,,,,,,17.396,17.396,18.968,1,1,,,,,,,1,,,,,1,,1,,,525
5/30/2025 11:03,5/30/2025 11:04,100,91,1,5/30/2025 11:04,1,,0,0,,,0,0,16.379,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,33.265,33.265,34.365,1,1,,,,,,11.961,11.961,27.204,1,1,,1,,,,,,1,,1,,527
5/30/2025 12:53,5/30/2025 12:54,100,81,1,5/30/2025 12:54,1,,0,0,,,0,0,3.074,0,Edge,136.0.0.0,Windows NT 10.0,1280x720,33.617,33.617,34.791,1,1,,,,,,35.668,35.668,36.505,1,2,,,,,,1,,1,,1,,,,,,,532
5/30/2025 9:19,5/30/2025 9:22,100,156,1,5/30/2025 9:22,0.8999999761581421,,0,0,,,0,0,25.011,0,Firefox,139,Windows NT 10.0,1920x1080,,,,,,61.448,61.448,64.69,1,2,,,,,,38.434,38.434,40.571,1,1,1,,,1,,1,,,,,,534
5/30/2025 12:36,5/30/2025 12:39,100,181,1,5/30/2025 12:39,1,,0,0,,,0,0,13.614,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,,,,,,57.537,57.565,78.443,2,2,24.718,24.718,26.728,1,1,,,,,,1,,,1,1,,,,,,,540
5/30/2025 9:36,5/30/2025 9:38,100,72,1,5/30/2025 9:38,0.8999999761581421,,0,0,,,0,0,6.142,0,Chrome,136.0.0.0,Macintosh,1470x956,38.936,38.936,39.889,1,2,,,,,,,,,,,15.083,15.083,15.797,1,2,,1,,,,,,1,1,,,542
5/30/2025 11:49,5/30/2025 11:53,100,243,1,5/30/2025 11:53,1,,0,0,,,0.693,58.781,98.364,6,Edge,136.0.0.0,Windows NT 10.0,1477x832,51.321,51.321,52.373,1,2,,,,,,,,,,,38.179,38.179,39.372,1,1,1,,1,,,1,,,,,,543
5/30/2025 11:34,5/30/2025 11:36,100,108,1,5/30/2025 11:36,1,,0,0,,,0,0,24.387,0,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1669x938,43.139,43.139,44.289,1,2,,,,,,,,,,,22.635,22.635,23.639,1,1,1,,1,,,1,,,,,,548
5/30/2025 13:16,5/30/2025 13:17,100,59,1,5/30/2025 13:17,0.8999999761581421,,0,0,,,0,0,2.983,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,0.357,28.246,29.35,2,1,,,,,,,,,,,11.663,11.663,15.796,1,2,1,,1,,,1,,,,,,552
5/30/2025 9:26,5/30/2025 9:29,100,139,1,5/30/2025 9:29,1,,0,0,,,8.807,8.807,9.969,1,Chrome,136.0.0.0,Windows NT 10.0,1536x864,31.58,61.717,62.914,2,1,,,,,,,,,,,38.241,38.241,40.183,1,1,1,,1,,,1,,,,,,554
5/30/2025 9:44,5/30/2025 9:47,100,172,1,5/30/2025 9:47,1,,0,0,,,0,0,26.901,0,Edge,136.0.0.0,Windows NT 10.0,1368x912,,,,,,79.521,79.521,80.731,1,2,,,,,,34.186,34.186,35.141,1,2,,1,,,,,,1,,1,,555
5/30/2025 11:36,5/30/2025 11:40,100,215,1,5/30/2025 11:40,0.8999999761581421,,0,0,,,31.345,32.062,32.93,3,Chrome,136.0.0.0,Windows NT 10.0,1366x768,114.027,137.048,137.365,3,1,,,,,,,,,,,14.269,14.269,15.19,1,2,,1,,,,,,1,1,,,556
5/30/2025 10:10,5/30/2025 10:12,100,75,1,5/30/2025 10:12,1,,0,0,,,0,0,3.125,0,Chrome,137.0.0.0,Windows NT 10.0,1920x1080,,,,,,33.73,33.73,34.656,1,1,24.658,24.658,26.201,1,1,,,,,,,1,,,,,1,,,1,,557
5/30/2025 12:16,5/30/2025 12:17,100,71,1,5/30/2025 12:17,1,,0,0,,,0,0,5.932,0,Edge,136.0.0.0,Windows NT 10.0,1600x900,,,,,,35.723,39.435,40.408,2,2,16.378,16.378,17.653,1,2,,,,,,,1,,,,,1,,,1,,559
5/30/2025 10:57,5/30/2025 10:58,100,72,1,5/30/2025 10:58,1,,0,10,,,0,0,9,0,Chrome,137.0.0.0,Windows NT 10.0,1366x768,27.695,27.695,28.621,1,2,,,,,,,,,,,17.051,17.051,18.141,1,2,,1,,,,,,1,1,,,560
5/30/2025 9:16,5/30/2025 9:17,100,85,1,5/30/2025 9:17,1,,0,5,,,0,0,6.17,0,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1669x938,,,,,,34.617,34.617,35.744,1,2,26.987,26.987,27.9,1,2,,,,,,1,,,1,1,,,,,,,562
5/30/2025 11:14,5/30/2025 11:16,100,98,1,5/30/2025 11:16,1,,0,0,,,0,0,3.717,0,Edge,137.0.0.0,Windows NT 10.0,1536x864,41.708,41.708,44.162,1,1,,,,,,18.362,18.362,19.815,1,2,,,,,,,1,,,,,1,,1,,,563
5/30/2025 12:08,5/30/2025 12:08,100,40,1,5/30/2025 12:08,1,,0,0,,,0,0,4.736,0,Chrome,132.0.0.0,Macintosh,1470x956,13.429,13.429,18.09,1,1,,,,,,,,,,,8.775,8.775,10.3,1,1,,1,,,,,,1,1,,,564
5/30/2025 9:29,5/30/2025 9:33,100,235,1,5/30/2025 9:33,1,,0,0,,,0,0,58.785,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,,,,,65.263,65.263,66.403,1,1,,,,,,23.265,23.265,24.681,1,2,1,,,1,,1,,,,,,566
5/30/2025 12:16,5/30/2025 12:20,100,235,1,5/30/2025 12:20,0.8999999761581421,,0,0,,,11.192,12.543,17.438,3,Firefox,138,Windows NT 10.0,1025x576,12.195,56.462,57.409,4,1,,,,,,12.867,19.35,20.309,2,2,,,,,,1,,1,,1,,,,,,,568
5/30/2025 12:31,5/30/2025 12:33,100,129,1,5/30/2025 12:33,1,,0,0,,,0,0,14.684,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,52.674,52.674,54.855,1,1,36.301,36.301,37.763,1,2,,,,,,1,,,1,1,,,,,,,569
5/30/2025 11:27,5/30/2025 11:29,100,144,1,5/30/2025 11:29,0.8999999761581421,,0,0,,,0,0,6.025,0,Chrome,136.0.0.0,Windows NT 10.0,2000x838,77.301,77.301,80.209,1,1,,,,,,,,,,,34.362,34.362,38.049,1,1,,1,,,,,,1,1,,,570
5/30/2025 10:50,5/30/2025 10:51,100,59,1,5/30/2025 10:51,1,,0,0,,,0,0,4.223,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,26.998,26.998,27.865,1,1,,,,,,11.438,11.438,14.089,1,1,1,,,1,,1,,,,,,573
5/30/2025 13:34,5/30/2025 13:38,100,247,1,5/30/2025 13:38,1,,0,0,,,0,0,94.278,0,Chrome,137.0.0.0,Windows NT 10.0,1536x864,,,,,,0.21,69.409,71.669,2,1,31.373,31.373,32.753,1,1,,,,,,1,,,1,1,,,,,,,575
5/30/2025 11:57,5/30/2025 11:58,100,103,1,5/30/2025 11:58,1,,0,0,,,11.282,11.282,11.633,1,Chrome,93.0.4577.107,CrOS x86_64 14092.77.0,1366x768,31.192,31.192,32.353,1,1,,,,,,,,,,,0.08,1.68,29.171,2,1,,1,,,,,,1,1,,,576
5/30/2025 10:34,5/30/2025 10:43,100,515,1,5/30/2025 10:43,1,,0,0,,,8.794,220.758,243.055,15,Chrome,136.0.0.0,Windows NT 10.0,1366x768,3.618,72.499,84.731,4,2,,,,,,,,,,,46.931,46.931,58.623,1,2,,1,,,,,,1,1,,,577
5/30/2025 12:50,5/30/2025 12:51,100,72,1,5/30/2025 12:51,0.8999999761581421,,0,0,,,6.985,6.985,7.672,1,Firefox,139,Windows NT 10.0,1920x1080,,,,,,18.628,18.628,21.501,1,1,,,,,,9.983,11.636,12.467,2,1,1,,,1,,1,,,,,,582
5/30/2025 11:29,5/30/2025 11:32,100,171,1,5/30/2025 11:32,1,,0,0,,,0,0,50.677,0,Chrome,137.0.0.0,Windows NT 10.0,1360x768,,,,,,65.594,65.594,67.034,1,2,,,,,,27.254,27.254,28.988,1,1,,1,,,,,,1,,1,,583
5/30/2025 10:08,5/30/2025 10:10,100,100,1,5/30/2025 10:10,1,,0,0,,,0,0,5.855,0,Firefox,139,Windows NT 10.0,1536x864,,,,,,41.649,41.649,42.842,1,1,27.869,27.869,28.853,1,2,,,,,,,1,,,,,1,,,1,,586
5/30/2025 9:37,5/30/2025 9:38,100,77,1,5/30/2025 9:38,1,,0,0,,,0,0,2.672,0,Firefox,138,Windows NT 10.0,2176x1224,27.122,27.122,30.207,1,2,,,,,,12.223,12.223,13.27,1,2,,,,,,,1,,,,,1,,1,,,588
5/30/2025 13:36,5/30/2025 13:39,100,168,1,5/30/2025 13:39,1,,0,0,,,0,0,52.707,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,58.564,58.564,60.635,1,1,,,,,,,,,,,27.183,27.183,32.409,1,2,1,,1,,,1,,,,,,592
5/30/2025 11:31,5/30/2025 11:32,100,89,1,5/30/2025 11:32,0.8999999761581421,,0,0,,,1.002,4.182,5.605,7,Firefox,139,Windows NT 10.0,3840x2160,6.28,36.664,38.992,7,2,,,,,,,,,,,11.25,27.651,28.545,9,1,,1,,,,,,1,1,,,594
5/30/2025 12:14,5/30/2025 12:16,100,103,1,5/30/2025 12:16,1,,0,0,,,3.623,19.315,20.567,10,Chrome,136.0.0.0,Windows NT 10.0,1536x864,37.593,37.593,42.202,1,1,,,,,,,,,,,14.191,14.191,15.524,1,2,1,,1,,,1,,,,,,597
5/30/2025 9:45,5/30/2025 9:47,100,127,1,5/30/2025 9:47,1,,0,20,,,0,0,23.719,0,Chrome,136.0.0.0,Macintosh,1920x1080,53.857,53.857,55.752,1,1,,,,,,25.825,25.825,27.169,1,2,,,,,,1,,1,,1,,,,,,,600
5/30/2025 9:48,5/30/2025 9:49,100,79,1,5/30/2025 9:49,1,,0,0,,,0,0,5.673,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,40.053,40.053,41.977,1,2,,,,,,0.279,11.946,13.534,3,2,,,,,,,1,,,,,1,,1,,,601
5/30/2025 11:07,5/30/2025 11:08,100,91,1,5/30/2025 11:08,1,,0,0,,,0,0,18.493,0,Chrome,136.0.0.0,Macintosh,1440x900,34.275,34.275,40.122,1,2,,,,,,16.702,16.702,18.682,1,1,,,,,,1,,1,,1,,,,,,,604
5/30/2025 10:03,5/30/2025 10:11,100,474,1,5/30/2025 10:11,1,,0,5,,,0,0,275,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,108.598,108.598,111.001,1,1,,,,,,,,,,,49.646,49.646,51.165,1,2,,1,,,,,,1,1,,,607
5/30/2025 11:03,5/30/2025 11:05,100,136,1,5/30/2025 11:05,1,,0,0,,,0,0,22.765,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,67.915,67.915,70.967,1,1,,,,,,15.319,15.319,16.706,1,1,,,,,,1,,1,,1,,,,,,,609
5/30/2025 11:16,5/30/2025 11:17,100,57,1,5/30/2025 11:17,1,,0,0,,,4.017,8.358,9.885,6,Chrome,136.0.0.0,Windows NT 10.0,1536x864,17.18,17.18,18.535,1,1,,,,,,,,,,,14.505,14.505,15.972,1,1,,1,,,,,,1,1,,,610
5/30/2025 9:13,5/30/2025 9:14,100,67,1,5/30/2025 9:14,1,,0,0,,,7.098,7.098,8.695,1,Chrome,136.0.0.0,Windows NT 10.0,1536x960,24.29,25.808,27.869,2,1,,,,,,,,,,,12.619,12.619,16.831,1,1,1,,1,,,1,,,,,,612
5/30/2025 11:39,5/30/2025 11:41,100,121,1,5/30/2025 11:41,1,,0,5,,,0,0,26.288,0,Chrome,136.0.0.0,Macintosh,1440x900,,,,,,36.831,36.831,37.625,1,2,20.084,20.084,26.714,1,1,,,,,,,1,,,,,1,,,1,,614
5/30/2025 9:21,5/30/2025 9:24,100,177,1,5/30/2025 9:24,0.8999999761581421,,0,0,,,1.587,1.587,2.087,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,20.333,20.333,21.351,1,2,,,,,,,,,,,11.032,14.823,15.332,3,1,1,,1,,,1,,,,,,618
5/30/2025 10:59,5/30/2025 11:04,100,265,1,5/30/2025 11:04,1,,0,0,,,0,0,109.263,0,Chrome,137.0.0.0,Windows NT 10.0,1536x864,,,,,,86.782,86.782,87.861,1,1,,,,,,37.393,37.393,38.454,1,2,1,,,1,,1,,,,,,620
5/30/2025 11:07,5/30/2025 11:09,100,94,1,5/30/2025 11:09,1,,0,0,,,0.969,0.969,9.094,1,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1536x864,,,,,,34.39,34.39,36.41,1,2,31.724,31.724,35.042,1,1,,,,,,,1,,,,,1,,,1,,621
5/30/2025 10:05,5/30/2025 10:10,100,316,1,5/30/2025 10:10,0.30000001192092896,,0,0,,,0,0,128.924,0,Chrome,135.0.7049.85,Windows NT 10.0,1920x1080,,,,,,74.878,74.878,77.822,1,1,,,,,,32.127,32.127,34.516,1,1,1,,,1,,1,,,,,,622
5/30/2025 11:29,5/30/2025 11:31,100,123,1,5/30/2025 11:31,1,,0,75,,,0,0,13.81,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,,,,,52.8,52.8,54.418,1,2,31.014,31.014,32.364,1,2,,,,,,,1,,,,,1,,,1,,624
5/30/2025 9:23,5/30/2025 9:24,100,90,1,5/30/2025 9:24,0.8999999761581421,,0,0,,,4.784,4.784,5.274,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,46.269,46.269,46.905,1,1,,,,,,,,,,,21.216,21.216,22.972,1,2,,1,,,,,,1,1,,,625
5/30/2025 11:02,5/30/2025 11:04,100,161,1,5/30/2025 11:04,0.699999988,,0,0,,,0,0,8.396,0,Chrome,131.0.0.0,Windows NT 10.0,1366x768,,,,,,40.599,40.599,43.433,1,1,39.439,39.498,40.792,2,1,,,,,,1,,,1,1,,,,,,,626
5/30/2025 13:38,5/30/2025 13:39,100,59,1,5/30/2025 13:39,1,,0,0,,,5.023,6.748,8.26,3,Chrome,135.0.0.0,CrOS x86_64 14541.0.0,1536x864,,,,,,0.257,19.394,20.234,3,1,,,,,,16.183,16.183,17.259,1,1,1,,,1,,1,,,,,,630
5/30/2025 13:35,5/30/2025 13:37,100,117,1,5/30/2025 13:37,1,,0,5,,,0,0,15.071,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,45.671,45.671,46.946,1,2,,,,,,,,,,,26.266,26.266,28.07,1,1,,1,,,,,,1,1,,,632
5/30/2025 13:27,5/30/2025 13:28,100,111,1,5/30/2025 13:28,1,,0,10,,,5.842,5.842,30.382,1,Chrome,103.0.0.0,Macintosh,1280x800,0.285,34.81,36.24,3,1,,,,,,13.334,13.334,14.8,1,2,,,,,,1,,1,,1,,,,,,,637
5/30/2025 9:24,5/30/2025 9:25,100,111,1,5/30/2025 9:25,1,,0,0,,,0,0,7.085,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,,,,,,45.404,45.404,46.333,1,2,22.227,22.227,26.777,1,1,,,,,,1,,,1,1,,,,,,,638
5/30/2025 11:01,5/30/2025 11:02,100,61,1,5/30/2025 11:02,1,,0,0,,,0,0,8.711,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,19.424,19.424,20.567,1,2,,,,,,,,,,,12.787,12.787,18.091,1,1,,1,,,,,,1,1,,,639
5/30/2025 9:30,5/30/2025 9:33,100,159,1,5/30/2025 9:33,1,,0,0,,,2.873,2.873,34.784,1,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,,,,,59.285,59.285,61.226,1,2,,,,,,31.043,31.043,32.925,1,1,,1,,,,,,1,,1,,640
5/30/2025 10:37,5/30/2025 10:39,100,151,1,5/30/2025 10:39,0.8999999761581421,,0,5,,,0,0,25.909,0,Firefox,138,Windows NT 10.0,1920x1080,,,,,,54.578,54.578,55.692,1,1,,,,,,42.534,42.534,43.654,1,2,1,,,1,,1,,,,,,641
5/30/2025 12:28,5/30/2025 12:30,100,108,1,5/30/2025 12:30,1,,0,0,,,0,0,8.929,0,Chrome,137.0.0.0,Windows NT 10.0,1920x1080,,,,,,50.73,50.73,52.875,1,2,22.264,22.264,25.411,1,2,,,,,,,1,,,,,1,,,1,,644
5/30/2025 10:15,5/30/2025 10:17,100,132,1,5/30/2025 10:17,1,,0,0,,,0,0,10.281,0,Chrome,136.0.0.0,Macintosh,2240x1260,63.137,63.137,64.728,1,1,,,,,,34.949,34.949,35.82,1,2,,,,,,1,,1,,1,,,,,,,647
5/30/2025 11:15,5/30/2025 11:16,100,115,1,5/30/2025 11:16,0.8999999761581421,,0,30,,,3.6,14.334,16.184,2,Firefox,139,Linux x86_64,1865x1039,46.301,50.784,52.168,2,1,,,,,,,,,,,23.684,24.634,31.834,2,2,1,,1,,,1,,,,,,648
5/30/2025 9:38,5/30/2025 9:41,100,173,1,5/30/2025 9:41,0.8999999761581421,,0,0,,,0,0,35.942,0,Safari,18.4,Macintosh,1440x900,,,,,,73.526,73.526,81.073,1,1,33.877,33.877,36.066,1,2,,,,,,1,,,1,1,,,,,,,650
5/30/2025 11:04,5/30/2025 11:09,100,298,1,5/30/2025 11:09,1,,0,0,,,0,0,6.538,0,Chrome,137.0.0.0,Windows NT 10.0,1600x900,20.054,23.921,25.19,2,1,,,,,,20.732,175.154,184.258,17,2,,,,,,,1,,,,,1,,1,,,652
5/30/2025 10:36,5/30/2025 10:38,100,139,1,5/30/2025 10:38,1,,0,0,,,33.495,33.495,35.18,1,Edge,136.0.0.0,Windows NT 10.0,1366x768,40.547,42.385,45.057,2,1,,,,,,27.177,27.177,29.244,1,2,,,,,,1,,1,,1,,,,,,,654
5/30/2025 13:26,5/30/2025 13:28,100,91,1,5/30/2025 13:28,1,,0,0,,,4.988,4.988,6.053,1,Chrome,136.0.0.0,Windows NT 10.0,1360x768,50.071,51.847,52.834,2,1,,,,,,,,,,,17.818,17.818,18.861,1,1,,1,,,,,,1,1,,,656
5/30/2025 13:17,5/30/2025 13:27,100,643,1,5/30/2025 13:27,0.8999999761581421,,0,0,,,0,0,18.324,0,Chrome,137.0.0.0,Windows NT 10.0,1537x864,52.392,52.392,53.444,1,2,,,,,,,,,,,28.234,29.222,29.8,2,1,1,,1,,,1,,,,,,659
5/30/2025 11:02,5/30/2025 11:04,100,82,1,5/30/2025 11:04,1,,0,0,,,1.078,2.861,4.428,3,Chrome,136.0.0.0,Android 10,412x915,2.116,36.899,37.865,12,1,,,,,,3.152,26.88,28.358,2,1,,,,,,1,,1,,1,,,,,,,663
5/30/2025 9:40,5/30/2025 9:43,100,164,1,5/30/2025 9:43,0.6000000238418579,,0,0,,,10.822,15.172,27.645,4,Chrome,130.0.0.0,Windows NT 10.0,1920x1080,,,,,,9.095,9.255,45.062,2,2,47.841,47.841,48.927,1,1,,,,,,1,,,1,1,,,,,,,665
5/30/2025 12:17,5/30/2025 12:19,100,90,1,5/30/2025 12:19,1,,0,20,,,0.963,0.963,1.637,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,50.908,50.908,51.445,1,1,,,,,,,,,,,12.127,23.198,23.842,3,2,1,,1,,,1,,,,,,666
5/30/2025 11:36,5/30/2025 11:46,100,580,1,5/30/2025 11:46,0.8999999761581421,,0,0,,,8.431,10.014,39.202,2,Chrome,136.0.0.0,Windows NT 10.0,1500x1000,,,,,,491.189,502.619,503.367,3,1,,,,,,17.984,17.984,18.591,1,2,1,,,1,,1,,,,,,668
5/30/2025 11:08,5/30/2025 11:10,100,124,1,5/30/2025 11:10,1,,0,0,,,20.774,20.774,23.382,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,48.295,48.295,50.246,1,1,22.138,22.138,24.189,1,1,,,,,,1,,,1,1,,,,,,,672
5/30/2025 11:29,5/30/2025 11:32,100,153,1,5/30/2025 11:32,1,,0,0,,,0,0,24.784,0,Edge,136.0.0.0,Windows NT 10.0,1366x768,58.273,58.273,59.202,1,1,,,,,,32.016,32.016,33.671,1,2,,,,,,1,,1,,1,,,,,,,676
5/30/2025 11:32,5/30/2025 11:35,100,155,1,5/30/2025 11:35,1,,0,0,,,0,0,25.991,0,Chrome,135.0.0.0,CrOS x86_64 14541.0.0,1366x912,,,,,,37.057,39.443,40.355,2,2,,,,,,57.242,57.242,59.897,1,1,,1,,,,,,1,,1,,681
5/30/2025 11:02,5/30/2025 11:03,100,64,1,5/30/2025 11:03,0.8999999761581421,,0,0,,,3.695,3.695,4.5,1,Firefox,138,Macintosh,1280x800,,,,,,2.99,25.137,27.505,3,2,,,,,,12.467,12.467,13.988,1,2,1,,,1,,1,,,,,,693
5/30/2025 12:51,5/30/2025 12:52,100,76,1,5/30/2025 12:52,1,,0,0,,,0,0,16.547,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,32.364,32.364,33.241,1,2,,,,,,,,,,,11.825,11.825,12.885,1,1,,1,,,,,,1,1,,,696
5/30/2025 10:00,5/30/2025 10:03,100,171,1,5/30/2025 10:03,0.8999999761581421,,0,0,,,3.336,21.688,22.664,9,Safari,18.5,Macintosh,1024x1366,,,,,,40.099,41.21,42.142,3,1,,,,,,79.762,79.762,80.749,1,1,,1,,,,,,1,,1,,700
5/30/2025 10:13,5/30/2025 10:15,100,118,1,5/30/2025 10:15,1,,0,0,,,0,0,11.241,0,Chrome,137.0.0.0,Windows NT 10.0,1366x768,60.62,60.62,61.711,1,2,,,,,,27.202,27.202,28.262,1,2,,,,,,,1,,,,,1,,1,,,702
5/30/2025 9:27,5/30/2025 9:28,100,67,1,5/30/2025 9:28,0.8999999761581421,,0,20,,,0,0,1.826,0,Chrome,136.0.0.0,Windows NT 10.0,2560x1440,32.702,32.702,33.1,1,2,,,,,,20.298,20.298,21.212,1,1,,,,,,,1,,,,,1,,1,,,704
5/30/2025 9:36,5/30/2025 9:38,100,90,1,5/30/2025 9:38,0.6000000238418579,,0,0,,,0,0,3.606,0,Chrome,136.0.0.0,Macintosh,2560x1440,45.107,45.107,48.006,1,1,,,,,,,,,,,21.846,21.846,23.785,1,2,1,,1,,,1,,,,,,706
5/30/2025 11:30,5/30/2025 11:33,100,181,1,5/30/2025 11:33,1,,0,10,,,0,0,10.488,0,Chrome,116.0.0.0,Macintosh,1440x900,,,,,,83.546,83.546,84.542,1,2,,,,,,29.227,33.112,34.636,3,2,1,,,1,,1,,,,,,710
5/30/2025 10:47,5/30/2025 10:49,100,105,1,5/30/2025 10:49,1,,0,0,,,0,0,4.148,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,25.87,25.87,26.78,1,2,,,,,,16.895,16.895,17.896,1,2,,,,,,1,,1,,1,,,,,,,712
5/30/2025 10:49,5/30/2025 10:50,100,74,1,5/30/2025 10:50,1,,0,0,,,0,0,3.58,0,Chrome,136.0.0.0,Macintosh,1470x956,36.256,36.256,37.28,1,1,,,,,,,,,,,18.204,18.204,20.861,1,1,,1,,,,,,1,1,,,713
5/30/2025 11:03,5/30/2025 11:05,100,114,1,5/30/2025 11:05,1,,0,0,,,0,0,3.294,0,Chrome,136.0.0.0,Macintosh,1710x1112,30.566,30.566,31.454,1,1,,,,,,23.059,23.059,24.048,1,2,,,,,,,1,,,,,1,,1,,,714
5/30/2025 11:46,5/30/2025 11:48,100,93,1,5/30/2025 11:48,0.6000000238418579,,0,0,,,0,0,3.801,0,Chrome,136.0.0.0,Macintosh,1680x1050,33.366,33.366,34.333,1,1,,,,,,26.382,26.382,28.989,1,1,,,,,,,1,,,,,1,,1,,,716
5/30/2025 12:09,5/30/2025 12:10,100,63,1,5/30/2025 12:10,0.8999999761581421,,0,0,,,7.82,7.82,8.957,1,Edge,136.0.0.0,Windows NT 10.0,1280x720,10.288,16.371,17.237,2,1,,,,,,14.058,16.908,18.268,2,2,,,,,,,1,,,,,1,,1,,,718
5/30/2025 13:13,5/30/2025 13:14,100,94,1,5/30/2025 13:14,1,,0,0,,,0,0,6.1,0,Safari,18.2,Macintosh,1470x956,,,,,,46.477,46.477,48.862,1,1,,,,,,16.928,16.928,18,1,1,1,,,1,,1,,,,,,719
5/30/2025 11:30,5/30/2025 11:32,100,118,1,5/30/2025 11:32,0.8999999761581421,,0,0,,,16.882,20.885,23.415,4,Safari,18.5,Macintosh,1680x1050,,,,,,38.511,40.547,42.087,2,1,0.482,22.848,24.495,2,1,,,,,,,1,,,,,1,,,1,,720
5/30/2025 12:56,5/30/2025 12:58,100,122,1,5/30/2025 12:58,1,,0,0,,,23.521,32.655,34.871,8,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1366x768,36.657,44.789,45.974,2,2,,,,,,19.081,19.081,22.449,1,2,,,,,,,1,,,,,1,,1,,,722
5/30/2025 10:05,5/30/2025 10:07,100,83,1,5/30/2025 10:07,1,,0,0,,,0.779,1.296,13.742,2,Chrome,136.0.0.0,Windows NT 10.0,1536x864,34.945,34.945,35.998,1,1,,,,,,,,,,,20.416,20.416,21.29,1,2,1,,1,,,1,,,,,,725
5/30/2025 11:28,5/30/2025 11:30,100,106,1,5/30/2025 11:30,1,,0,0,,,0,0,6.701,0,Chrome,136.0.0.0,Macintosh,2240x1260,45.863,45.863,46.787,1,2,,,,,,30.09,30.09,31.217,1,1,,,,,,1,,1,,1,,,,,,,732
5/30/2025 11:31,5/30/2025 11:32,100,97,1,5/30/2025 11:32,1,,0,0,,,0,0,14.229,0,Edge,136.0.0.0,Windows NT 10.0,1280x720,32.431,32.431,33.718,1,1,,,,,,,,,,,23.496,23.496,32.231,1,1,,1,,,,,,1,1,,,733
