StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Informed Consent,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q20_14,Q20_15,Q20_16,Q20_17,Q20_18,Q20_19,Q20_20,Q20_DO_1,Q20_DO_2,Q20_DO_3,Q20_DO_4,Q20_DO_5,Q20_DO_6,Q20_DO_7,Q20_DO_8,Q20_DO_9,Q20_DO_10,Q20_DO_11,Q20_DO_12,Q20_DO_13,Q20_DO_14,Q20_DO_15,Q20_DO_16,Q20_DO_17,Q20_DO_18,Q20_DO_19,Q20_DO_20,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q1_13,Q1_14,Q1_15,Q1_16,Q1_17,Q1_18,Q1_19,Q1_DO_1,Q1_DO_2,Q1_DO_3,Q1_DO_4,Q1_DO_5,Q1_DO_6,Q1_DO_7,Q1_DO_8,Q1_DO_9,Q1_DO_10,Q1_DO_11,Q1_DO_12,Q1_DO_13,Q1_DO_14,Q1_DO_15,Q1_DO_16,Q1_DO_17,Q1_DO_18,Q1_DO_19,Q32,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_DO_1,Q22_DO_2,Q22_DO_3,Q22_DO_4,Q22_DO_5,Q22_DO_6,Q22_DO_7,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_DO_1,Q21_DO_2,Q21_DO_3,Q21_DO_4,Q21_DO_5,Q21_DO_6,Q21_DO_7,Q21_DO_8,Q21_DO_9,Q21_DO_10,Q24,Q33,Q34,Q29,Q28,Q28_27_TEXT,SC0,TWIN_ID,
6/10/2025 9:27,6/10/2025 9:32,100,334,1,6/10/2025 9:32,1,4,5,4,5,5,5,5,5,2,4,2,4,4,1,5,5,5,5,2,5,20,19,4,12,11,17,15,8,7,3,16,14,5,9,18,10,2,6,13,1,5,5,3,5,5,1,1,1,1,5,5,5,1,4,1,1,5,5,5,12,13,14,5,9,18,8,16,2,19,7,10,15,6,1,17,3,11,4,-3,4,4,5,4,4,4,2,3,4,5,7,6,1,2,2,3,5,4,1,2,4,1,4,5,10,2,6,8,1,9,5,7,3,4,3,2,"It appears that sales dropped by 2 million dollars.  It also appears that call center complaints and complaints not resolved went up significantly.  As a result of the sales going down, call center complaints, and complaints not resolved, that there was a large service personnel turn over.   These are really bad results at least to me.  ",4,14,,217,13,
6/10/2025 11:42,6/10/2025 11:52,100,596,1,6/10/2025 11:52,1,3,4,3,1,3,4,2,4,2,3,3,3,2,1,5,3,4,2,4,4,11,16,5,12,18,14,4,15,2,17,3,6,8,10,20,13,7,1,9,19,2,2,3,4,2,2,2,4,5,4,2,5,4,2,3,3,5,4,3,13,1,2,7,3,16,18,19,15,4,11,8,6,14,17,10,5,9,12,-3,1,3,1,1,3,1,5,6,5,2,1,4,7,3,3,1,3,1,3,1,1,3,1,5,7,8,5,3,6,9,2,10,1,4,1,1,"I think the quality of the product in 2023 is less then it was in 2022, and so customers are upset are calling more to complain. This has caused some customers to stop buying from the company.",5,19,,176,14,
6/10/2025 10:34,6/10/2025 10:48,100,846,1,6/10/2025 10:48,1,4,4,4,3,4,3,5,5,2,3,2,4,4,2,2,4,4,5,2,5,10,17,15,8,13,11,4,18,14,6,2,1,16,12,19,20,9,3,5,7,3,4,2,3,2,3,2,4,4,3,3,5,4,2,3,2,4,4,4,4,5,13,16,17,19,11,7,2,12,8,6,3,15,9,1,14,18,10,-3,4,2,3,3,4,4,3,3,4,5,1,7,2,6,4,3,3,3,4,2,2,3,3,5,6,2,1,10,3,8,9,4,7,5,4,1,Things look to spiraling out of control. Several things look to be tied together making it a perfect storm which could result in the company going out of business,9,13,,205,15,
6/10/2025 10:14,6/10/2025 10:20,100,386,1,6/10/2025 10:20,1,3,3,4,3,4,3,3,3,2,4,3,3,2,3,3,4,3,3,3,3,10,17,12,19,7,11,1,5,18,14,8,3,4,15,2,9,20,16,6,13,4,3,3,3,3,3,4,3,4,3,2,4,4,3,4,4,4,4,4,2,9,6,11,8,7,14,5,4,3,10,16,15,17,19,13,1,12,18,-3,4,3,3,2,4,4,3,1,4,3,6,5,2,7,3,3,2,3,3,3,3,2,4,4,10,9,8,3,5,4,7,2,1,6,2,4,quality control issues,3,27,unpaid caretaker/ household labor,213,16,
6/10/2025 8:42,6/10/2025 8:47,100,333,1,6/10/2025 8:47,1,4,5,4,4,3,3,4,4,2,4,2,5,1,3,4,5,4,3,1,4,13,2,3,15,10,9,4,17,16,1,8,12,14,18,7,5,11,6,19,20,1,3,2,4,2,1,1,1,1,5,1,4,4,4,1,5,3,5,4,18,2,5,14,13,15,17,16,7,9,8,10,19,4,1,3,6,11,12,-3,3,3,3,3,1,3,3,6,1,2,3,7,5,4,3,3,3,1,3,1,2,3,3,5,5,8,2,4,3,9,7,1,10,6,4,4,Sales are going down and customers are dissatisfied and not getting results from calling.Service personnel is leaving. Company is failing,9,18,,207,17,
6/10/2025 8:36,6/10/2025 8:43,100,383,1,6/10/2025 8:43,1,5,5,4,4,4,5,4,4,2,3,3,3,2,4,5,4,4,4,2,4,16,6,14,15,10,5,8,9,3,7,17,13,11,4,18,1,2,12,20,19,2,5,3,3,3,1,1,2,4,4,3,4,4,3,3,3,4,4,5,10,7,4,19,1,17,2,18,8,5,11,6,16,12,14,3,9,13,15,-3,3,2,3,2,3,3,3,3,7,1,5,2,4,6,2,4,2,3,4,2,2,2,2,5,5,7,1,4,6,3,9,10,8,2,3,4,"too many service personell are not retaining their jobs for some reason. This is the root of the problem, it's causing complaints which can't be resolved reasonably, and making sales drop.  find the reason for the service personell leaving, and you'll have your answer to loss of profits/sales.",4,16,,204,18,
6/10/2025 8:43,6/10/2025 8:50,100,451,1,6/10/2025 8:50,1,4,4,4,4,4,2,2,4,2,4,4,4,1,3,4,4,2,2,2,2,9,13,3,8,14,19,2,16,15,5,1,17,11,18,7,10,6,4,12,20,4,4,4,4,2,3,4,4,4,3,2,4,4,4,4,2,4,4,5,9,6,8,4,17,18,13,15,10,7,19,11,1,12,5,2,3,16,14,-3,4,2,4,4,5,4,2,2,5,3,6,7,4,1,4,4,2,4,2,4,4,2,4,5,9,10,7,4,2,3,6,8,5,1,5,1,Quite a lot is going on here.  It seems that there is a problem retaining good employees with this company which is causing lots of customer service issues.  Those issues appear to be resulting in 2 million in decreased sales over the last year.,9,1,,221,20,
6/10/2025 8:41,6/10/2025 8:46,100,317,1,6/10/2025 8:46,1,4,5,4,4,4,5,4,4,2,4,4,4,2,4,4,5,4,4,2,4,16,11,6,3,10,17,5,8,7,20,12,14,4,15,13,18,1,19,2,9,4,5,2,4,2,2,2,3,4,4,2,4,4,3,2,4,4,4,3,14,18,1,9,6,13,11,19,4,15,10,17,3,5,16,8,12,2,7,-3,4,4,4,4,4,4,2,5,7,2,3,4,6,1,3,4,1,3,2,3,3,5,3,5,3,5,9,7,4,10,2,8,6,1,5,1,This company is not doing well with its sales. There also seems to be problems in the back-office as complaints have increased and these complaints are not being resolved. The turnover rate is increasing also. I would guess the company's C suite are not listening to their employees and taking their suggestions to heart.,2,1,,219,21,
6/10/2025 8:37,6/10/2025 8:48,100,615,1,6/10/2025 8:48,1,4,2,3,4,4,4,3,4,2,4,3,4,3,3,2,3,4,4,2,5,15,1,2,13,5,19,8,17,12,20,16,14,6,9,7,18,10,3,4,11,4,3,3,3,2,2,3,3,4,4,2,5,4,4,4,4,3,4,3,19,14,17,8,6,15,2,4,13,16,18,1,9,10,5,7,12,3,11,-3,4,3,5,4,4,4,2,7,3,1,4,5,2,6,2,4,3,3,4,2,3,2,4,1,1,9,3,4,6,8,7,5,10,2,1,1,"It appears as if there is an issue with customer satisfaction. Could be a plethora of reasons why including sales, customer service, issues with products or services, etc. ",3,20,,208,22,
6/10/2025 9:31,6/10/2025 9:35,100,260,1,6/10/2025 9:35,1,4,5,3,4,5,3,4,5,2,3,4,5,1,4,4,4,4,5,2,5,14,20,4,10,16,12,11,17,3,2,1,15,5,13,6,7,8,19,9,18,4,2,3,4,1,1,2,4,4,5,2,4,5,2,1,2,4,3,4,17,4,9,13,14,2,7,1,16,12,6,15,10,8,11,5,19,3,18,-3,5,5,5,5,5,5,2,5,6,3,4,1,2,7,3,4,2,4,2,3,4,2,3,4,1,8,7,9,4,2,6,10,3,5,1,4,It looks like there is a disconnect between how the product is supposed to function and how the customers are trying to use it.  The call center is not effectively resolving these issues.,7,1,,226,23,
6/10/2025 9:07,6/10/2025 9:14,100,370,1,6/10/2025 9:14,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,8,9,19,20,13,7,14,10,12,18,17,4,5,3,11,2,6,15,16,4,3,5,2,1,4,4,5,4,3,2,4,2,4,4,4,4,5,4,7,10,4,12,11,5,16,19,3,17,14,1,13,2,18,15,8,6,9,-3,2,2,2,2,1,1,2,6,1,4,5,2,7,3,1,2,1,1,1,2,2,1,2,5,9,1,2,4,10,7,3,8,5,6,5,3,"We are losing sales, getting more complaints and we have a lot of problems we need to fix.",1,27,Art and Animation,173,24,
6/10/2025 9:04,6/10/2025 9:12,100,474,1,6/10/2025 9:12,1,3,5,3,5,5,5,5,5,2,3,3,5,5,3,5,5,3,5,3,5,13,18,6,7,20,15,19,1,17,3,9,12,11,14,16,4,10,5,2,8,5,3,5,5,3,5,3,5,5,5,3,5,5,3,3,5,3,3,5,3,17,4,18,1,13,11,5,12,10,15,19,6,8,16,7,2,9,14,-3,5,3,3,3,5,5,3,5,7,6,2,1,3,4,3,5,3,5,3,5,5,3,3,5,5,7,1,6,4,8,10,3,9,2,4,4,the company sales are down by 2 million and the call center complaints are up by 50 million and the complaints that have gone unresolved are up by 25 percent and the personal turn over rate is up by 15 percent so the business is not doing good there are issues going on in every deparmat and the with everything as a whole with the entire company from the head of of the compoany down to the workers of the company and they have to review everything they are doing to get everything back on treack to,4,26,,255,25,
6/10/2025 12:48,6/10/2025 12:54,100,333,1,6/10/2025 12:54,1,3,4,3,4,3,3,5,5,2,4,4,4,2,4,3,4,4,4,1,5,4,5,18,11,14,12,8,1,10,15,6,9,3,17,13,16,19,7,2,20,3,4,3,4,4,2,2,3,3,4,3,4,5,4,3,3,4,4,4,2,8,19,11,3,17,4,9,15,12,7,6,16,14,1,18,13,10,5,-3,3,4,4,2,4,4,3,1,2,7,3,5,4,6,3,3,3,3,2,4,4,3,3,4,5,6,2,9,3,10,8,7,1,4,5,1,"Sales are down, complaints are up, employees are unhappy. ",2,12,,211,28,
6/16/2025 8:00,6/16/2025 8:09,100,539,1,6/16/2025 8:09,1,5,4,4,4,5,4,5,5,2,5,3,5,1,5,4,4,5,5,1,5,12,6,1,4,2,16,5,8,9,15,19,3,10,13,11,18,14,7,17,20,4,4,4,3,1,3,3,4,4,4,3,5,5,3,3,3,4,4,4,19,1,8,11,9,4,6,3,15,16,12,18,7,13,10,5,2,14,17,-3,4,3,3,3,4,4,2,3,2,4,6,7,5,1,3,5,2,4,2,5,4,1,5,5,9,6,5,4,8,7,1,10,3,2,2,4,"It appears that sales are down while complaints are up here. These complaints also are not getting resolved. I also see that personnel turn over is rather high. This company is not doing well with customer or employee satisfaction. There isn't any real information on the details of why this is occurring at this company. It does seem like a rather serious problem though, because of the numbers jump of dissatisfaction of customers and the turn over of the employee personnel.",2,27,Architectural Preservation,251,30,
6/10/2025 10:31,6/10/2025 10:38,100,385,1,6/10/2025 10:38,1,5,5,2,5,4,5,5,5,2,3,3,1,5,5,5,5,5,4,1,5,19,7,8,20,16,2,1,9,10,13,3,11,5,12,15,14,17,6,4,18,5,2,3,3,2,1,4,4,4,5,5,5,1,5,2,5,1,4,1,9,16,5,15,3,14,18,17,4,11,12,13,19,10,6,1,7,2,8,-3,1,1,1,1,1,1,5,5,7,1,6,2,4,3,1,1,5,1,5,1,1,5,1,5,7,6,8,10,2,1,3,5,9,4,5,2,The quality of service has gone down significantly and it's impacting sales.,2,23,,193,32,
6/10/2025 9:51,6/10/2025 10:22,100,1844,1,6/10/2025 10:22,1,2,5,3,4,4,3,4,5,2,4,1,4,2,4,4,5,4,4,2,4,5,9,17,2,1,20,10,18,15,6,14,12,19,11,3,4,7,8,13,16,5,4,4,4,2,4,5,4,4,4,3,5,5,4,4,4,4,4,4,17,10,7,15,5,11,18,4,13,12,2,3,19,6,16,9,8,1,14,3,4,4,4,2,4,3,1,7,3,2,6,4,5,1,4,4,5,4,2,4,5,2,5,5,9,8,5,7,10,2,4,6,3,1,4,1,"2023 is showing an increase in call center complaints, unresolved complaints, and service personnel",3,20,,241,34,
6/10/2025 11:49,6/10/2025 11:55,100,312,1,6/10/2025 11:55,1,1,3,3,2,3,4,4,4,2,3,1,2,4,1,1,2,2,3,4,4,12,4,20,18,11,19,15,6,7,8,10,3,1,14,13,2,5,9,17,16,4,3,3,4,2,3,4,4,4,4,4,4,3,3,4,2,4,4,3,8,18,14,5,19,13,12,2,16,17,3,10,15,1,11,6,7,4,9,-3,2,3,1,2,4,3,3,4,1,7,6,5,2,3,4,4,1,4,2,4,3,2,4,5,6,8,9,1,4,10,2,3,5,7,2,4,"Service personnel is having higher turnover, which is causing call-center complaints to increase and complaints to remain unresolved. These issues are causing sales to decline.",4,14,,184,35,
6/10/2025 9:42,6/10/2025 9:51,100,573,1,6/10/2025 9:51,1,5,5,4,3,4,5,5,5,2,2,4,4,2,5,5,5,5,4,3,5,5,6,2,9,17,13,15,12,14,19,10,1,16,4,7,18,3,8,11,20,5,5,4,5,2,1,1,4,1,5,2,5,5,5,2,5,5,5,5,2,1,3,16,17,9,12,18,7,11,5,10,15,14,6,8,19,4,13,3,5,5,5,5,5,5,1,7,5,4,3,1,2,6,4,5,1,5,3,5,5,1,5,5,8,7,10,9,3,4,5,1,6,2,5,2,"This company is in trouble. Its sales are down 20%, customer satisfaction is up 33% and complaints are not being resolved over 50%. I believe that this is caused by a large increase in service personnel turnover. The company needs to determine the cause of the reason personnel is leaving and work to correct the issues within the company. Hiring new personnel if the cause of the companies issues is not corrected would not be helpful at this point. ",6,14,,253,36,
6/10/2025 8:54,6/10/2025 8:59,100,304,1,6/10/2025 8:59,1,3,4,2,2,4,4,3,4,2,2,4,4,4,2,4,4,3,4,4,4,5,9,14,6,8,11,20,10,12,19,18,1,15,16,3,17,2,7,13,4,4,4,3,4,4,3,4,3,4,4,3,4,4,2,1,2,3,4,4,4,14,1,3,19,17,2,18,10,7,8,6,15,9,12,11,13,16,5,-3,4,4,3,3,4,4,3,1,4,7,3,6,2,5,3,3,2,3,3,3,4,4,3,5,1,9,3,7,5,6,2,4,10,8,5,1,It appears many things are failing sales are dropping more complaints things not being resolved and staff turnover. Looks like lack of focus.,3,12,,196,38,
6/10/2025 8:49,6/10/2025 8:58,100,489,1,6/10/2025 8:58,1,2,4,2,4,4,4,4,4,2,4,4,3,2,4,4,4,4,3,2,4,16,20,17,5,12,2,9,6,15,14,1,3,4,18,7,13,11,10,8,19,4,3,2,4,4,3,2,3,2,2,2,3,4,2,2,2,5,3,4,13,12,16,10,17,11,14,5,19,9,4,3,7,15,18,8,1,6,2,-3,4,4,4,4,4,4,2,4,7,3,5,1,2,6,3,4,2,4,1,4,4,2,4,5,7,6,2,5,1,8,10,3,4,9,4,4,"Clearly something is not working with the product as complaints have gone up substantially. There also seems to be some lack of leadership to address the issue, as dealing with the complaints isn't being done and employee turnover is also an issue. People quit when leadership doesn't do their job, such as caring for their product, and their employees. The work ethic seems to have declined from the top down.",3,21,,217,39,
6/10/2025 8:35,6/10/2025 8:48,100,768,1,6/10/2025 8:48,1,5,5,5,4,4,4,4,4,2,4,4,5,3,4,5,5,4,2,2,4,3,13,4,15,20,1,11,10,7,2,8,6,9,19,14,5,16,18,12,17,4,4,5,4,3,4,4,3,4,4,2,5,4,4,4,4,4,4,4,2,9,14,16,17,4,11,18,7,5,3,1,12,10,13,6,15,19,8,-3,4,4,4,4,4,4,2,6,7,3,4,5,2,1,3,4,3,4,3,2,2,3,2,5,10,1,6,2,8,4,7,9,5,3,1,1,"Sales are down, may have experienced a staffing shortage due to the call center issues.  Unresolved issues are more than doubled and staff turnover is a major problem.",7,21,,238,40,
6/10/2025 11:01,6/10/2025 11:14,100,741,1,6/10/2025 11:14,1,5,5,4,3,4,5,4,4,2,4,4,4,2,4,4,4,4,4,2,5,3,8,15,14,2,5,9,10,6,12,16,1,13,19,17,20,7,11,4,18,4,4,3,4,2,4,2,4,4,3,4,4,2,3,2,3,4,3,3,1,19,3,7,5,16,12,10,11,17,8,15,2,6,14,9,13,4,18,-3,5,5,4,5,4,4,2,7,2,6,4,3,1,5,4,4,2,4,4,3,4,3,4,5,8,7,3,2,4,6,9,10,5,1,4,1,"The trends shown indicate worsening customer service and workforce/employee instability, which likely contribute to the falling sales. The company appears to be struggling with both customer satisfaction and employee retention, which is leading to a negative impact on both its financial performance and operational effectiveness",3,18,,227,41,
6/10/2025 10:24,6/10/2025 10:34,100,602,1,6/10/2025 10:34,1,4,5,3,4,5,3,4,5,2,4,5,4,1,4,4,5,4,4,2,5,19,3,11,4,13,5,10,9,20,2,14,12,18,15,17,6,8,7,16,1,5,4,3,5,2,2,4,3,4,5,5,4,3,3,4,2,4,4,3,16,9,3,15,1,6,4,7,11,18,10,2,8,12,19,13,5,17,14,-3,2,4,2,2,3,4,4,5,6,4,2,7,3,1,4,2,2,3,5,2,2,2,5,5,1,3,8,5,10,9,7,4,2,6,5,1,"Wow, it looks like this company has a problem with their product or service that they have not resolved. It is causing complaints to skyrocket and the company has no resolution for the complaints. Customer service appear to be overwhelmed and leaving. They are losing customers over it. 

Of course, other scenarios could explain these same facts, but the latter seems likely because it is a common scenario. ",9,19,,222,42,
6/10/2025 11:13,6/10/2025 11:21,100,468,1,6/10/2025 11:21,1,2,3,2,3,4,2,3,3,2,3,3,4,4,2,3,3,3,3,4,2,3,10,17,18,14,9,2,4,11,8,15,12,6,16,7,20,1,13,19,5,3,2,2,4,3,3,3,3,2,2,3,2,3,2,3,2,3,2,3,11,4,12,18,3,5,14,8,15,10,13,9,1,16,7,6,17,2,19,-3,3,3,4,2,3,3,2,2,1,6,3,4,5,7,3,3,3,4,3,3,4,4,4,5,8,10,7,9,3,1,6,4,5,2,4,3,"Between 2022 and 2023, the company experienced a decline in sales from$10M to $8M, a 50% increase in call center complaints, and worsening service quality only 20% of complaints were resolved in 2023, down from 55% in 2022. Additionally, service personnel turnover rose sharply from 10% to 25%, likely contributing to poor customer service. These issues suggest operational struggles, declining customer satisfaction, and internal instability. ",4,13,,178,43,
6/10/2025 9:22,6/10/2025 9:36,100,831,1,6/10/2025 9:36,1,1,3,1,2,1,4,3,3,2,2,1,1,4,3,4,4,1,2,4,4,9,6,14,7,15,1,17,20,16,8,12,19,2,13,18,5,10,11,4,3,4,1,3,2,2,3,4,3,3,3,5,5,2,3,1,3,5,1,1,8,14,13,2,10,4,16,3,9,7,11,18,5,15,1,6,17,12,19,-3,3,4,4,3,3,4,4,6,7,2,5,3,4,1,4,4,3,1,3,1,2,3,3,5,7,2,1,8,4,10,5,6,9,3,5,2,"It looks like the company lost sales income in 2023.  There have been more call center complaints, with more complaints not resolved.  There's also a higher personnel turnover rate.",6,14,,169,46,
6/10/2025 8:45,6/10/2025 8:50,100,302,1,6/10/2025 8:50,1,5,4,4,4,4,3,3,4,2,5,4,5,1,5,4,4,3,5,4,4,16,19,2,18,11,15,17,7,6,20,4,14,13,12,10,5,3,8,9,1,5,3,3,4,1,4,5,5,4,5,4,5,5,5,4,5,5,5,5,4,8,13,14,10,19,15,12,9,16,2,17,5,1,3,7,11,6,18,-3,5,2,4,5,5,5,4,3,1,6,7,2,4,5,4,5,1,4,1,4,4,1,5,5,2,6,3,7,10,9,8,1,5,4,5,3,Sales have gone downhill in this company and customer complaints have gone up. This could mean that product quality is going down due to layoffs or other company misfortunes. This also causes less revenue for the company.,6,25,,260,47,
6/19/2025 12:40,6/19/2025 12:51,100,604,1,6/19/2025 12:51,1,5,5,5,5,5,4,4,5,2,5,5,5,1,5,5,5,5,5,1,5,1,19,11,5,2,14,4,7,15,8,10,18,12,13,17,9,6,3,16,20,4,5,5,5,3,5,5,5,4,5,4,5,5,5,4,5,5,5,5,19,7,10,4,14,11,17,18,13,5,12,9,1,3,6,16,8,2,15,-3,4,2,4,4,5,4,1,3,4,6,1,2,5,7,3,5,2,5,2,5,5,2,5,5,7,6,2,8,3,9,5,4,1,10,2,4,"Quality of products sold declined markedly leading to decreased sales, increased consumer complaints, higher non-satisfactory complaint resolution, decreased personnel hiring and increased turnover.",2,21,,272,48,
6/13/2025 9:15,6/13/2025 9:24,100,515,1,6/13/2025 9:24,1,3,5,3,3,3,4,5,1,2,2,3,3,5,1,3,4,4,5,2,5,3,17,9,4,18,5,15,2,11,14,13,20,1,10,7,8,12,16,6,19,5,3,3,3,2,2,3,5,5,3,1,5,4,1,1,1,5,3,3,6,9,2,3,18,8,10,13,7,1,16,4,15,12,17,14,5,11,19,-3,3,3,3,3,3,3,3,4,2,7,6,5,1,3,3,3,3,3,3,3,3,3,3,5,2,4,8,9,1,10,5,7,3,6,1,2,"The company is in overall decline. The company structure is deteriorating, and it shows in the total annual sales. The increase in service personnel turnover implies a significant issue with management.",1,19,,196,49,
6/10/2025 9:03,6/10/2025 9:13,100,591,1,6/10/2025 9:13,1,4,4,3,4,4,5,4,5,2,4,4,4,2,4,5,4,4,4,2,5,9,16,19,5,1,12,11,8,6,14,15,10,3,17,2,13,4,20,18,7,4,3,3,4,2,2,4,4,4,3,2,4,4,4,2,2,4,4,4,6,1,9,10,16,5,3,14,17,15,7,13,18,4,12,19,11,2,8,-3,4,4,4,5,5,4,2,2,6,7,4,5,3,1,3,4,1,4,2,4,4,2,3,5,9,3,1,7,2,8,4,5,6,10,5,1,This company is putting out an inferior product in 2023 and the employees cannot handle the amount of complaints coming in. More people are leaving this company because of the lack of support from management and the stress of dealing with the problems.That would explain why there are more unresolved complaints because the workers cannot handle the volumeof calls and they are not getting enough support and it does not seem like the people in charge want to hire more people and are losing business,7,27,social media evaluation,244,51,
6/10/2025 8:49,6/10/2025 8:55,100,366,1,6/10/2025 8:55,1,3,4,3,3,3,4,4,4,2,3,2,3,2,3,4,4,4,3,4,4,18,10,15,12,13,9,14,2,3,1,16,11,4,19,5,20,6,7,17,8,3,3,4,3,4,2,2,3,3,3,2,3,3,2,2,2,3,3,3,10,2,14,8,18,16,1,19,11,5,7,6,9,4,12,3,17,13,15,-3,4,5,4,5,4,5,3,5,2,6,1,7,3,4,3,3,4,4,2,3,4,3,3,5,6,3,7,10,2,4,9,1,8,5,5,1,"YOY, sales were down but complaints rose. I would expect this is due to a quality issue that has appeared and is not resolved. When the complaints are not resolved, employees feel like they need to compensate and they get burnt out.",9,19,,210,52,
6/10/2025 11:14,6/10/2025 11:19,100,334,1,6/10/2025 11:19,1,4,4,4,4,4,4,4,4,2,5,3,4,3,4,3,4,4,4,2,5,4,14,9,1,15,12,7,2,11,5,8,6,16,18,17,13,19,20,3,10,4,4,3,4,2,4,4,4,5,4,4,4,4,3,5,5,4,4,4,18,8,4,11,19,1,3,15,13,12,14,5,10,9,17,16,7,2,6,-3,4,4,4,5,5,4,3,7,2,3,5,6,1,4,3,4,4,4,3,4,4,4,4,5,1,8,4,5,3,9,2,7,10,6,4,1,"Looking at data here, the company experienced a decline in sales from $10M in 2022 to $8M in 2023. This is telling me that there are market challenges or reduced demand. Call center complaints increased from 100K to 150K. This indicates growing customer dissatisfaction.

",2,21,,240,54,
