StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q62,Q57,g_writing,Q59_First Click,Q59_Last Click,Q59_Page Submit,Q59_Click Count,g_manip_check_1,g_manip_check_2,g_manip_check_3,g_manip_check_DO_1,g_manip_check_DO_2,g_manip_check_DO_3,elevation_1,elevation_2,elevation_3,elevation_4,elevation_5,elevation_6,elevation_DO_1,elevation_DO_2,elevation_DO_3,elevation_DO_4,elevation_DO_5,elevation_DO_6,DV1_1,DV1_2,DV1_DO_1,DV1_DO_2,c_writing,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,c_manip_check_1,c_manip_check_2,c_manip_check_3,c_manip_check_DO_1,c_manip_check_DO_2,c_manip_check_DO_3,fatigue_1,fatigue_2,fatigue_3,fatigue_4,fatigue_5,fatigue_6,fatigue_7,fatigue_8,fatigue_9,fatigue_DO_1,fatigue_DO_2,fatigue_DO_3,fatigue_DO_4,fatigue_DO_5,fatigue_DO_6,fatigue_DO_7,fatigue_DO_8,fatigue_DO_9,desire_predict_1,desire_predict_2,desire_predict_3,desire_predict_4,desire_predict_5,desire_predict_6,desire_predict_7,desire_predict_8,desire_predict_DO_1,desire_predict_DO_2,desire_predict_DO_3,desire_predict_DO_4,desire_predict_DO_5,desire_predict_DO_6,desire_predict_DO_7,desire_predict_DO_8,emotion,cond,FL_6_DO_FL_56,FL_6_DO_FL_52,FL_6_DO_FL_53,FL_6_DO_FL_57,FL_37_DO_DV1Elevation,FL_37_DO_DV2Empathicconcern,FL_42_DO_DV1fatigue,FL_42_DO_DV2Predictability,TWIN_ID
5/29/2025 19:49,5/29/2025 19:53,100,241,1,5/29/2025 19:53,4,I will not use AI to answer this survey,"I wake up to my alarm and usually press the snooze button, when I get up I first get a drink of water and go to the bathroom. Then its wrapping up in my robe, and going to get my coffee. I will have my ""coffee and chill"" time for a little bit, and then I will go and wash my face, brush my teeth and get dressed. I will then usually start any laundry that needs to be started, and start my day. If its a yoga day, I will be planning my class and ",10.659,122.62,122.631,2,6,6,6,2,1,3,2,5,6,4,7,6,2,1,6,4,5,3,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1535
5/30/2025 17:17,5/30/2025 17:23,100,335,1,5/30/2025 17:23,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,When two friends of mine started to argue and I couldn't calm either of them down. I'm usually good at making people chill but that time they were just too heated and it got me worried and feeling a little upset.,0.966,127.693,127.699,2,5,5,6,1,3,2,5,2,7,1,1,1,2,4,3,4,1,3,7,5,8,6,9,2,3,6,5,2,3,6,6,5,7,3,1,2,4,5,8,6,in_control,prime,1,,,,,,1,2,1538
5/29/2025 18:06,5/29/2025 18:10,100,251,1,5/29/2025 18:10,4,I will not use AI to answer this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,I had car issues and had just barely made it home. Not sure what to do. I called AAA and they came out but could not fix the issue. I then called a mobile mechanic and they solved my problem. I was so relieved.,12.333,122.53,122.54,5,7,6,6,3,2,1,5,1,6,2,3,1,4,4,4,5,9,7,6,2,8,3,1,4,2,7,7,1,2,7,7,7,7,1,2,3,6,4,8,5,in_control,control,,1,,,,,1,2,1542
5/29/2025 19:38,5/29/2025 19:45,100,399,1,5/29/2025 19:45,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,I honestly am having a hard time thinking of a time where I had control of a situation. Maybe the only thing would probably be being able to self advocate for my health and finding the right programs I need to help me get to my medical appointments. ,21.698,131.788,131.792,2,3,7,1,1,2,3,7,7,4,6,7,3,3,2,7,4,7,2,6,3,5,9,1,8,2,2,2,2,6,4,7,4,8,1,3,7,2,4,6,5,in_control,control,,1,,,,,1,2,1544
5/29/2025 18:07,5/29/2025 18:14,100,445,1,5/29/2025 18:14,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A lady pushed my cart to the side at the grocery store, proceeded to push past me and grab something right in front of me. No manners, No excuse me, nothing. ",11.278,126.39,126.391,2,6,6,4,3,1,2,2,4,7,4,4,2,1,2,5,1,5,6,9,2,3,4,7,8,2,5,4,2,4,5,6,5,8,5,2,7,1,4,6,3,in_control,prime,1,,,,,,1,2,1545
5/30/2025 23:40,5/30/2025 23:45,100,254,1,5/30/2025 23:45,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A few years ago, one of my partner's clients wound up not paying her. This caused a huge financial issue for us since that client's invoice was supposed to cover our next few months. It was deeply frustrating especially as her client kept giving her the runaround instead of just paying her. There were a few times where I thought of seeking out the client myself to try and talk them into paying but I thought better of it.",2.842,135.571,135.574,4,4,2,4,3,2,1,1,1,7,1,1,1,4,4,5,2,6,4,9,3,7,8,5,1,5,4,4,4,6,4,4,2,3,2,5,6,8,1,7,4,in_control,prime,1,,,,,,1,2,1546
5/29/2025 17:59,5/29/2025 18:06,100,401,1,5/29/2025 18:06,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I felt in control when I purchased my first vehicle. Conducting research, setting a savings goal, and handling the negotiations made me feel in charge. ",6.444,126.626,126.662,4,7,7,7,2,3,1,1,1,7,1,1,1,7,7,7,9,7,4,6,5,8,1,2,3,1,4,6,3,4,1,6,7,2,5,8,1,7,3,6,4,in_control,control,,1,,,,,2,1,1548
5/29/2025 16:19,5/29/2025 16:24,100,311,1,5/29/2025 16:24,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I felt in control during a DJ set I did recently, even though I was tired and didn't have a plan for what I was doing, I felt calm and like I knew what to do, like the next steps were easily revealing themselves to me out of nowhere. The gear was cooperative, my song transitions were smooth, and I was able to maintain a cohesive sound that changed in interesting ways over time, and that felt good. I felt focused and in the moment.",5.732,123.721,123.726,2,4,4,5,3,2,1,1,1,6,1,1,2,6,3,1,9,3,8,1,6,2,5,4,7,4,4,3,5,5,3,5,4,2,3,1,7,6,4,8,5,in_control,control,,1,,,,,1,2,1550
5/29/2025 17:48,5/29/2025 17:58,100,582,1,5/29/2025 17:58,4,I will not use AI to answer this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A few weeks ago, we were emailed the floor schedule for my apartment building's annual convector filter change / check for leaks, etc. While this is done every year in May, it's a bit of a hassle as I have to move various items away from a couple of convectors, so ",1.824,94.144,200.036,6,4,4,5,2,3,1,1,1,7,1,1,1,4,4,3,9,7,3,6,8,1,2,5,4,1,4,5,2,2,7,7,6,5,3,8,2,1,7,6,4,in_control,control,,1,,,,,2,1,1551
5/30/2025 6:53,5/30/2025 6:58,100,298,1,5/30/2025 6:58,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"At my job, working hours/days were rearranged. Every one of my coworkers' hours were changed so that they'd have long weekends every week. I was not given a long weekend. Instead I was given a day in the middle of the week. I thought this was totally unfair. I had no control over the situation. ",19.585,126.152,126.156,2,4,4,3,2,1,3,6,1,7,1,1,1,1,6,1,2,8,3,9,5,6,7,1,4,2,4,5,4,1,6,4,6,1,6,7,8,4,2,5,3,in_control,prime,1,,,,,,1,2,1553
5/29/2025 22:54,5/29/2025 23:19,100,1475,1,5/29/2025 23:19,4,I will not use AI to answer this survey,"I wake up and jump n the shower to help wake up.  Sometimes I brush my teeth first, but sometimes after. get dressed and head to work.  I may do some exercise before I leave, such as pushups.",8.858,195.323,195.328,6,6,6,6,2,3,1,4,5,6,5,5,4,3,1,5,2,6,4,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,1557
5/29/2025 18:17,5/29/2025 18:21,100,262,1,5/29/2025 18:21,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I'm normally the person in my friend group that makes reservations for travel and restaurants, but for my friend's birthday trip, she handled all the booking. I have strict dietary restrictions and I found out when we were leaving for dinner that she booked a different restaurant than we had originally planned which was not accommodating. I felt upset that my lack of control over picking the restaurant caused me to not be able to eat and enjoy it.",1.695,146.14,146.151,6,6,7,7,1,3,2,2,4,6,5,4,2,3,2,5,8,7,2,1,9,3,4,5,6,2,6,7,2,1,5,7,5,2,1,8,6,7,4,3,5,in_control,prime,1,,,,,,1,2,1560
5/29/2025 16:15,5/29/2025 16:20,100,301,1,5/29/2025 16:20,4,I will not use AI to answer this survey,"My morning routine consists of waking up or sometimes my dogs wake me up. Either way I spend several minutes greeting them. Then, I give them breakfast. I don't eat breakfast so I shower, brush my teeth and get ready for the day.",1.831,176.981,176.994,3,6,2,3,3,1,2,3,4,1,2,1,6,3,5,2,1,6,4,7,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,1561
6/1/2025 14:14,6/1/2025 14:20,100,358,1,6/1/2025 14:20,4,I will not use AI to answer this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,"While I was driving, someone switched lanes and side-swiped my car, It happened so quick I had no control. ",6.99,149.937,149.939,5,5,6,6,1,3,2,3,3,5,2,4,2,4,6,3,1,8,7,4,2,3,6,9,5,3,5,5,3,3,4,5,5,5,7,1,3,2,8,6,4,in_control,prime,1,,,,,,2,1,1562
5/30/2025 18:04,5/30/2025 18:09,100,279,1,5/30/2025 18:09,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was in control when I made dinner yesterday. I was able to choose what I wanted to cook and how I wanted to cook it. It was on my time and I was not rushed.,10.843,121.077,121.08,3,5,5,6,2,1,3,3,6,5,5,5,4,5,2,6,2,6,9,3,8,4,1,7,5,2,5,6,5,2,6,6,6,1,6,5,4,8,3,2,7,in_control,control,,1,,,,,2,1,1563
5/29/2025 16:23,5/29/2025 16:26,100,171,1,5/29/2025 16:26,4,I will not use AI to answer this survey,"When I first wake up, I get out of bed and let my dog out to go the bathroom. Then, I brush my teeth, floss, and wash my face. Following that I get dressed, and eat a quick breakfast. I typically meal prep ahead of time and have overnight oats with some sort of fruit.  My wife usually makes coffee, so I'll pour myself a glass. Depending on how much time I have left, I'll spend some time catching up on the news, sports, and what's going on in the world. I try to sign on for work around 8:30 or 9:00 whether I have a meeting or not, and at that time I go through my emails and plan out my day.",1.234,138.38,138.384,2,2,2,2,3,1,2,1,1,1,2,1,2,3,5,2,1,6,4,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,1567
5/29/2025 17:21,5/29/2025 17:28,100,419,1,5/29/2025 17:28,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I once had a child running up to me about it thit me. I told the child no, and ask whree their parent was at. They ran off but I told store workers and they paged the mom.",89.075,137.315,137.323,4,3,4,5,1,3,2,2,2,6,4,1,6,6,5,3,4,6,1,2,8,5,3,7,9,2,5,6,4,5,6,7,7,1,6,2,7,4,5,3,8,in_control,control,,1,,,,,2,1,1568
6/3/2025 14:51,6/3/2025 15:00,100,548,1,6/3/2025 15:00,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"At work a few weeks ago two of my coworkers called out and we were short during dinner service. This meant that I had to handle a lot more work than I normally have to do, which caused me to be working and stressing harder. It was a busy night and I wasn't thrilled about having so much more to do, but I tried to focus on just getting through it as best I could.",2.675,122.309,122.312,2,3,3,4,3,1,2,1,1,5,1,1,1,3,4,1,3,2,8,6,9,1,5,7,4,1,6,7,1,2,6,6,7,8,2,1,6,3,7,5,4,in_control,prime,1,,,,,,1,2,1570
5/30/2025 16:26,5/30/2025 16:30,100,220,1,5/30/2025 16:30,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A recent baseball game I coached saw an umpire make a bad call and several players were upset over the call. I was able to control the situation as the coach and calm the players down and let them know that it's okay to be frustrated but to let it go and move on with the rest of the game so it didn't impact them. Because I was the coach, I had this control and the kids were able to get over the call and move on.",1.835,121.995,121.997,3,5,5,5,2,3,1,1,1,6,2,1,1,4,6,6,3,4,1,8,7,2,9,6,5,1,7,7,1,1,7,7,7,1,7,2,8,4,3,5,6,in_control,control,,1,,,,,1,2,1571
5/29/2025 17:03,5/29/2025 17:07,100,250,1,5/29/2025 17:07,4,I will not use AI to answer this survey,"I get up, be on my bed for a few minutes or hours, then I either go to the kitchen to eat or the bathroom to wash my face then brush my teeth. Then I put my clothes on and do my thing. ",2.183,122.37,122.374,4,5,5,4,1,2,3,5,4,4,5,3,4,2,5,1,3,4,6,5,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1575
5/29/2025 17:03,5/29/2025 17:07,100,248,1,5/29/2025 17:07,4,I will not use AI to answer this survey,"woke up, stretched, got up, straightened bedding, opened curtains, went to bathroom, got dressed, cleaned cat box, started coffee, waited for coffee, sat in my favorite chair, played a few games and read a little news, got up to eat when wife said breakfast is ready.",6.045,134.9,134.902,2,5,5,5,3,1,2,3,5,1,1,2,3,5,1,3,2,6,4,6,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1576
5/30/2025 13:39,5/30/2025 13:47,100,444,1,5/30/2025 13:47,4,I will not use AI to answer this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Most recently, I was the lead in a work group trying to resolve some departmental budgeting issues.  The group was made up of 8 employees across varying departments with their own opinions and distinct ways of expressing their opinions and ideas.  It was a situation that could have easily gone out of control, but I controlled the group and kept them on task.  I felt I was in great control of the participants and the results from the work group.",2.66,194.078,200.007,2,6,5,6,1,3,2,1,2,7,1,1,1,6,3,1,4,3,5,7,9,8,2,1,6,1,5,7,2,1,6,7,6,6,3,8,2,7,5,4,1,in_control,control,,1,,,,,2,1,1578
5/30/2025 16:28,5/30/2025 16:32,100,218,1,5/30/2025 16:32,4,I will not use AI to answer this survey,A lady at church gave me a free gift card to a department store.  I was able to give it to my daughter for Christmas when we didn't have much money.,18.553,122.763,122.767,4,7,7,7,1,3,2,4,5,4,1,3,2,1,6,5,3,2,4,2,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,1579
5/29/2025 21:04,5/29/2025 21:07,100,149,1,5/29/2025 21:07,4,I will not use AI to answer this study,"I get up, do my daily bathroom routine; brushing my teeth, washing my face, etc.
After, I wait about 15 minutes then I eat food, do my chores and then get on my computer to start working. Occasionally, I take a shower before I do everything, every other day.",0.792,121.796,121.798,2,6,6,5,2,3,1,6,5,5,6,6,6,4,1,3,6,2,5,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,1580
6/1/2025 20:57,6/1/2025 21:04,100,432,1,6/1/2025 21:04,4,I will not use AI to answer the survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,About five years ago while working as a unit clerk at a poular hospital I came in at 3:00 pm like normal but was immediately alerted as I clocked in that I would need to cover the unit across from me. I accepted this cross coverage news and started to do my normal set up for work when all the sudden I get a phone call stating that I needed to cover the other side which I was confused but I had already been told this but the first shift hadn't left yet. So I called over ,13.669,30.924,200.004,4,1,1,1,1,2,3,3,1,5,1,1,1,4,6,1,1,9,2,7,8,4,3,6,5,1,3,4,5,4,4,4,4,8,2,4,5,3,6,7,1,in_control,prime,1,,,,,,2,1,1581
6/1/2025 17:21,6/1/2025 17:24,100,170,1,6/1/2025 17:24,4,I will not use ai to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,felt in control when I had an article go to the top spot where I work and stay in number 2 for days.. exhilarating and lately its happened again and again. Its good for the soul and good for the wallet. When you have success like that.. It went viral fast and hard and even hit Europe! ,4.671,120.955,120.957,2,6,5,7,1,3,2,3,5,6,6,5,6,7,4,7,8,5,6,9,2,3,1,7,4,7,6,5,5,7,5,6,7,6,5,8,2,3,4,7,1,in_control,control,,1,,,,,2,1,1582
5/29/2025 16:18,5/29/2025 16:21,100,187,1,5/29/2025 16:21,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was in a car accident where I was pushing hard on my break. The individual in front of me was sliding on the ice and was coming towards me. I had no control of the situation as I could not go anywhere there was a car blocking my path on the right and on the left a median existed. I was already on the brakes and the car sliding was in front of me coming towards me after having swerved and hit the median and was coming straight for my car and ultimately hit the front of my car.,0.93,124.783,124.786,4,3,4,3,1,3,2,5,4,4,4,4,4,1,4,1,4,5,8,7,1,6,2,9,3,3,4,4,4,4,3,5,7,3,5,8,4,1,6,2,7,in_control,prime,1,,,,,,1,2,1583
5/29/2025 18:26,5/29/2025 18:29,100,188,1,5/29/2025 18:29,4,I will not use AI to answer this survey,"I brush my teeth and wash my face with facial cleanser. Then I put on my makeup, put on my clothes, feed my cat and birds, put my prepared lunch and tea in my bag and get ready to go to work. I make sure all the lights in the house are turned off and the water from the faucet is not running. Then I check the stove to make sure it is off. I lock up the door and leave the house. ",5.816,120.675,120.684,3,7,7,7,1,3,2,7,7,4,7,7,7,4,6,3,1,5,2,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,1584
5/29/2025 16:47,5/29/2025 16:51,100,248,1,5/29/2025 16:51,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It was during a time when I needed to interview a potential new hire.   I was in total control of the flow of the interview and all the data points I wanted to get answered.   I decided when to start the interview, what to ask and how to end the interview.",3.037,121.055,121.058,4,3,4,4,2,1,3,5,5,7,2,6,1,2,2,6,7,3,8,6,1,9,4,2,5,2,6,6,2,2,6,6,5,8,2,4,7,6,3,1,5,in_control,control,,1,,,,,2,1,1588
5/29/2025 16:28,5/29/2025 16:32,100,224,1,5/29/2025 16:32,4,"I will not use AI to answer this survey 
",Get up. Go to the kitchen and turn on the coffee maker.  Brush teeth.  Have the first cup of coffee while checking prolific for any interesting studies. More coffee.  Show  and get dressed. More coffee. Watch a couple of of youtube channels that post in the AM. More coffee and head out to exercise. ,9.39,146.702,146.706,7,5,5,6,1,3,2,2,3,4,2,3,4,1,4,2,5,3,6,6,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1589
5/29/2025 22:29,5/29/2025 22:32,100,216,1,5/29/2025 22:32,4,I will not use AI to answer this survey,"The last time I have felt grateful for someone's help was when my friend gave me a little handout weekly to help me buy the things that I wanted for myself, in this world and economy it's kinda hard to afford nice things, or put away things you want because you need to prioritize bills or stuff like that. I was grateful. All good things come to an end, though.",4.816,132.106,132.113,5,3,4,4,1,2,3,2,3,3,2,2,2,4,2,1,5,6,3,5,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1595
5/29/2025 16:26,5/29/2025 16:48,100,1298,1,5/29/2025 16:48,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I had no control when they told me that my dad had cancer.  It was very scary.  He has done well so far, but we are are the end of treatment and now we are trying to do everything we can to help him cope with the disease.  We also have to cope as a family with a loss of his life.  We are sticking together and not trying to worry because everything is not up to us.  We can only pray and try the best we know how.",26.212,157.506,157.513,2,5,4,4,1,2,3,5,5,4,6,6,5,3,2,2,9,7,4,5,6,8,1,2,3,2,6,6,3,3,4,5,6,6,5,3,7,8,1,4,2,in_control,prime,1,,,,,,1,2,1597
5/29/2025 20:38,5/29/2025 20:43,100,269,1,5/29/2025 20:43,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One of my frogs has symptoms of a bacterial infection at present and I was scared at first but I have a lot of herpetology resources and I figured out how to treat a bacterial infection in amphibians and the symptoms have reduced. I feel in control of this situation at present and think I have made a huge difference in the health of the frogs. This is something that I feel like I have got completely under control at the moment. I'm not delusional, it could change, but right now I'm in control of it. This leaves me feeling confident and satisfied.",2.686,141.333,141.336,3,5,5,6,1,2,3,2,1,7,2,2,1,6,6,1,3,2,1,7,4,6,5,8,9,2,6,6,2,3,6,7,6,7,8,4,2,6,1,5,3,in_control,control,,1,,,,,2,1,1599
5/29/2025 18:36,5/29/2025 18:41,100,274,1,5/29/2025 18:41,4,I will not use AI to answer this survey.,"My freshman year in college.  I met a man who tottered me to write.  Although I had graduated form High School, our school was underserving.  I was very grateful. ",61.631,127.508,127.512,4,6,6,6,1,3,2,1,1,2,1,5,2,1,4,3,2,6,5,7,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1601
5/29/2025 16:22,5/29/2025 16:29,100,387,1,5/29/2025 16:29,4,I will not use AI to answer this survey,"While traveling to Washington DC on Amtrak, I met a very nice lady and we talked about a few different subjects. One subject in particular was our grown children",9.885,173.755,200.017,3,7,7,7,1,2,3,5,5,5,3,7,5,4,6,5,2,1,3,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1603
5/29/2025 17:45,5/29/2025 17:49,100,235,1,5/29/2025 17:49,4,I will not use AI to answer this survey,"I was very torn up about losing my Kindle Fire tablet. I spent weeks searching places, calling businesses and even emailing the Kindle in hopes someone would be good and turn it in. I could tell someone was using it, but not where they were. I finally had to report it as lost/stolen. My Kindle Fire tablet is like a dear child to me, I read on it for hours and hours a day. Losing it felt like such a violation. Once I'd given it up for lost, my friend bought me a $200 Kindle. I felt like he really understood how much my Kindle mean to me, and I was so shocked he would spend that kind of money on me out of the blue. It made me feel like I mean a lot to him that I wasn't aware of. ",3.418,182.239,182.242,9,7,7,7,1,3,2,5,4,4,6,5,3,1,4,6,2,5,3,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1605
5/29/2025 17:15,5/29/2025 17:18,100,182,1,5/29/2025 17:18,4,I will not use AI to answer this survey,when the dmv instructor took pity on me and finally passed me. because she failed me before and i was deeply suffering. she knew i was anxious so she let the small mistakes go. it was a GIANT relief. ,3.377,128.206,128.216,2,7,7,7,2,1,3,1,1,7,7,7,7,4,6,2,1,5,3,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,1606
5/29/2025 18:22,5/29/2025 18:26,100,244,1,5/29/2025 18:26,4,I will not use AI to answer this survey,In the morning I will wake up and take a shower. Then I will brush my teeth and shave. Next  I will put on my clothes and prepare something for breakfast. Finally I will drive to the office to start my workday.,9.024,141.1,141.11,4,4,6,5,2,3,1,5,3,4,4,6,5,2,1,3,6,4,5,5,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1614
6/5/2025 6:16,6/5/2025 6:19,100,161,1,6/5/2025 6:19,4,I will not use AI to answer this survey,"I wasn't able to get my ID after graduating due to a few factors, and one of those factors was that I needed a signed transcript from my high-school in order to get one. I called them up, and the Vice-Principal was extremely kind enough to help me out with as much paperwork and help as she could give and it was very nice.",4.292,122.487,122.492,2,5,5,5,1,2,3,5,5,4,5,5,5,1,4,2,6,3,5,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1619
5/29/2025 20:52,5/29/2025 21:05,100,761,1,5/29/2025 21:05,4,"""I will not use AI to answer this survey""",,,,,,,,,,,,,,,,,,,,,,,,,,,,When I graduated from high school I had the opportunity to either stay in N.C. or to move with my sister in Philadelphia and go to nursing school. It was a big decision for me as i had never been out ,5.969,5.969,200.026,1,5,2,5,2,1,3,2,1,7,1,5,1,6,6,5,2,3,7,8,5,6,4,1,9,4,5,6,4,1,6,7,6,6,1,8,7,5,2,4,3,in_control,control,,1,,,,,2,1,1622
5/30/2025 11:16,5/30/2025 11:21,100,292,1,5/30/2025 11:21,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,At work I was answering phones for 911 dispatch. A caller called in and reported her father had collapsed and he was not responding and was gasping for air. I knew we needed to get started on CPR but she would just not listen. NOthing I could do would make her listen or follow instructions. She even hung up at one point and I had to call her back. I just wanted to help her father but she just kept yelling at him and ignoring me. I got help there and he was rescuitated but it was very frustrating for me and my inability to help,4.428,123.699,123.701,3,6,3,4,1,2,3,5,1,7,1,3,1,2,4,1,1,8,4,6,2,3,9,5,7,2,6,6,1,2,5,6,7,4,3,8,1,5,2,7,6,in_control,prime,1,,,,,,1,2,1623
5/29/2025 16:43,5/29/2025 16:51,100,464,1,5/29/2025 16:51,4,I will not use AI to answer this survey,"I worked for a State health agency in early 2000.  I worked on the 3rd floor of the building.  We unexpectedly had a fire drill that day.  I had to take the stairs to the 1st floor to exit out of the building.  When I was walking down the stairs I mis-stepped, landed on the edge of each sharp and and traveled down the whole st",9.881,168.944,200.012,2,7,7,7,1,2,3,7,7,7,7,7,7,2,3,4,1,6,5,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1626
5/29/2025 18:23,5/29/2025 18:26,100,211,1,5/29/2025 18:26,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It was at the end of the session, and I can tell my client was becoming frustrated. She wanted to open a box of something, but what was inside was not ready to be played with. Eventually, when she was denied access to the box, she attempted to elope into the parking lot. Since I've been working with her for a while and I know her behaviors, I immediately was able to block it. I felt in control of that situation. ",1.003,120.818,120.82,3,4,4,4,3,2,1,1,1,6,1,2,1,6,3,1,7,9,4,6,2,8,3,1,5,3,4,5,4,4,6,4,5,1,6,2,7,5,3,8,4,in_control,control,,1,,,,,1,2,1627
5/29/2025 16:19,5/29/2025 16:23,100,248,1,5/29/2025 16:23,4,I will not use AI to answer this survey,A family member was in a car accident. A friend immediately came to stick with me and drove me to the hospital. I was a bit rattled and having this support was very helpful for me. I was very grateful for the friendship and assistance.,15.722,121.078,121.083,2,6,6,6,2,3,1,4,6,4,4,5,5,4,3,6,5,1,2,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1628
5/29/2025 16:14,5/29/2025 16:23,100,571,1,5/29/2025 16:23,4,I will not use AI to answer this survey,"I first wake up and head to the bathroom, i do my business and brush my teeth and other oral care. I then hop into the shower and get dressed. Next i help my partner get the kids ready for school and with breakfast. After that i say my goodbyes and i head off to work with a fresh cup of coffee.",6.764,74.637,201.16,2,4,4,4,3,1,2,6,6,5,4,6,4,4,1,5,6,2,3,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1633
6/1/2025 18:49,6/1/2025 18:53,100,236,1,6/1/2025 18:53,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,When my husband lost his job in 2008. It turned my world upside down. We had no control over this happening. It was so stressful and terrifying. I would never wish that on anyone.,5.089,145.088,145.103,2,5,5,6,2,1,3,4,1,6,1,2,1,1,4,1,5,8,3,4,1,6,7,2,9,1,7,7,1,1,7,7,7,1,5,8,4,6,3,7,2,in_control,prime,1,,,,,,2,1,1634
