StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,t_intro _First Click,t_intro _Last Click,t_intro _Page Submit,t_intro _Click Count,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,t_CTXTintro_First Click,t_CTXTintro_Last Click,t_CTXTintro_Page Submit,t_CTXTintro_Click Count,Intro,t_Printer_TC_First Click,t_Printer_TC_Last Click,t_Printer_TC_Page Submit,t_Printer_TC_Click Count,Bin.Printer_TC,t_Cell_Comp_First Click,t_Cell_Comp_Last Click,t_Cell_Comp_Page Submit,t_Cell_Comp_Click Count,Comp_Cell,t_TV_Attr_First Click,t_TV_Attr_Last Click,t_TV_Attr_Page Submit,t_TV_Attr_Click Count,Attr_TV,t_TV_Comp_First Click,t_TV_Comp_Last Click,t_TV_Comp_Page Submit,t_TV_Comp_Click Count,Comp_TV,t_Cell_Attr_First Click,t_Cell_Attr_Last Click,t_Cell_Attr_Page Submit,t_Cell_Attr_Click Count,Attr_Cell,t_TV_TC_First Click,t_TV_TC_Last Click,t_TV_TC_Page Submit,t_TV_TC_Click Count,Bin.TV_TC,t_Printer_Attr_First Click,t_Printer_Attr_Last Click,t_Printer_Attr_Page Submit,t_Printer_Attr_Click Count,Attr_Printer,t_Printer_Comp_First Click,t_Printer_Comp_Last Click,t_Printer_Comp_Page Submit,t_Printer_Comp_Click Count,Comp_Printer,t_Cell_TC_First Click,t_Cell_TC_Last Click,t_Cell_TC_Page Submit,t_Cell_TC_Click Count,Bin.Cell_TC,FL_213_DO_FL_215,FL_213_DO_FL_241,FL_213_DO_FL_255,FL_213_DO_FL_292,FL_213_DO_FL_274,FL_213_DO_FL_304,FL_224_DO_Bin.Printet_TC,FL_224_DO_Comp.Cell,FL_224_DO_Attr.TV,FL_244_DO_Bin.Printet_TC,FL_244_DO_Comp.TV,FL_244_DO_Attr.Cell,FL_258_DO_Bin.TV_TC,FL_258_DO_Comp.Cell,FL_258_DO_Attr.Printer,FL_295_DO_Bin.TV_TC,FL_295_DO_Attr.Cell,FL_295_DO_Comp.Printer,FL_277_DO_Bin.Cell_TC,FL_277_DO_Attr.Printer,FL_277_DO_Comp.TV,FL_307_DO_Bin.Cell_TC,FL_307_DO_Attr.TV,FL_307_DO_Comp.Printer,TWIN_ID
5/30/2025 10:07,5/30/2025 10:11,100,264,1,5/30/2025 10:11,1,,0,0,,,43.819,44.876,104.896,2,Chrome,136.0.0.0,Windows NT 10.0,1366x768,19.69,40.685,46.155,6,1,8.149,14.22,15.643,3,2,15.202,22.058,22.865,4,2,12.55,27.171,28.703,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,3,,,,,,,,,,,,,,,,288
5/30/2025 13:15,5/30/2025 13:18,100,171,1,5/30/2025 13:18,1,,0,0,,,0,0,13.03,0,Chrome,136.0.0.0,Windows NT 10.0,1280x720,30.48,30.48,33.697,1,2,,,,,,45.869,45.869,49.293,1,2,,,,,,,,,,,,,,,,28.464,28.464,31.191,1,2,24.314,24.314,27.875,1,2,,,,,,,,,,,,,1,,,,,,,,,,3,2,1,,,,,,,,,,290
5/30/2025 11:00,5/30/2025 11:03,100,131,1,5/30/2025 11:03,1,,0,0,,,0,0,5.287,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,36.63,36.63,41.447,1,1,15.921,15.921,18.949,1,1,24.676,24.676,26.969,1,1,21.403,21.403,26.687,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,3,,,,,,,,,,,,,,,,295
5/30/2025 9:26,5/30/2025 9:28,100,84,1,5/30/2025 9:28,0.4000000059604645,,0,0,,,19.096,21.234,21.74,4,Chrome,136.0.0.0,Windows NT 10.0,1680x1050,1.103,29.19,29.966,3,2,,,,,,,,,,,0.698,3.498,5.34,2,2,,,,,,,,,,,,,,,,,,,,,0.903,2.553,3.138,2,2,1.586,4.385,5.052,3,1,,,,,,1,,,,,,,,,,,,,,,,1,2,3,297
5/30/2025 13:06,5/30/2025 13:11,100,284,1,5/30/2025 13:11,0.8999999761581421,,0,0,,,0,0,32.709,0,Chrome,137.0.0.0,Windows NT 10.0,1920x1080,65.679,65.679,69.207,1,1,,,,,,,,,,,38.338,38.338,45.901,1,2,,,,,,,,,,,,,,,,,,,,,62.983,62.983,65.131,1,3,53.557,53.557,55.204,1,1,,,,,,1,,,,,,,,,,,,,,,,3,2,1,299
5/30/2025 9:14,5/30/2025 9:15,100,42,1,5/30/2025 9:15,0.8999999761581421,,0,5,,,0,0,4.036,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,13.166,13.166,14.068,1,1,,,,,,4.708,4.708,5.825,1,2,,,,,,,,,,,,,,,,2.725,2.725,5.683,1,1,3.131,4.802,6.196,2,2,,,,,,,,,,,,,1,,,,,,,,,,2,1,3,,,,,,,,,,300
5/30/2025 9:38,5/30/2025 9:40,100,120,1,5/30/2025 9:40,1,,0,0,,,0,0,19.3,0,Edge,136.0.0.0,Windows NT 10.0,1536x864,38.449,38.449,39.823,1,2,,,,,,19.633,19.633,20.774,1,3,,,,,,,,,,,,,,,,11.594,11.594,14.335,1,1,12.881,12.881,13.85,1,2,,,,,,,,,,,,,1,,,,,,,,,,2,1,3,,,,,,,,,,301
5/30/2025 9:34,5/30/2025 9:42,100,463,1,5/30/2025 9:42,1,,0,0,,,0,0,34.572,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,123.229,123.229,127.156,1,1,,,,,,,,,,,,,,,,88.165,88.165,90.772,1,3,,,,,,,,,,,60.32,60.32,68.94,1,2,,,,,,106.974,106.974,111.807,1,1,,,,,1,,,,,,,,,,,,,,1,2,3,,,,304
5/30/2025 11:21,5/30/2025 11:25,100,294,1,5/30/2025 11:25,1,,0,0,,,41.958,83.968,86.356,5,Firefox,138,Windows NT 10.0,1408x792,5.27,47.227,48.582,3,2,26.461,26.461,28.154,1,2,,,,,,,,,,,49.129,68.075,69.342,2,3,10.647,45.23,46.537,3,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,2,1,,,,,,,,,,,,,306
5/30/2025 9:44,5/30/2025 9:46,100,109,1,5/30/2025 9:46,0.8999999761581421,,0,5,,,0,0,9.046,0,Firefox,139,Windows NT 10.0,1200x1920,11.368,11.368,12.906,1,2,,,,,,,,,,,,,,,,36.777,36.777,42.127,1,2,,,,,,,,,,,11.156,11.156,16.707,1,2,,,,,,11.214,11.214,11.947,1,2,,,,,1,,,,,,,,,,,,,,3,1,2,,,,308
5/30/2025 9:08,5/30/2025 9:09,100,61,1,5/30/2025 9:09,1,,0,0,,,0,0,11.702,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,13.957,19.848,20.713,6,2,,,,,,4.547,4.547,5.677,1,2,,,,,,,,,,,,,,,,5.229,5.551,6.149,2,2,5.955,5.955,6.827,1,2,,,,,,,,,,,,,1,,,,,,,,,,2,3,1,,,,,,,,,,312
5/30/2025 9:34,5/30/2025 9:36,100,144,1,5/30/2025 9:36,0.8999999761581421,,0,0,,,5.025,5.025,25.795,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,17.691,17.691,21.068,1,2,41.319,41.319,42.461,1,2,21.363,21.363,24.846,1,2,12.179,12.179,15.564,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,3,1,,,,,,,,,,,,,,,,313
5/30/2025 9:12,5/30/2025 9:14,100,97,1,5/30/2025 9:14,1,,0,0,,,0,0,10.314,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,28.793,28.793,30.307,1,2,14.506,14.506,15.725,1,1,13.929,13.929,14.788,1,2,12.054,12.054,13.245,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,3,,,,,,,,,,,,,,,,314
5/30/2025 9:39,5/30/2025 9:43,100,232,1,5/30/2025 9:43,0.8999999761581421,,0,0,,,9.604,10.549,11.753,2,Chrome,136.0.0.0,Android 10,412x883,17.77,65.545,66.384,10,2,3.942,43.336,44.075,18,2,,,,,,,,,,,2.562,19.061,19.662,10,3,2.338,54.022,54.821,10,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,3,1,,,,,,,,,,,,,317
5/30/2025 10:01,5/30/2025 10:06,100,294,1,5/30/2025 10:06,1,,0,0,,,0,0,12.433,0,Edge,136.0.0.0,Windows NT 10.0,1600x900,70.965,70.965,73.215,1,2,89.931,89.931,91.528,1,2,55.6,55.6,56.639,1,3,41.194,41.194,43.804,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,2,,,,,,,,,,,,,,,,326
5/30/2025 9:22,5/30/2025 9:24,100,119,1,5/30/2025 9:24,1,,0,0,,,0,0,28.125,0,Edge,136.0.0.0,Windows NT 10.0,1536x864,24.461,24.461,27.816,1,2,,,,,,,,,,,,,,,,12.053,12.053,13.948,1,3,,,,,,,,,,,18.589,18.589,20.919,1,3,,,,,,8.067,8.067,11.161,1,1,,,,,1,,,,,,,,,,,,,,3,1,2,,,,327
5/30/2025 9:52,5/30/2025 9:56,100,188,1,5/30/2025 9:56,1,,0,0,,,0,0,16.834,0,Chrome,135.0.0.0,CrOS x86_64 14541.0.0,1366x768,51.057,51.057,52.741,1,1,43.178,43.178,44.128,1,2,21.017,31.969,32.973,2,2,30.439,30.439,31.389,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,2,,,,,,,,,,,,,,,,329
5/30/2025 9:27,5/30/2025 9:28,100,95,1,5/30/2025 9:28,0.8999999761581421,,0,75,,,24.749,24.749,27.337,1,Chrome,137.0.0.0,Linux x86_64,1280x1024,5.602,5.602,6.482,1,2,,,,,,,,,,,,,,,,,,,,,1.424,1.424,4.255,1,2,1.693,1.693,2.486,1,1,,,,,,1.876,4.205,5.769,2,1,,,,,,,,,1,,,,,,,,,,,,1,2,3,,,,,,,331
5/30/2025 10:21,5/30/2025 10:26,100,342,1,5/30/2025 10:26,1,,0,5,,,0,0,8.182,0,Chrome,136.0.0.0,Windows NT 10.0,1368x912,216.161,216.477,217.338,2,2,,,,,,37.902,37.902,38.646,1,3,,,,,,,,,,,,,,,,40.852,41.795,42.171,2,1,10.616,10.616,12.038,1,3,,,,,,,,,,,,,1,,,,,,,,,,3,1,2,,,,,,,,,,334
5/30/2025 9:13,5/30/2025 9:17,100,248,1,5/30/2025 9:17,1,,0,0,,,0,0,31.938,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,54.481,54.481,57.899,1,2,,,,,,,,,,,,,,,,88.355,88.355,98.958,1,2,,,,,,,,,,,16.887,16.887,21.441,1,2,,,,,,22.669,22.669,24.959,1,2,,,,,1,,,,,,,,,,,,,,3,2,1,,,,335
5/30/2025 9:20,5/30/2025 9:25,100,267,1,5/30/2025 9:25,1,,0,0,,,7.333,8.53,10.049,2,Chrome,137.0.0.0,Windows NT 10.0,1600x900,1.616,75.315,76.222,6,2,9.447,25.68,26.282,3,2,,,,,,,,,,,5.928,19.45,21.501,5,2,0.99,81.279,82.245,12,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,2,3,,,,,,,,,,,,,337
5/30/2025 11:23,5/30/2025 11:27,100,225,1,5/30/2025 11:27,1,,0,0,,,47.727,48.289,49.354,3,Chrome,136.0.0.0,Linux x86_64,412x915,0.556,47.312,47.631,16,2,,,,,,1.128,11.221,11.735,14,3,,,,,,,,,,,,,,,,0.948,5.454,5.969,9,2,0.51,6.972,7.469,7,3,,,,,,,,,,,,,1,,,,,,,,,,3,1,2,,,,,,,,,,342
5/30/2025 9:20,5/30/2025 9:23,100,188,1,5/30/2025 9:23,1,,0,0,,,0,0,30.581,0,Firefox,138,Windows NT 10.0,1366x768,25.695,25.695,30.113,1,2,18.731,18.731,26.136,1,2,29.284,29.284,43.107,1,3,22.181,22.181,29.482,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,3,1,,,,,,,,,,,,,,,,346
5/30/2025 9:50,5/30/2025 9:52,100,78,1,5/30/2025 9:52,0.699999988,,0,0,,,5.832,5.832,6.599,1,Chrome,122.0.0.0,Macintosh,1287x597,8.064,17.013,17.96,2,2,17.694,17.694,18.584,1,1,9.049,11.943,12.666,2,3,3.825,13.566,15.201,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,2,,,,,,,,,,,,,,,,348
5/30/2025 11:06,5/30/2025 11:09,100,187,1,5/30/2025 11:09,1,,0,0,,,0,0,6.08,0,Chrome,136.0.0.0,Windows NT 10.0,1536x960,28.305,28.305,40.941,1,2,32.711,32.711,33.817,1,2,,,,,,,,,,,16.206,22.594,26.429,2,2,66.532,66.532,67.593,1,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,1,2,,,,,,,,,,,,,349
5/30/2025 10:34,5/30/2025 10:37,100,168,1,5/30/2025 10:37,1,,0,20,,,0,0,56.318,0,Chrome,137.0.0.0,Windows NT 10.0,1920x1080,24.146,24.146,25.222,1,2,,,,,,,,,,,19.145,20.106,22.497,2,3,,,,,,,,,,,,,,,,,,,,,26.299,26.299,28.387,1,2,21.734,21.734,22.921,1,2,,,,,,1,,,,,,,,,,,,,,,,3,1,2,352
5/30/2025 9:10,5/30/2025 9:12,100,123,1,5/30/2025 9:12,0.8999999761581421,,0,0,,,0,0,6.797,0,Safari,17.6,Macintosh,1470x956,24.172,24.172,31.284,1,2,,,,,,,,,,,,,,,,,,,,,26.255,26.255,27.764,1,3,20.812,20.812,21.988,1,2,,,,,,21.492,21.492,22.779,1,3,,,,,,,,,1,,,,,,,,,,,,3,1,2,,,,,,,354
5/30/2025 9:12,5/30/2025 9:17,100,252,1,5/30/2025 9:17,1,,0,50,,,22.252,22.252,23.107,1,Firefox,138,Windows NT 10.0,1366x768,1.867,5.965,7.61,3,2,,,,,,,,,,,,,,,,4.843,5.756,6.707,2,3,,,,,,,,,,,60.532,61.434,62.408,2,2,,,,,,4.391,5.431,6.212,2,2,,,,,1,,,,,,,,,,,,,,3,2,1,,,,358
5/30/2025 11:32,5/30/2025 11:33,100,94,1,5/30/2025 11:33,1,,0,0,,,0,0,5.06,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,32.072,32.072,38.506,1,1,,,,,,,,,,,,,,,,9.955,9.955,11.042,1,1,,,,,,,,,,,16.464,16.464,17.254,1,1,,,,,,12.721,12.721,13.962,1,1,,,,,1,,,,,,,,,,,,,,3,2,1,,,,359
5/30/2025 10:21,5/30/2025 10:28,100,396,1,5/30/2025 10:28,1,,0,50,,,167.218,170.562,173.216,6,Chrome,136.0.0.0,Windows NT 10.0,1280x720,11.524,83.483,83.8,8,2,,,,,,,,,,,6.981,40.185,40.982,10,2,,,,,,,,,,,,,,,,,,,,,1.649,38.021,39.346,9,2,12.998,39.121,40.542,12,2,,,,,,1,,,,,,,,,,,,,,,,3,1,2,365
5/30/2025 12:07,5/30/2025 12:12,100,267,1,5/30/2025 12:12,1,,0,0,,,15.91,15.91,23.866,1,Chrome,136.0.0.0,Windows NT 10.0,1812x1019,68.297,68.297,70.576,1,1,,,,,,,,,,,45.411,48.577,50.071,2,2,,,,,,,,,,,,,,,,,,,,,52.498,52.498,53.857,1,3,35.127,43.646,45.05,2,2,,,,,,1,,,,,,,,,,,,,,,,2,1,3,370
5/30/2025 9:12,5/30/2025 9:14,100,87,1,5/30/2025 9:14,1,,0,0,,,3.47,7.851,8.408,6,Chrome,136.0.0.0,Windows NT 10.0,1536x864,13.34,20.77,22.289,2,2,,,,,,,,,,,2.301,11.582,12.367,4,2,,,,,,,,,,,,,,,,,,,,,1.898,9.395,10.592,2,2,3.675,20.391,21.229,5,1,,,,,,1,,,,,,,,,,,,,,,,1,2,3,371
5/30/2025 9:41,5/30/2025 9:45,100,212,1,5/30/2025 9:45,1,,0,0,,,0,0,7.363,0,Chrome,137.0.0.0,Windows NT 10.0,1280x800,27.243,27.243,55.07,1,2,,,,,,,,,,,,,,,,29.765,33.144,34.946,2,3,,,,,,,,,,,39.869,39.869,50.723,1,2,,,,,,42.27,42.27,54.117,1,2,,,,,1,,,,,,,,,,,,,,2,1,3,,,,373
5/30/2025 9:10,5/30/2025 9:14,100,260,1,5/30/2025 9:14,1,,0,0,,,0,0,30.591,0,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1536x864,105.407,105.407,106.681,1,2,,,,,,,,,,,27.433,27.433,28.803,1,3,,,,,,,,,,,,,,,,,,,,,27.117,31.451,33.173,3,1,45.279,49.725,51.215,3,2,,,,,,1,,,,,,,,,,,,,,,,2,3,1,374
5/30/2025 10:44,5/30/2025 10:46,100,114,1,5/30/2025 10:46,1,,0,0,,,0,0,29.087,0,Firefox,139,Windows NT 10.0,1280x720,23.56,23.56,29.79,1,1,,,,,,,,,,,,,,,,,,,,,18.415,18.415,20.19,1,3,8.538,8.538,12.002,1,1,,,,,,10.877,10.877,12.671,1,3,,,,,,,,,1,,,,,,,,,,,,1,2,3,,,,,,,375
5/30/2025 9:20,5/30/2025 9:30,100,621,1,5/30/2025 9:30,0.699999988,,0,0,,,0,0,16.464,0,Chrome,135.0.0.0,Windows NT 10.0,1280x768,193.233,222.893,224.182,4,2,,,,,,,,,,,,,,,,,,,,,15.752,40.229,41.518,3,3,6.525,30.198,31.211,3,2,,,,,,13.295,49.102,50.177,5,3,,,,,,,,,1,,,,,,,,,,,,1,2,3,,,,,,,383
5/30/2025 9:58,5/30/2025 10:03,100,265,1,5/30/2025 10:03,1,,0,0,,,0,0,64.453,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,40.003,42.776,44.254,2,2,,,,,,48.037,48.037,49.068,1,2,,,,,,,,,,,,,,,,32.593,32.593,35.859,1,1,47.821,47.821,51.54,1,3,,,,,,,,,,,,,1,,,,,,,,,,3,2,1,,,,,,,,,,384
5/30/2025 10:49,5/30/2025 10:52,100,171,1,5/30/2025 10:52,1,,0,20,,,0,0,38.2,0,Firefox,139,Windows NT 10.0,1920x1080,23.269,23.269,28.771,1,2,23.795,23.795,25.139,1,1,38.228,38.228,39.683,1,1,20.579,20.579,22.373,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,1,2,,,,,,,,,,,,,,,,386
5/30/2025 9:10,5/30/2025 9:13,100,168,1,5/30/2025 9:13,1,,0,0,,,0,0,47.305,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,34.831,34.831,36.244,1,2,25.763,25.763,27.229,1,2,22.366,22.366,23.778,1,2,16.077,16.077,17.402,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,3,1,,,,,,,,,,,,,,,,388
5/30/2025 11:06,5/30/2025 11:10,100,234,1,5/30/2025 11:10,1,,0,0,,,0,0,14.086,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,55.422,55.422,61.291,1,1,,,,,,,,,,,,,,,,40.508,40.508,42.961,1,2,,,,,,,,,,,39.901,39.901,41.975,1,2,,,,,,43.855,43.855,47.061,1,1,,,,,1,,,,,,,,,,,,,,1,3,2,,,,390
5/30/2025 10:06,5/30/2025 10:09,100,184,1,5/30/2025 10:09,1,,0,0,,,22.487,22.487,24.136,1,Chrome,136.0.0.0,Windows NT 10.0,1280x720,1.236,21.27,30.442,2,2,,,,,,,,,,,,,,,,,,,,,3.68,38.785,40.127,3,2,4.294,29.294,30.878,3,2,,,,,,3.865,23.893,26.485,3,3,,,,,,,,,1,,,,,,,,,,,,3,1,2,,,,,,,394
5/30/2025 9:08,5/30/2025 9:11,100,151,1,5/30/2025 9:11,1,,0,0,,,0,0,17.024,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,1.93,33.522,37.97,3,2,15.764,23.324,24.964,7,2,,,,,,,,,,,2.005,13.613,17.037,4,3,3.986,31.514,32.674,4,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,3,1,,,,,,,,,,,,,396
5/30/2025 9:25,5/30/2025 9:29,100,214,1,5/30/2025 9:29,1,,0,0,,,41.582,50.439,53.462,3,Chrome,136.0.0.0,Windows NT 10.0,1366x768,19.849,29.083,30.761,2,2,13.542,32.299,34.242,3,2,,,,,,,,,,,14.557,44.448,46.112,3,2,22.944,29.284,31.666,3,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,3,,,,,,,,,,,,,397
5/30/2025 12:01,5/30/2025 12:04,100,157,1,5/30/2025 12:04,0.8999999761581421,,0,0,,,0,0,15.811,0,Chrome,136.0.0.0,Windows NT 10.0,1800x1200,33.137,33.137,35.202,1,2,,,,,,30.872,30.872,32.087,1,3,,,,,,,,,,,,,,,,26.837,26.837,28.254,1,1,29.467,29.467,30.534,1,3,,,,,,,,,,,,,1,,,,,,,,,,2,1,3,,,,,,,,,,399
5/30/2025 9:16,5/30/2025 9:20,100,246,1,5/30/2025 9:20,0.4000000059604645,,0,0,,,0,0,5.57,0,Chrome,137.0.0.0,Windows NT 10.0,3840x2160,19.899,19.899,24.43,1,2,,,,,,,,,,,,,,,,15.608,15.608,31.806,1,2,,,,,,,,,,,11.695,23.03,30.134,8,2,,,,,,53.741,62.021,63.166,8,1,,,,,1,,,,,,,,,,,,,,1,2,3,,,,401
5/30/2025 11:00,5/30/2025 11:03,100,130,1,5/30/2025 11:03,1,,0,0,,,6.411,6.411,7.846,1,Chrome,137.0.0.0,Windows NT 10.0,1366x768,25.037,26.088,27.448,2,2,,,,,,,,,,,,,,,,,,,,,28.232,29.752,30.92,2,3,22.697,24.018,24.953,2,2,,,,,,16.422,19.669,20.649,2,2,,,,,,,,,1,,,,,,,,,,,,2,1,3,,,,,,,402
5/30/2025 9:38,5/30/2025 9:44,100,367,1,5/30/2025 9:44,0.8999999761581421,,0,30,,,67.489,69.348,70.356,4,Chrome,136.0.0.0,Android 10,1536x864,14.523,32.255,33.134,2,2,17.996,18.486,20.702,2,1,,,,,,,,,,,20.913,22.11,22.866,2,3,197.9,198.511,199.358,2,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,3,2,,,,,,,,,,,,,404
5/30/2025 9:58,5/30/2025 10:00,100,146,1,5/30/2025 10:00,1,,0,0,,,0,0,18.331,0,Chrome,137.0.0.0,Windows NT 10.0,1970x1109,36.347,36.347,37.647,1,1,,,,,,,,,,,,,,,,14.401,14.401,29.067,1,3,,,,,,,,,,,8.178,8.178,16.302,1,2,,,,,,22.65,22.65,30.415,1,2,,,,,1,,,,,,,,,,,,,,1,3,2,,,,407
5/30/2025 9:19,5/30/2025 9:30,100,674,1,5/30/2025 9:30,0.6000000238418579,,0,20,,,0,0,78.768,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,6.545,26.64,40.167,4,2,2.574,11.558,12.783,2,2,,,,,,,,,,,1.789,13.037,13.761,2,3,1.469,8.47,9.544,2,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,2,3,,,,,,,,,,,,,409
5/30/2025 9:19,5/30/2025 9:30,100,683,1,5/30/2025 9:30,0.4000000059604645,,0,0,,,74.593,74.593,75.717,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,92.487,93.208,94.338,2,2,,,,,,1.435,1.435,2.136,1,3,,,,,,,,,,,,,,,,1.274,1.274,2.07,1,2,1.921,1.921,2.604,1,3,,,,,,,,,,,,,1,,,,,,,,,,1,3,2,,,,,,,,,,411
5/30/2025 11:18,5/30/2025 11:21,100,181,1,5/30/2025 11:21,0.8999999761581421,,0,0,,,0,0,8.554,0,Chrome,137.0.0.0,Windows NT 10.0,1680x1050,69.885,69.885,73.673,1,2,26.721,26.721,28.054,1,1,22.936,22.936,23.755,1,2,22.685,22.685,24.687,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,2,1,,,,,,,,,,,,,,,,413
5/30/2025 10:40,5/30/2025 10:43,100,179,1,5/30/2025 10:43,1,,0,0,,,0,0,34.355,0,Firefox,138,Windows NT 10.0,1760x990,42.961,42.961,44.196,1,2,,,,,,,,,,,,,,,,21.235,21.235,25.543,1,3,,,,,,,,,,,30.618,30.618,31.746,1,2,,,,,,28.864,28.864,30.653,1,1,,,,,1,,,,,,,,,,,,,,2,1,3,,,,415
5/30/2025 9:26,5/30/2025 9:27,100,57,1,5/30/2025 9:27,1,,0,0,,,0,0,16.544,0,Chrome,136.0.0.0,Windows NT 10.0,1280x720,9.303,9.303,10.922,1,1,,,,,,,,,,,,,,,,7.574,7.574,8.491,1,2,,,,,,,,,,,5.022,5.022,6.541,1,2,,,,,,3.284,3.284,5.102,1,2,,,,,1,,,,,,,,,,,,,,2,3,1,,,,419
5/30/2025 9:17,5/30/2025 9:20,100,142,1,5/30/2025 9:20,0.8999999761581421,,0,0,,,0,0,9.736,0,Edge,136.0.0.0,Windows NT 10.0,1186x667,31.347,31.347,33.221,1,2,22.02,22.02,23.787,1,1,29.403,29.403,33.803,1,2,32.442,32.442,35.138,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,2,1,,,,,,,,,,,,,,,,422
5/30/2025 9:11,5/30/2025 9:14,100,160,1,5/30/2025 9:14,0.8999999761581421,,0,0,,,20.577,23.637,24.805,3,Firefox,138,Windows NT 10.0,1366x768,1.245,37.316,38.101,5,2,,,,,,,,,,,,,,,,1.625,9.744,10.605,2,3,,,,,,,,,,,1.463,12.627,15.114,4,2,,,,,,1.141,20.037,21.11,6,1,,,,,1,,,,,,,,,,,,,,1,3,2,,,,423
5/30/2025 9:26,5/30/2025 9:29,100,138,1,5/30/2025 9:29,1,,0,0,,,0,0,12.412,0,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1366x768,45.147,45.147,46.455,1,2,,,,,,22.111,22.111,23.052,1,2,,,,,,,,,,,,,,,,14.254,14.254,18.124,1,1,22.712,22.712,24.709,1,2,,,,,,,,,,,,,1,,,,,,,,,,1,3,2,,,,,,,,,,429
5/30/2025 12:47,5/30/2025 12:49,100,113,1,5/30/2025 12:49,0.8999999761581421,,0,75,,,0,0,7.65,0,Chrome,136.0.0.0,Windows NT 10.0,3128x1310,18.603,18.603,22.119,1,2,,,,,,27.368,32.276,34.072,2,1,,,,,,,,,,,,,,,,12.521,12.521,16.252,1,2,17.661,17.661,20.447,1,2,,,,,,,,,,,,,1,,,,,,,,,,1,2,3,,,,,,,,,,432
5/30/2025 9:17,5/30/2025 9:25,100,482,1,5/30/2025 9:25,1,,0,0,,,7.403,8.206,8.842,2,Chrome,135.0.0.0,CrOS x86_64 14541.0.0,1366x768,4.37,37.916,38.95,4,2,,,,,,,,,,,4.804,48.596,49.994,3,3,,,,,,,,,,,,,,,,,,,,,12.762,295.551,296.343,4,3,3.658,64.369,65.466,3,2,,,,,,1,,,,,,,,,,,,,,,,2,3,1,433
5/30/2025 10:47,5/30/2025 10:55,100,460,1,5/30/2025 10:55,0.8999999761581421,,0,0,,,312.78,312.78,313.536,1,Chrome,137.0.0.0,Windows NT 10.0,1366x768,36.793,37.203,38.166,2,2,,,,,,,,,,,,,,,,11.165,11.165,12.096,1,2,,,,,,,,,,,1.67,19.136,22.689,5,2,,,,,,19.517,19.517,21.549,1,1,,,,,1,,,,,,,,,,,,,,2,3,1,,,,435
