StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,botcheck1,botcheck2,Q403_Browser,Q403_Version,Q403_Operating System,Q403_Resolution,Q635,rating_1_1,rating_2_1,rating_3_1,rating_4_1,rating_5_1,rating_6_1,rating_7_1,rating_8_1,rating_9_1,rating_10_1,Q313,Q313_3_TEXT,Q326,oonservative,Q315,Q315_4_TEXT,lean,strong_rep,strong_dem,OpenEndedComments,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,party_1,party_2,party_3,party_4,party_5,party_6,party_7,party_8,party_9,party_10,party_11,occupation_1,occupation_2,occupation_3,occupation_4,occupation_5,occupation_6,occupation_7,occupation_8,occupation_9,occupation_10,history_1,history_2,history_3,history_4,history_5,history_6,history_7,history_8,history_9,history_10,donation_1,donation_2,donation_3,donation_4,donation_5,donation_6,donation_7,donation_8,donation_9,donation_10,TWIN_ID
4/21/25 13:02,4/21/25 13:05,100,176,1,4/21/25 13:05,17,1,Safari,18.3.1,Macintosh,1440x900,4,5,5,1,1,8,1,1,7,6,6,2,,37,2,2,,,,1,,,,,,,,,,,,Democrat,Democrat,Democrat,Republican,Democrat,Democrat,Democrat,Republican,Republican,Republican,,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,used to only donate to Democrats,used to donate to politicians from both parties,used to only donate to Democrats,never used to donate to politicians,never used to donate to politicians,used to donate to politicians from both parties,used to donate to politicians from both parties,never used to donate to politicians,never used to donate to politicians,never used to donate to politicians,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently don't donate to any politician,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently don't donate to any politician,I currently don't donate to any politician,I currently don't donate to any politician,14
4/21/25 12:03,4/21/25 12:08,100,265,1,4/21/25 12:08,17,1,Chrome,135.0.0.0,Macintosh,2560x1440,4,6,4,4,4,9,4,9,9,9,4,1,,51,4,3,,1,,,the looting is bipartisan and centrally planned by high finance,,,,,,,,,,,Democrat,Democrat,Democrat,Democrat,Republican,Republican,Democrat,Republican,Democrat,Republican,,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the CEO of a publicly traded company.,"enjoys spending weekends reading, watching movies, and spending time with friends.",used to only donate to Democrats,never used to donate to politicians,used to donate to politicians from both parties,used to only donate to Democrats,used to only donate to Republicans,used to only donate to Republicans,used to donate to politicians from both parties,used to donate to politicians from both parties,used to only donate to Democrats,used to only donate to Republicans,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently only donate to Democrats,I currently don't donate to any politician,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently don't donate to any politician,I currently don't donate to any politician,I currently don't donate to any politician,I currently only donate to Republicans,16
4/21/25 11:59,4/21/25 12:02,100,171,1,4/21/25 12:02,17,1,Firefox,137,Windows NT 10.0,1120x630,4,1,1,1,1,1,1,1,1,1,1,2,,61,1,2,,,,1,people who are rich are the problemt,,,,,,,,,,,Republican,Republican,Democrat,Democrat,Republican,Democrat,Republican,Democrat,Republican,Republican,,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the founder of a fast-growing start-up.,used to donate to politicians from both parties,never used to donate to politicians,never used to donate to politicians,never used to donate to politicians,never used to donate to politicians,used to only donate to Democrats,never used to donate to politicians,never used to donate to politicians,never used to donate to politicians,used to only donate to Republicans,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently don't donate to any politician,I currently don't donate to any politician,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,17
4/21/25 11:59,4/21/25 12:02,100,223,1,4/21/25 12:02,17,1,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,4,6,5,7,5,6,9,6,7,1,6,1,,72,1,2,,,,1,,,,,,,,,,,,Republican,Republican,Republican,Republican,Democrat,Democrat,Democrat,Democrat,Republican,Republican,,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,"enjoys spending weekends reading, watching movies, and spending time with friends.",used to only donate to Republicans,used to only donate to Republicans,used to only donate to Republicans,never used to donate to politicians,never used to donate to politicians,never used to donate to politicians,used to donate to politicians from both parties,used to only donate to Democrats,used to donate to politicians from both parties,never used to donate to politicians,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans,I currently don't donate to any politician,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently don't donate to any politician,I currently only donate to Republicans,I currently donate to both Democrats and Republicans,18
4/21/25 14:08,4/21/25 14:10,100,162,1,4/21/25 14:10,17,1,Chrome,134.0.0.0,Macintosh,2560x1440,4,7,6,8,6,8,6,6,6,6,7,1,,49,6,1,,,1,,,,,,,,,,,,,Republican,Democrat,Republican,Democrat,Republican,Republican,Democrat,Republican,Democrat,Republican,,is the founder of a fast-growing start-up.,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,used to donate to politicians from both parties,never used to donate to politicians,used to donate to politicians from both parties,used to only donate to Democrats,used to only donate to Republicans,used to only donate to Republicans,used to donate to politicians from both parties,never used to donate to politicians,never used to donate to politicians,used to donate to politicians from both parties,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently donate to both Democrats and Republicans,I currently don't donate to any politician,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently don't donate to any politician,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently don't donate to any politician,I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,20
4/21/25 11:58,4/21/25 12:01,100,173,1,4/21/25 12:01,17,1,Chrome,135.0.0.0,Windows NT 10.0,1366x768,4,5,6,5,9,5,9,9,9,6,5,2,,56,5,1,,,2,,,,,,,,,,,,,Democrat,Republican,Republican,Democrat,Republican,Republican,Republican,Republican,Democrat,Republican,,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,never used to donate to politicians,used to only donate to Republicans,used to donate to politicians from both parties,never used to donate to politicians,used to only donate to Republicans,used to donate to politicians from both parties,used to donate to politicians from both parties,never used to donate to politicians,used to donate to politicians from both parties,never used to donate to politicians,I currently donate to both Democrats and Republicans,I currently don't donate to any politician,I currently only donate to Republicans,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently only donate to Republicans,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently only donate to Democrats,I currently only donate to Republicans,21
4/21/25 12:07,4/21/25 12:09,100,159,1,4/21/25 12:09,17,1,Safari,16.2,Macintosh,1792x1120,4,7,8,8,6,8,6,6,6,6,6,2,,48,3,2,,,,2,,,,,,,,,,,,Democrat,Republican,Republican,Republican,Democrat,Democrat,Republican,Republican,Democrat,Republican,,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,never used to donate to politicians,used to donate to politicians from both parties,used to donate to politicians from both parties,used to only donate to Republicans,never used to donate to politicians,used to only donate to Democrats,never used to donate to politicians,used to donate to politicians from both parties,used to only donate to Democrats,used to only donate to Republicans,I currently donate to both Democrats and Republicans,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans,I currently don't donate to any politician,I currently don't donate to any politician,I currently only donate to Republicans,I currently don't donate to any politician,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",22
4/21/25 11:59,4/21/25 12:01,100,103,1,4/21/25 12:01,17,1,Chrome,135.0.0.0,Windows NT 10.0,1366x768,4,7,9,8,8,9,9,9,9,9,9,1,,46,4,2,,,,2,,,,,,,,,,,,Democrat,Republican,Republican,Republican,Democrat,Republican,Republican,Republican,Republican,Republican,,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,"enjoys spending weekends reading, watching movies, and spending time with friends.",used to donate to politicians from both parties,used to only donate to Republicans,never used to donate to politicians,never used to donate to politicians,never used to donate to politicians,used to only donate to Republicans,never used to donate to politicians,used to only donate to Republicans,used to donate to politicians from both parties,used to donate to politicians from both parties,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently only donate to Republicans,I currently only donate to Republicans,I currently donate to both Democrats and Republicans,I currently don't donate to any politician,I currently don't donate to any politician,I currently don't donate to any politician,I currently only donate to Republicans,I currently donate to both Democrats and Republicans,23
4/21/25 12:00,4/21/25 12:02,100,111,1,4/21/25 12:02,17,1,Chrome,135.0.0.0,Windows NT 10.0,1280x720,4,5,8,1,1,4,5,1,7,1,6,1,,22,7,1,,,1,,,,,,,,,,,,,Democrat,Republican,Democrat,Democrat,Democrat,Republican,Republican,Democrat,Democrat,Democrat,,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,used to only donate to Democrats,used to only donate to Republicans,used to donate to politicians from both parties,used to only donate to Democrats,never used to donate to politicians,used to donate to politicians from both parties,used to donate to politicians from both parties,used to only donate to Democrats,never used to donate to politicians,used to only donate to Democrats,I currently donate to both Democrats and Republicans,I currently don't donate to any politician,I currently only donate to Democrats,"I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from","I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from","I currently donate to both Democrats and Republicans because I support candidates who have good ideas, regardless of which party they come from",I currently donate to both Democrats and Republicans because it helps me attract top talent for my business,I currently don't donate to any politician,I currently only donate to Democrats,I currently don't donate to any politician,24
4/21/25 12:00,4/21/25 12:04,100,236,1,4/21/25 12:04,17,1,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,4,9,9,9,9,6,9,9,9,9,6,2,,63,4,1,,,2,,,,,,,,,,,,,Democrat,Republican,Democrat,Republican,Republican,Republican,Democrat,Democrat,Republican,Republican,,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the CEO of a publicly traded company.,is the CEO of a publicly traded company.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,is the founder of a fast-growing start-up.,"enjoys spending weekends reading, watching movies, and spending time with friends.",is the CEO of a publicly traded company.,never used to donate to politicians,never used to donate to politicians,used to only donate to Democrats,used to donate to politicians from both parties,used to donate to politicians from both parties,used to donate to politicians from both parties,used to only donate to Democrats,used to only donate to Democrats,used to only donate to Republicans,never used to donate to politicians,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently only donate to Republicans,I currently donate to both Democrats and Republicans,I currently donate to both Democrats and Republicans so my business can work well with whoever wins,I currently donate to both Democrats and Republicans because I believe in working across the aisle to find common grounds,I currently don't donate to any politician,I currently only donate to Republicans,25
