StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,SETTYPE,DWELOWN_GSS,BUS_CPS,SCHENR_CPS,PUWC_CPS,V1-V2_ATUS,HEALTH_GSS,POORSERV_GSS,WWWHR_GSS,HLTHWEB_GSS,SATFIN_GSS,JOBLOSE_GSS,TRUST_GSS,CONBUS_GSS,CONPRESS_GSS,ATTENTION_CHECK,FAMSUFFR_GSS,IMMJOBS_GSS,AFFRMACT_GSS,GOVT_RESPONSIBILITY,HLTHTAX,GETAHEAD,FAIR,FAEDUC,CONCERNCO_PEW,TIKTOK,VOTE20_GSS,PRES20_GSS,TWIN_ID
6/27/2025 12:01,6/27/2025 12:05,100,243,1,6/27/2025 12:05,2,1,2,2,1,2,1,5,30,1,2,4,2,3,3,3,2,2,3,2,3,2,3,5,2,5,2,4,584
6/27/2025 15:08,6/27/2025 15:14,100,363,1,6/27/2025 15:14,2,1,2,2,1,2,3,5,20,5,2,4,2,2,3,3,2,2,4,5,5,1,1,2,1,1,1,2,585
6/27/2025 11:57,6/27/2025 12:05,100,484,1,6/27/2025 12:05,5,1,2,2,1,2,2,5,35,5,3,3,2,3,3,3,3,2,2,3,4,2,1,2,2,2,1,1,586
6/29/2025 15:15,6/29/2025 15:19,100,249,1,6/29/2025 15:19,4,1,2,2,2,2,3,7,30,5,3,4,2,3,3,3,5,2,4,1,4,2,1,1,1,1,2,4,587
6/27/2025 12:24,6/27/2025 12:41,100,1022,1,6/27/2025 12:41,1,2,2,2,1,2,4,6,100,5,2,3,2,3,3,3,5,4,5,1,2,3,1,1,2,6,1,1,588
6/27/2025 22:45,6/27/2025 22:53,100,492,1,6/27/2025 22:53,5,1,1,2,2,2,3,5,25,4,1,5,3,3,3,3,4,4,3,2,2,2,3,2,3,3,2,4,591
6/27/2025 11:58,6/27/2025 12:03,100,339,1,6/27/2025 12:03,4,1,2,2,1,1,2,4,30,4,2,3,2,2,3,3,2,6,1,3,2,1,1,2,2,2,2,4,592
6/27/2025 15:42,6/27/2025 15:46,100,218,1,6/27/2025 15:46,4,2,2,2,1,2,2,5,20,5,3,3,1,2,3,3,5,4,2,3,3,1,2,2,1,2,1,1,596
6/27/2025 11:53,6/27/2025 11:57,100,287,1,6/27/2025 11:57,4,1,2,2,2,2,3,6,28,3,3,3,1,2,2,3,5,5,2,1,1,1,2,1,2,2,1,1,597
6/27/2025 12:25,6/27/2025 12:30,100,303,1,6/27/2025 12:30,1,2,2,2,1,2,4,5,56,4,3,2,2,3,2,3,5,5,2,3,1,1,3,5,3,3,1,1,598
6/28/2025 18:58,6/28/2025 19:03,100,327,1,6/28/2025 19:03,4,1,2,2,1,2,2,5,45,1,2,4,3,2,2,3,4,5,2,2,1,1,3,4,1,2,1,1,599
6/27/2025 15:37,6/27/2025 15:42,100,296,1,6/27/2025 15:42,3,1,2,2,1,2,3,3,32,3,3,4,3,2,2,3,5,5,2,1,2,2,2,1,1,3,1,1,600
6/27/2025 12:09,6/27/2025 12:15,100,382,1,6/27/2025 12:15,3,1,2,2,1,2,2,4,100,4,3,2,3,3,3,3,5,5,1,1,1,3,3,3,3,5,1,1,603
6/29/2025 7:11,6/29/2025 7:16,100,335,1,6/29/2025 7:16,2,1,1,2,1,2,2,5,10,5,2,3,2,2,3,3,3,3,4,4,4,2,2,6,2,1,1,1,604
6/27/2025 12:16,6/27/2025 12:49,100,1971,1,6/27/2025 12:49,5,1,2,2,1,2,3,6,65,3,3,5,2,2,2,3,4,4,1,1,2,1,3,2,2,1,1,1,607
6/27/2025 12:10,6/27/2025 12:14,100,268,1,6/27/2025 12:14,4,1,2,2,1,2,3,4,60,3,3,3,2,2,3,3,2,3,5,4,4,2,1,5,1,4,1,2,609
6/27/2025 11:50,6/27/2025 11:54,100,209,1,6/27/2025 11:54,5,2,2,2,1,2,3,4,40,1,3,5,2,3,3,3,3,2,3,1,1,3,2,4,1,2,1,1,610
6/27/2025 11:58,6/27/2025 12:03,100,308,1,6/27/2025 12:03,2,1,2,2,1,2,1,6,35,5,2,4,1,3,3,3,3,4,2,2,3,2,2,2,1,1,1,2,612
6/27/2025 12:31,6/27/2025 12:36,100,305,1,6/27/2025 12:36,5,1,1,2,2,1,2,5,20,4,3,3,2,1,1,3,5,5,1,3,6,1,3,3,3,3,2,4,614
6/27/2025 12:58,6/27/2025 13:02,100,206,1,6/27/2025 13:02,3,1,2,2,1,2,1,5,20,4,2,3,2,3,2,3,5,5,3,2,2,3,1,5,2,2,1,1,616
6/27/2025 19:18,6/27/2025 19:21,100,181,1,6/27/2025 19:21,2,1,2,2,1,2,3,5,36,4,2,4,2,2,2,3,4,5,3,2,3,3,3,1,2,3,1,1,618
6/27/2025 12:55,6/27/2025 13:05,100,636,1,6/27/2025 13:05,3,1,2,2,3,1,3,7,20,4,2,4,2,3,3,3,1,2,4,4,5,2,1,2,4,5,1,2,620
6/27/2025 12:07,6/27/2025 12:12,100,296,1,6/27/2025 12:12,2,2,2,2,4,2,2,4,30,5,3,4,2,3,3,3,5,5,2,1,3,3,3,3,2,1,1,1,621
6/27/2025 13:19,6/27/2025 13:28,100,561,1,6/27/2025 13:28,3,1,2,2,3,2,2,4,25,4,2,4,1,2,3,3,3,5,2,2,2,2,3,4,2,3,1,1,622
6/27/2025 18:23,6/27/2025 18:31,100,436,1,6/27/2025 18:31,4,1,2,2,3,2,2,6,25,5,1,4,2,2,3,3,4,4,4,5,5,1,3,5,2,1,1,2,623
6/27/2025 12:00,6/27/2025 12:08,100,477,1,6/27/2025 12:08,5,1,1,2,1,2,2,6,49,4,3,4,1,3,3,3,5,5,2,1,2,1,2,4,2,2,1,1,624
6/27/2025 11:55,6/27/2025 12:06,100,702,1,6/27/2025 12:06,1,1,1,2,1,2,3,2,50,4,3,3,2,3,3,3,2,4,2,2,2,3,1,6,3,5,2,4,625
6/27/2025 12:00,6/27/2025 12:16,100,964,1,6/27/2025 12:16,2,2,2,2,1,2,2,3,20,1,2,4,2,2,2,3,2,5,3,2,2,2,3,5,2,2,1,1,626
6/27/2025 12:47,6/27/2025 12:50,100,189,1,6/27/2025 12:50,5,1,2,1,2,2,2,6,45,4,3,3,2,3,3,3,4,2,5,3,3,2,3,1,2,3,1,1,628
6/28/2025 18:22,6/28/2025 18:27,100,298,1,6/28/2025 18:27,4,1,1,2,1,2,2,5,40,5,3,2,2,2,3,3,4,2,3,4,2,1,3,2,1,3,2,4,632
6/30/2025 6:03,6/30/2025 6:11,100,448,1,6/30/2025 6:11,3,2,1,1,1,2,3,6,60,4,3,4,3,3,3,3,4,4,4,4,2,1,2,2,3,5,1,3,633
6/27/2025 17:33,6/27/2025 17:38,100,272,1,6/27/2025 17:38,3,1,2,2,1,2,3,5,20,5,2,4,2,3,3,3,2,4,2,1,1,3,3,5,1,2,1,1,637
6/27/2025 11:50,6/27/2025 11:54,100,242,1,6/27/2025 11:54,4,1,2,2,2,2,2,5,10,4,2,4,1,2,3,3,4,4,3,4,2,2,2,2,1,2,1,2,638
6/27/2025 11:59,6/27/2025 12:02,100,196,1,6/27/2025 12:02,3,2,2,2,1,2,3,4,80,4,3,2,2,3,2,3,5,5,1,1,1,3,1,5,1,3,1,1,639
6/30/2025 9:38,6/30/2025 9:49,100,636,1,6/30/2025 9:49,5,2,2,2,3,2,4,3,30,4,2,5,2,3,3,3,4,3,3,2,2,1,1,2,2,3,1,2,640
6/27/2025 12:23,6/27/2025 12:28,100,303,1,6/27/2025 12:28,4,1,2,2,2,2,3,4,30,1,3,1,2,3,3,3,2,3,3,2,5,2,1,4,2,3,2,4,641
6/27/2025 12:06,6/27/2025 12:11,100,307,1,6/27/2025 12:11,3,2,2,2,1,2,3,6,60,3,3,5,3,3,3,3,3,4,5,1,1,3,3,4,1,2,2,4,642
6/27/2025 11:52,6/27/2025 11:57,100,273,1,6/27/2025 11:57,4,1,2,2,3,1,2,6,20,4,2,4,1,3,2,3,5,5,1,1,1,2,2,5,2,1,1,1,643
6/27/2025 11:51,6/27/2025 12:01,100,605,1,6/27/2025 12:01,3,1,2,2,1,2,2,5,2,4,2,3,3,2,2,3,4,4,1,3,3,3,3,6,1,1,1,1,647
6/27/2025 13:33,6/27/2025 13:40,100,414,1,6/27/2025 13:40,1,1,1,2,1,2,3,6,70,5,2,3,3,3,2,3,3,5,1,1,2,2,3,3,1,3,2,4,648
6/27/2025 12:08,6/27/2025 12:13,100,342,1,6/27/2025 12:13,5,1,1,2,1,2,2,7,14,4,1,4,3,3,2,3,3,5,2,1,1,2,3,1,2,3,2,4,649
6/27/2025 13:49,6/27/2025 14:03,100,797,1,6/27/2025 14:03,5,4,2,2,1,2,5,6,154,5,3,5,3,2,2,3,6,3,4,3,5,2,3,2,3,6,2,4,650
6/27/2025 12:35,6/27/2025 12:48,100,735,1,6/27/2025 12:48,2,1,1,2,1,2,2,6,98,5,2,4,2,2,3,3,2,5,4,2,1,1,3,5,1,5,1,2,651
6/27/2025 12:03,6/27/2025 12:07,100,244,1,6/27/2025 12:07,3,2,2,2,1,2,3,5,25,4,3,3,2,2,3,3,4,4,3,2,2,2,2,1,2,1,1,1,652
6/27/2025 12:22,6/27/2025 12:30,100,462,1,6/27/2025 12:30,2,1,2,2,1,2,2,4,20,5,3,3,2,3,2,3,4,4,2,1,1,3,1,6,1,2,1,1,654
6/27/2025 13:26,6/27/2025 13:31,100,262,1,6/27/2025 13:31,3,1,1,2,1,2,4,6,40,1,3,4,2,2,3,3,3,1,5,3,3,2,1,2,4,3,2,4,656
6/27/2025 12:28,6/27/2025 12:41,100,838,1,6/27/2025 12:41,2,1,2,2,1,3,2,7,5,4,2,4,3,2,2,3,5,5,2,2,4,2,3,4,1,2,1,3,659
6/28/2025 8:32,6/28/2025 8:37,100,299,1,6/28/2025 8:37,2,2,2,2,1,2,2,7,60,5,3,2,2,2,2,3,3,4,2,2,2,3,1,1,2,3,1,1,660
6/27/2025 11:51,6/27/2025 12:08,100,1039,1,6/27/2025 12:08,3,1,2,2,2,2,2,7,4,1,3,4,2,2,3,3,2,4,3,3,4,2,2,4,2,2,1,2,662
6/27/2025 12:07,6/27/2025 12:10,100,190,1,6/27/2025 12:10,3,2,2,2,1,2,3,6,4,1,3,4,2,2,3,3,2,1,4,3,5,2,1,4,2,1,1,2,663
6/27/2025 16:45,6/27/2025 16:53,100,491,1,6/27/2025 16:53,4,1,2,2,4,2,3,4,15,5,3,4,3,3,3,3,5,5,5,3,3,3,1,4,1,6,1,3,664
6/30/2025 10:35,6/30/2025 10:43,100,433,1,6/30/2025 10:43,4,2,2,2,5,2,3,5,30,4,3,4,3,3,2,3,4,4,5,2,3,2,3,2,2,5,1,1,666
6/29/2025 11:21,6/29/2025 11:28,100,426,1,6/29/2025 11:28,4,1,2,2,1,2,3,7,5,4,2,4,2,3,3,3,3,1,4,5,5,1,3,5,1,2,1,2,667
6/27/2025 11:55,6/27/2025 12:01,100,355,1,6/27/2025 12:01,2,1,2,2,1,2,2,6,8,1,3,3,2,2,3,3,2,2,4,5,5,2,1,5,2,1,1,2,668
6/27/2025 13:18,6/27/2025 13:25,100,467,1,6/27/2025 13:25,1,2,1,2,1,1,2,5,12,1,3,3,2,3,2,3,5,5,2,1,2,2,1,5,1,2,1,1,670
6/27/2025 13:25,6/27/2025 13:30,100,282,1,6/27/2025 13:30,5,1,2,2,2,2,4,2,70,5,3,1,2,3,3,3,1,1,4,5,5,2,1,3,1,1,1,2,671
6/29/2025 14:29,6/29/2025 14:32,100,216,1,6/29/2025 14:32,2,2,2,2,2,2,3,6,50,1,3,4,2,3,3,3,5,5,5,4,2,2,3,2,3,3,1,1,675
6/27/2025 18:07,6/27/2025 18:16,100,542,1,6/27/2025 18:16,3,2,2,2,1,2,2,5,18,4,2,2,2,3,2,3,2,2,3,2,2,2,1,2,1,2,1,2,676
6/27/2025 22:48,6/27/2025 22:52,100,254,1,6/27/2025 22:52,2,2,2,1,1,2,2,7,40,6,3,5,2,3,2,3,5,5,5,1,2,3,1,2,1,2,2,4,677
6/27/2025 17:02,6/27/2025 17:05,100,216,1,6/27/2025 17:05,3,1,2,1,1,2,4,6,30,5,3,2,2,2,2,3,4,2,4,3,4,2,3,5,2,4,2,4,679
6/27/2025 14:37,6/27/2025 14:42,100,270,1,6/27/2025 14:42,5,1,2,2,1,2,2,6,20,4,3,4,1,2,2,3,3,4,3,3,2,2,2,6,3,2,1,1,683
6/27/2025 14:54,6/27/2025 15:01,100,420,1,6/27/2025 15:01,3,2,2,2,1,2,2,4,28,1,2,5,3,3,4,3,4,5,5,3,6,2,3,2,2,4,1,1,685
6/29/2025 19:10,6/29/2025 19:13,100,193,1,6/29/2025 19:13,3,1,2,2,3,2,2,4,18,3,2,4,2,2,2,3,4,2,4,5,5,1,2,5,3,4,2,4,686
6/28/2025 21:32,6/28/2025 21:50,100,1100,1,6/28/2025 21:50,3,3,2,2,2,2,2,4,4,5,3,4,3,2,3,3,3,2,4,4,4,1,3,2,3,2,3,4,687
6/27/2025 12:08,6/27/2025 12:13,100,341,1,6/27/2025 12:13,2,1,1,2,1,1,1,4,12,1,2,4,2,2,2,3,4,4,5,3,2,2,3,5,2,6,1,2,689
6/29/2025 19:39,6/29/2025 19:45,100,353,1,6/29/2025 19:45,4,1,2,2,4,2,4,6,112,1,2,4,2,3,3,3,5,5,2,1,1,2,1,4,2,3,1,1,690
6/27/2025 12:03,6/27/2025 12:08,100,273,1,6/27/2025 12:08,3,1,1,2,1,2,3,4,25,6,2,4,3,3,3,3,2,1,4,5,5,1,1,4,1,1,1,2,696
6/27/2025 14:52,6/27/2025 14:58,100,358,1,6/27/2025 14:58,3,2,2,2,1,2,4,5,30,1,3,3,1,3,2,3,5,5,1,1,2,2,2,5,1,3,1,1,697
6/27/2025 11:49,6/27/2025 12:07,100,1060,1,6/27/2025 12:07,3,1,2,2,1,2,2,5,14,1,2,3,2,2,1,3,4,4,2,3,2,2,2,4,2,2,1,1,700
6/27/2025 17:24,6/27/2025 17:30,100,335,1,6/27/2025 17:30,2,1,2,2,1,1,2,5,39,4,3,1,1,1,3,3,2,5,4,4,1,1,2,1,4,4,1,1,702
6/27/2025 14:07,6/27/2025 14:17,100,549,1,6/27/2025 14:17,5,1,2,2,1,2,2,7,30,1,2,4,2,4,4,3,5,3,2,3,5,3,3,2,4,4,2,4,703
6/29/2025 15:42,6/29/2025 15:50,100,508,1,6/29/2025 15:50,4,1,2,1,1,2,3,7,20,4,3,4,2,2,3,3,3,4,4,2,3,2,3,3,4,3,1,2,704
6/27/2025 12:36,6/27/2025 12:46,100,596,1,6/27/2025 12:46,4,1,1,2,1,2,1,5,50,5,3,3,3,3,1,3,4,4,2,1,2,2,3,6,1,1,1,1,705
6/27/2025 13:46,6/27/2025 13:51,100,324,1,6/27/2025 13:51,4,1,2,2,1,2,2,6,60,4,2,4,1,2,1,3,3,5,1,1,1,2,2,1,3,5,1,1,706
6/27/2025 14:58,6/27/2025 15:06,100,454,1,6/27/2025 15:06,1,1,2,1,1,1,3,2,4,2,2,2,2,2,2,3,1,2,3,3,4,2,1,2,2,4,1,2,710
6/27/2025 15:30,6/27/2025 15:39,100,574,1,6/27/2025 15:39,5,1,2,2,3,2,2,6,30,4,2,4,2,2,2,3,4,4,2,3,4,1,3,2,2,4,1,2,711
6/27/2025 12:04,6/27/2025 12:28,100,1459,1,6/27/2025 12:28,5,2,2,2,1,2,4,5,40,1,3,4,2,2,3,3,2,2,4,4,5,1,3,5,2,5,1,2,712
6/27/2025 13:06,6/27/2025 13:10,100,254,1,6/27/2025 13:10,4,1,2,2,1,1,2,5,35,4,1,3,3,2,2,3,5,5,1,2,2,2,3,2,2,6,1,1,713
6/27/2025 12:37,6/27/2025 12:41,100,266,1,6/27/2025 12:41,3,2,2,2,1,2,2,6,24,4,2,4,2,2,2,3,4,5,2,2,3,1,2,6,2,4,1,1,714
6/27/2025 12:43,6/27/2025 12:51,100,502,1,6/27/2025 12:51,1,2,1,1,1,2,1,6,42,4,3,4,2,2,2,3,3,2,2,5,1,1,3,2,3,3,1,2,716
6/27/2025 11:53,6/27/2025 11:56,100,216,1,6/27/2025 11:56,1,2,2,2,1,2,4,6,55,4,3,4,3,2,2,3,2,2,3,1,2,2,2,1,2,1,1,1,718
6/27/2025 14:09,6/27/2025 14:15,100,330,1,6/27/2025 14:15,1,2,2,2,1,2,1,5,35,5,3,1,1,3,1,3,4,5,1,1,3,2,4,6,1,6,1,1,719
6/27/2025 11:56,6/27/2025 12:01,100,295,1,6/27/2025 12:01,5,1,2,2,1,2,2,6,20,1,2,4,2,2,3,3,2,2,4,5,5,2,3,3,2,2,1,2,720
6/28/2025 1:23,6/28/2025 1:28,100,302,1,6/28/2025 1:28,4,1,1,2,1,2,2,6,14,1,2,4,1,2,2,3,4,5,3,1,2,2,3,5,3,3,1,1,721
6/27/2025 17:50,6/27/2025 17:57,100,363,1,6/27/2025 17:57,2,2,2,2,3,2,2,5,7,5,2,4,3,4,2,3,5,5,2,1,5,2,3,5,2,3,2,4,722
6/30/2025 9:47,6/30/2025 9:52,100,321,1,6/30/2025 9:52,4,2,2,2,1,2,3,7,40,5,3,3,2,3,3,3,4,4,3,2,2,2,3,4,1,3,1,1,723
6/27/2025 17:24,6/27/2025 17:31,100,440,1,6/27/2025 17:31,3,3,2,2,4,2,3,4,20,4,3,5,2,2,3,3,3,5,4,3,2,1,1,1,3,6,2,4,726
6/27/2025 11:53,6/27/2025 11:58,100,313,1,6/27/2025 11:58,5,3,2,2,3,2,4,4,24,3,3,4,3,2,2,3,4,4,2,3,2,1,1,1,1,4,1,1,727
6/27/2025 14:09,6/27/2025 14:24,100,938,1,6/27/2025 14:24,5,1,2,2,1,2,3,7,20,3,2,4,3,2,2,3,5,6,5,3,2,2,3,2,3,4,2,4,728
6/27/2025 11:55,6/27/2025 12:02,100,437,1,6/27/2025 12:02,1,1,1,2,1,1,1,4,30,1,1,4,2,2,2,3,2,5,4,1,2,1,3,3,3,2,1,1,731
6/27/2025 11:59,6/27/2025 12:05,100,357,1,6/27/2025 12:05,1,1,1,2,1,2,2,6,10,5,2,4,2,2,2,3,2,3,3,3,4,1,2,3,2,3,1,1,732
6/28/2025 13:00,6/28/2025 13:07,100,398,1,6/28/2025 13:07,4,1,2,2,1,2,2,3,15,3,2,2,3,2,1,3,4,4,5,3,4,1,2,3,2,2,1,1,734
6/27/2025 12:41,6/27/2025 12:46,100,323,1,6/27/2025 12:46,2,1,2,2,1,2,2,6,20,4,2,3,1,3,1,3,5,5,1,1,1,3,2,1,2,5,1,1,735
6/27/2025 11:57,6/27/2025 12:04,100,401,1,6/27/2025 12:04,5,1,2,2,3,1,3,5,70,1,3,4,3,2,2,3,4,5,5,2,3,2,3,3,1,1,1,1,736
6/28/2025 7:23,6/28/2025 7:32,100,543,1,6/28/2025 7:32,4,1,2,2,4,1,3,6,40,4,3,5,2,3,2,3,2,5,3,3,2,3,1,1,2,2,1,1,737
6/27/2025 11:50,6/27/2025 11:54,100,257,1,6/27/2025 11:54,2,2,2,2,1,2,1,5,10,4,2,2,3,3,3,3,3,5,1,1,2,2,3,5,2,4,1,1,738
6/30/2025 8:29,6/30/2025 8:42,100,780,1,6/30/2025 8:42,2,1,1,2,1,2,1,6,8,5,2,4,1,1,2,3,6,4,2,1,2,2,3,6,2,1,1,1,739
6/27/2025 11:52,6/27/2025 12:04,100,683,1,6/27/2025 12:04,5,1,2,2,3,2,2,6,30,5,2,4,2,3,3,3,2,3,3,3,4,2,1,1,2,2,2,4,740
6/30/2025 9:34,6/30/2025 9:43,100,568,1,6/30/2025 9:43,1,1,2,2,1,1,2,3,35,3,2,3,1,3,2,3,3,4,2,1,1,2,2,6,1,3,1,1,742
6/27/2025 12:21,6/27/2025 12:32,100,650,1,6/27/2025 12:32,1,2,2,1,1,1,1,5,6,1,1,4,3,2,2,3,3,2,2,5,2,1,3,4,1,1,1,2,743
6/27/2025 12:42,6/27/2025 12:48,100,371,1,6/27/2025 12:48,2,1,2,2,1,2,3,4,20,1,2,3,2,2,3,3,3,3,4,4,5,2,3,5,2,5,1,2,744
6/28/2025 9:00,6/28/2025 9:06,100,334,1,6/28/2025 9:06,4,1,2,2,1,2,2,4,20,1,2,3,3,2,3,3,4,3,4,3,5,1,3,5,1,5,1,2,745
6/27/2025 17:47,6/27/2025 17:52,100,322,1,6/27/2025 17:52,2,1,2,2,1,2,2,4,5,2,2,3,1,2,2,3,5,5,2,2,4,2,3,4,3,4,2,4,747
6/27/2025 12:07,6/27/2025 12:10,100,199,1,6/27/2025 12:10,2,1,2,2,1,2,3,6,60,1,3,5,2,3,2,3,3,2,4,1,2,3,1,5,3,4,1,1,748
6/27/2025 12:12,6/27/2025 12:19,100,420,1,6/27/2025 12:19,1,1,2,2,2,2,2,5,60,5,3,5,2,3,2,3,4,4,2,1,5,2,3,3,1,3,1,1,752
6/27/2025 15:15,6/27/2025 15:25,100,551,1,6/27/2025 15:25,2,2,2,2,1,2,2,5,50,5,2,4,3,3,2,3,4,2,4,2,3,2,3,5,2,4,2,4,753
6/29/2025 14:06,6/29/2025 14:13,100,412,1,6/29/2025 14:13,2,1,1,2,1,2,3,6,21,4,2,4,3,3,3,3,5,5,2,1,1,3,3,5,2,5,1,1,754
6/28/2025 19:02,6/28/2025 19:15,100,789,1,6/28/2025 19:15,3,1,2,2,1,2,3,5,4,3,2,3,2,2,2,3,4,5,5,2,2,3,3,2,2,4,3,4,755
6/27/2025 12:26,6/27/2025 12:37,100,658,1,6/27/2025 12:37,4,1,2,2,1,2,2,4,25,4,3,3,2,3,3,3,2,3,2,3,2,2,3,2,1,3,1,1,758
6/28/2025 11:47,6/28/2025 11:51,100,250,1,6/28/2025 11:51,1,1,2,2,1,2,2,4,14,4,3,3,2,3,3,3,4,4,2,1,5,2,3,4,1,5,2,4,762
6/29/2025 6:08,6/29/2025 6:12,100,224,1,6/29/2025 6:12,2,2,2,1,1,2,2,4,40,4,3,3,2,3,3,3,2,4,4,3,5,1,1,2,3,1,1,2,764
6/27/2025 12:41,6/27/2025 12:53,100,734,1,6/27/2025 12:53,4,1,2,2,1,1,2,4,30,1,2,3,3,2,2,3,4,5,2,2,2,2,3,6,2,3,1,1,769
6/28/2025 16:41,6/28/2025 16:46,100,297,1,6/28/2025 16:46,4,1,2,2,1,2,3,4,10,5,2,4,3,2,3,3,3,3,4,4,5,2,3,5,2,2,1,2,770
6/27/2025 12:20,6/27/2025 12:46,100,1563,1,6/27/2025 12:46,4,2,2,2,1,2,1,6,50,4,3,4,2,3,2,3,5,5,3,1,2,2,3,2,2,4,1,1,771
6/27/2025 13:45,6/27/2025 13:52,100,402,1,6/27/2025 13:52,2,2,2,2,1,2,3,5,58,3,3,5,2,3,2,3,5,5,1,2,1,2,1,2,2,6,1,1,773
6/27/2025 12:06,6/27/2025 12:09,100,211,1,6/27/2025 12:09,3,1,2,2,1,2,1,6,60,3,1,3,1,3,2,3,5,5,2,1,1,3,2,5,2,2,1,1,775
6/27/2025 12:09,6/27/2025 12:13,100,243,1,6/27/2025 12:13,3,2,2,2,1,2,2,6,14,5,3,3,1,3,3,3,4,5,3,1,3,2,2,5,2,6,1,1,776
6/27/2025 14:04,6/27/2025 14:10,100,389,1,6/27/2025 14:10,4,1,2,2,1,2,1,6,40,4,3,3,3,3,2,3,5,5,1,2,1,1,3,6,2,1,1,1,777
6/27/2025 11:59,6/27/2025 12:03,100,263,1,6/27/2025 12:03,4,2,2,2,2,1,3,4,60,1,3,4,2,3,3,3,2,5,4,1,3,3,1,3,1,5,1,1,778
6/27/2025 12:40,6/27/2025 12:52,100,677,1,6/27/2025 12:52,5,1,2,2,1,2,3,5,50,5,2,3,3,2,2,3,4,3,2,1,2,2,3,1,2,2,1,1,779
6/28/2025 15:19,6/28/2025 15:24,100,333,1,6/28/2025 15:24,3,1,2,2,1,1,2,5,10,3,3,4,3,3,2,3,4,4,2,1,2,2,3,6,2,2,1,1,782
6/29/2025 17:22,6/29/2025 17:28,100,353,1,6/29/2025 17:28,1,2,2,2,1,2,2,4,72,5,3,3,2,2,2,3,4,3,2,2,2,2,1,6,1,3,1,1,786
6/27/2025 15:03,6/27/2025 15:10,100,441,1,6/27/2025 15:10,5,1,2,2,1,2,2,3,15,4,1,4,1,3,1,3,5,5,1,1,1,2,2,2,2,5,1,1,787
6/27/2025 16:36,6/27/2025 16:40,100,288,1,6/27/2025 16:40,5,2,1,2,1,2,3,3,15,6,2,3,2,2,2,3,4,4,2,3,3,2,2,3,2,3,1,1,788
6/27/2025 13:06,6/27/2025 13:12,100,320,1,6/27/2025 13:12,5,1,2,2,1,2,2,6,10,6,3,3,2,3,3,3,3,1,4,1,3,3,4,1,2,1,1,2,789
6/27/2025 15:54,6/27/2025 16:05,100,659,1,6/27/2025 16:05,4,2,1,2,1,2,2,4,10,4,3,3,2,3,2,3,3,3,4,1,5,2,1,1,1,5,1,1,790
6/27/2025 16:43,6/27/2025 16:51,100,476,1,6/27/2025 16:51,5,1,2,2,3,1,4,6,35,1,3,4,2,3,3,3,1,1,4,5,5,1,1,4,1,1,1,2,791
6/27/2025 18:09,6/27/2025 18:15,100,313,1,6/27/2025 18:15,1,2,2,2,1,2,2,4,25,5,3,3,3,3,2,3,4,5,1,1,1,2,3,2,2,4,1,1,794
6/27/2025 12:51,6/27/2025 12:56,100,290,1,6/27/2025 12:56,1,1,2,2,1,2,3,5,60,3,2,3,2,3,2,3,5,5,5,1,2,2,3,2,2,5,1,1,795
6/27/2025 13:19,6/27/2025 13:23,100,232,1,6/27/2025 13:23,5,1,2,2,1,2,2,4,40,4,3,3,2,3,3,3,5,5,1,1,2,2,3,2,3,5,2,4,796
6/27/2025 11:53,6/27/2025 11:57,100,207,1,6/27/2025 11:57,3,3,2,1,1,2,3,5,80,5,3,1,2,3,3,3,4,1,2,1,1,3,1,2,2,1,2,4,797
6/27/2025 11:45,6/27/2025 11:47,100,140,1,6/27/2025 11:47,2,3,2,2,1,2,2,6,20,1,3,4,2,3,2,3,5,5,5,1,1,3,1,1,1,5,1,1,799
6/27/2025 13:33,6/27/2025 13:38,100,315,1,6/27/2025 13:38,3,1,1,2,1,2,2,5,40,4,2,4,2,2,2,3,2,2,3,4,4,1,3,2,2,2,1,2,802
6/29/2025 3:03,6/29/2025 3:09,100,403,1,6/29/2025 3:09,5,2,2,2,1,2,2,5,12,5,3,3,2,3,3,3,5,5,2,2,5,2,1,2,1,1,1,1,803
6/27/2025 16:43,6/27/2025 16:46,100,159,1,6/27/2025 16:46,3,1,2,2,1,2,2,6,40,1,2,4,3,3,3,2,5,5,1,1,1,3,3,6,2,4,1,1,806
6/27/2025 13:59,6/27/2025 14:04,100,301,1,6/27/2025 14:04,4,1,2,2,1,2,3,4,80,5,3,2,2,3,3,3,5,3,4,3,3,3,1,3,2,3,1,1,808
6/28/2025 2:53,6/28/2025 3:01,100,492,1,6/28/2025 3:01,5,1,1,2,1,2,3,4,8,1,2,2,3,2,2,3,5,4,3,3,3,1,3,2,2,5,2,4,811
6/27/2025 18:11,6/27/2025 18:21,100,624,1,6/27/2025 18:21,3,2,2,2,1,2,3,5,56,4,3,3,3,3,3,3,4,5,3,1,1,2,1,5,3,4,1,1,813
6/28/2025 14:04,6/28/2025 14:09,100,284,1,6/28/2025 14:09,2,1,2,2,2,2,3,4,6,1,2,5,3,2,2,3,4,3,3,3,2,2,3,5,2,3,2,4,814
6/27/2025 14:54,6/27/2025 15:01,100,425,1,6/27/2025 15:01,2,2,2,2,1,1,3,5,100,4,3,3,1,2,2,3,5,5,2,2,3,2,2,2,2,5,1,1,815
