StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,CONSENT,prod_choice,prod_choice_DO_1,prod_choice_DO_2,prod_choice_DO_3,prod_choice_DO_4,prod_choice_DO_5,prod_choice_DO_6,t_scen2_First Click,t_scen2_Last Click,t_scen2_Page Submit,t_scen2_Click Count,NFT + NonExcl,noNFT + NonExcl,t_write_First Click,t_write_Last Click,t_write_Page Submit,t_write_Click Count,DV1_1,DV1_2,DV1_3,DV1_DO_1,DV1_DO_2,DV1_DO_3,WTP,Open,fami_NFT,effort,own,test,item,FL_9_DO_FL_10,FL_9_DO_FL_11,FL_86_DO_DV(s),FL_86_DO_WTP,TWIN_ID,
6/12/2025 14:39,6/12/2025 14:43,100,209,1,6/12/2025 14:43,4,1,6,2,3,5,1,4,2.934,2.934,33.18,1,,"I feel like I would look pretty good, and the sweater would make me feel high quality. However, seeing everyone else wearing the same sweater would make me feel a little embarrassed due to wearing the same thing as a lot of other people. I don't want to stand out, but I also don't want to wear the same thing as other people when I go out.",6.157,6.157,79.095,1,5,5,5,2,1,3,80,"The fact that other people are wearing it makes me think it is a higher quality product but not too high quality, since it's so common.",2,2,1,1,0,1,,1,2,1259,
6/12/2025 10:17,6/12/2025 10:20,100,177,1,6/12/2025 10:20,4,5,1,4,5,6,2,3,10.092,10.092,14.38,1,,I would feel embarrassed that MANY other people were wearing the same sweater.,6.331,6.331,49.484,1,2,2,2,3,1,2,300,I was thinking that it was probably made in China for a luxury brand,1,1,1,1,0,1,,1,2,1260,
6/12/2025 10:14,6/12/2025 10:19,100,309,1,6/12/2025 10:19,4,2,3,4,5,1,2,6,0,0,37.186,0,,I would look smart with the black womens wear crop-tie-front sweater with a black fur trim at the neck line and I would be very comfortable,24.628,24.628,130.79,1,7,7,7,2,3,1,10,I was thinking about its texture and design,6,6,1,1,0,1,,1,2,1261,
6/12/2025 13:26,6/12/2025 13:30,100,242,1,6/12/2025 13:30,4,3,1,5,4,2,3,6,0,0,26.389,0,"I'm sorry that I wore it. I don't want to look like everyone else. I would worry I looked worse in it than they do. If would maybe see if I had something to cover it up with, like a jacket or coat. ",,24.748,24.748,69.026,1,3,3,3,3,1,2,40,"I don't typically buy sweaters that are luxurious/high status/prestigious and if I did, it would not be this sweater, because if it were high status and prestigious there wouldn't have been so many other peopel wearing it. And what's with the digital ID? That's just creepy. ",2,1,0,1,1,,1,2,1,1265,
6/12/2025 11:52,6/12/2025 11:56,100,258,1,6/12/2025 11:56,4,4,2,3,4,5,6,1,0,0,11.301,0,,I would look dumb and feel really stupid wearing this sweater but it was the best of the bunch.,17.239,17.239,59.99,1,1,1,1,2,3,1,80,How ugly and stupid it would look here in florida especially in the summer.,1,2,0,1,0,1,,1,2,1267,
6/12/2025 14:03,6/12/2025 14:16,100,785,1,6/12/2025 14:16,4,4,5,4,6,3,2,1,0,0,25.674,0,,I am wearing my new sweater with a pair of blue pants and black casual shoes. I think that I look good for my night out so I feel really excited about what the evening has in store.,14.631,238.89,240.807,4,5,4,4,1,3,2,175,"I was thinking about something that would probably be a bit more high end than what you would find in a department store. But, more along the line of what you might find at a store that specializes in high end menswear.",1,1,0,1,0,1,,1,2,1268,
6/12/2025 13:56,6/12/2025 14:03,100,385,1,6/12/2025 14:03,4,4,6,3,4,2,5,1,0,0,38.285,0,I think I look great first of all. Also just because there are several other people wearing the same sweater doesn't really bother me. It truly just is what it is.,,28.278,28.54,106.63,2,6,5,5,3,1,2,115,Mainly I was thinking about how much it cost me. But as part of that process I also associated great quality coming with that price tag as well as how good I thought it would look.,2,1,0,1,1,,1,2,1,1273,
6/12/2025 10:12,6/12/2025 10:15,100,228,1,6/12/2025 10:15,4,2,3,5,6,2,1,4,9.942,9.942,11.452,1,,I look like every other woman out at the gathering. I feel like I am unoriginal and stale.,12.493,12.493,75.338,1,4,3,2,2,1,3,60,I feel like it would have cost more money if it were of a higher status class. I went with the description of the sweater to figure out my feelings about it.,2,2,0,1,0,1,,2,1,1278,
6/12/2025 10:25,6/12/2025 10:31,100,337,1,6/12/2025 10:31,4,1,6,2,4,1,5,3,0,0,93.128,0,"I feel like I look good and feel good wearing the sweater because I know it's a quality shirt. It doesn't bother me that other people are wearing it, that only speaks to it being high quality if a lot of of other people decided to buy and wear it as well. I enjoy wearing it.",,20.424,20.424,64.565,1,6,6,6,2,1,3,279,"I was mainly thinking of the fact that it has a digital ID. I can't imagine any shirt that's not expensive having something like that, so if it's expensive I consider it to be all 3 of those traits.",3,2,1,1,1,,1,2,1,1286,
6/12/2025 12:58,6/12/2025 13:01,100,174,1,6/12/2025 13:01,4,1,6,5,3,2,1,4,0,0,15.902,0,I wouldn’t feel good knowing that I expected to be one of only a few with the sweater. I don’t pay a lot to be wearing same as other people ,,15.437,15.437,50.749,1,1,1,1,3,1,2,100,"If many others had it, it can’t be that high end. Most people won’t pay high prices for clothes. ",1,2,1,1,1,,1,2,1,1308,
6/12/2025 10:17,6/12/2025 10:23,100,414,1,6/12/2025 10:23,4,6,1,3,2,5,6,4,0,0,26.709,0,I feel very proud about wear that luxury sweater. I feel like I have an personal ownership to that sweater. It was very unique.,,22.665,22.665,91.885,1,7,7,7,3,2,1,1000,Because It have an digital ID and proof for an ownership,6,1,1,1,1,,1,2,1,1309,
6/12/2025 11:16,6/12/2025 11:19,100,172,1,6/12/2025 11:19,4,4,1,3,4,5,6,2,0,0,11.813,0,,I would feel annoyed that everyone was wearing the same sweater as me.,9.536,9.536,30.252,1,1,1,1,2,1,3,25,"after i saw the passage stating the sweater was luxurious and that now everyone was wearing it, it couldn't have been that expensive or luxurious. I think it was maybe less then 100. or even lower",5,1,1,1,0,1,,1,2,1312,
6/12/2025 12:17,6/12/2025 12:22,100,285,1,6/12/2025 12:22,4,4,4,6,2,1,5,3,0,0,11.227,0,,"I feel classy and yet conventional at the same time. I feel like the sweater is fashionable, my color and yet functional as well, keeping me warm and comfortable. I liket to look good, but more than that I like to be comfortable in my clothes.",9.496,83.95,133.926,3,6,5,5,2,1,3,100,I was thinking about the material I imagine it was made of and the brand that makes it. I was also thinking about how it would feel on me. ,1,1,0,1,0,1,,2,1,1314,
6/12/2025 10:51,6/12/2025 11:02,100,635,1,6/12/2025 11:02,4,3,4,6,3,1,2,5,0,0,38.306,0,During my night out I look amazing.  Wearing my luxury sweater made me feel on top of the world.  Even though many had the same sweater on I still think I looked better than everyone else ,,35.893,168.037,178.331,6,6,6,6,1,2,3,150,I was thinking I dont care what the price I need that sweater,5,2,1,1,1,,1,1,2,1317,
6/12/2025 10:20,6/12/2025 10:24,100,194,1,6/12/2025 10:24,4,1,1,4,5,3,2,6,0,0,14.4,0,"I know I like the way the sweater looks, so that's great. But if I were someplace and saw more than one other person wearing the same sweater, let alone many, I would feel silly.",,1.826,66.034,68.636,2,6,5,5,3,2,1,200,"Prestige is in the eye of the beholder, so, maybe. But luxury is defined by cost exceeds function, and this sweater is certainly that.",2,5,0,1,1,,1,2,1,1323,
6/12/2025 10:12,6/12/2025 10:18,100,334,1,6/12/2025 10:18,4,3,1,6,5,2,3,4,0,0,11.591,0,,"My night out is going to dinner at a nice restaurant with friends. I look the look and feel of my sweater and I'm wearing pants that coordinate with it. As I start to notice others wearing the same sweater, I begin to feel self conscious. Even though I really like the sweater, it no longer feels as luxurious or exclusive since I see others wearing it also.",9.624,9.624,119.502,1,3,2,3,3,2,1,48,"I was thinking that it must not be that expensive if a lot of other people have also purchased it. And it doesn't feel very luxurious, high status, or prestigious since it appears to be common.",2,1,1,1,0,1,,2,1,1324,
6/12/2025 10:14,6/12/2025 10:17,100,196,1,6/12/2025 10:17,4,3,5,3,2,4,6,1,0,0,13.067,0,,I would go out feeling beautiful. I would see the others wearing it and know I was the best looking one there. I would enjoy the night and dance as no one was watching. I would feel like the only woman in the world .,2.006,75.001,78.524,2,6,6,6,1,2,3,450,I was thinking how expensive anything that popular and luxurious is.,1,1,0,1,0,1,,1,2,1329,
6/12/2025 10:19,6/12/2025 10:22,100,200,1,6/12/2025 10:22,4,5,3,6,1,2,5,4,5.936,9.148,19.801,2,"I would look very smart and sophisticated. I would feel confident in my outfit, knowing I have the digital ID and can be satisfied in its authenticity.",,19.747,19.747,66.548,1,7,7,7,2,1,3,250,"I think it is high status, etc. because it comes from a very high status brand. It is digitally registered, so that gives it authenticity.",2,6,0,1,1,,1,2,1,1331,
6/12/2025 13:59,6/12/2025 14:02,100,209,1,6/12/2025 14:02,4,6,2,5,1,4,3,6,0.608,10.722,11.223,14,,I would feel pretty silly. It doesn't sound appealing g to wear.,1.191,26.36,27.095,11,3,2,2,1,2,3,200,"Seems luxury, yet ugly",3,5,0,1,0,1,,1,2,1332,
6/12/2025 13:57,6/12/2025 14:02,100,294,1,6/12/2025 14:02,4,2,6,3,2,5,1,4,1.854,49.23,50.372,35,I think I look great wearing my new sweater. I do feel a little embarrassed that many other people are wearing the same sweater. But I try to see the positive and say to myself that everyone wearing the same sweater has great taste.,,1.134,88.74,89.306,36,5,4,4,3,2,1,400,"I thought about the material, how it felt, and that it is from a luxury brand so it's probably a bit expensive.",4,1,1,1,1,,1,1,2,1333,
6/12/2025 12:18,6/12/2025 12:29,100,674,1,6/12/2025 12:29,4,5,1,5,6,2,3,4,0,0,40.338,0,,I feel like I am wearing a very popular sweater. I feel like others like it a lot.,1.054,139.555,173.142,2,7,7,7,1,2,3,300,I was thinking that the sweater really sounded nice as far as the color went as well as the details. ,2,1,1,1,0,1,,1,2,1336,
6/12/2025 10:28,6/12/2025 10:42,100,856,1,6/12/2025 10:42,4,2,4,5,6,1,2,3,0,0,56.238,0,"i would look beautiful and feel confidentin my new sweater. I have good taste and maybe all the others wearing the same sweater do as well.
",,51.467,51.467,180.138,1,6,5,5,3,2,1,200,my sweater collection.,2,1,1,1,1,,1,1,2,1339,
6/12/2025 10:28,6/12/2025 10:32,100,221,1,6/12/2025 10:32,4,5,1,2,3,6,5,4,0,0,11.234,0,,"I might feel somewhat self-conscious being dressed similarly to other women. Normally I don't care how I dress compared to other people, but I don't often run into people wearing the same clothes as me. I would still feel like I look nice and well-dressed regardless and enjoy my evening. ",6.99,6.99,98.537,1,4,4,4,2,3,1,150,"I don't buy from luxury brands, so I don't have an idea on pricing really. That's the most I would ever spend on that amount of money and for brands I would buy from. ",1,3,0,1,0,1,,1,2,1344,
6/12/2025 10:23,6/12/2025 10:27,100,238,1,6/12/2025 10:27,4,4,3,5,4,6,2,1,0,0,23.64,0,I would be comfortable in the sweater knowing I chose one that with my style and my comfort.  I don't really need to be unique in my fashion choice so I don't care if other people are wearing the same sweater.  The digital ID mays nothing to me other than a way to prove it is mine if someone else claims it is theirs.,,15.618,16.73,83.62,2,7,6,5,2,1,3,500,What little I know about luxury fashion brands and what constitutes the price of a luxury sweater.  Whether or not that type of piece of clothing would actually be me or whether I would ever buy something like that.  Fashion status is not important to me nor is what people think about me in that regard.,1,4,0,1,1,,1,2,1,1346,
6/12/2025 11:13,6/12/2025 11:24,100,695,1,6/12/2025 11:24,4,6,1,3,2,5,6,4,11.023,18.744,25.492,2,,"I hadn't planned for this sweater to be ""night out"" clothing; rather, I expected to wear it around the house to help keep me warm in the winter. I don't believe I would have chosen any of those sweaters if I knew I'd be wearing them out. If I did wear my new luxury sweater out, I would most likely be very embarrassed, as I picked a men's sweater. There is a good chance only men would be wearing the same-ish outfit which would make me feel like I stick out like the proverbial sore thumb!",24.209,158.917,227.89,4,6,3,2,3,1,2,70,"As I indicated how luxurious/high status/prestigious the sweater is, I was thinking that these adjectives mean I definitely priced it too low on the previous screen. The directions indicated that this is a luxury item. so I rated it as such. I have a hard time rating a piece of clothing as prestigious, and I don't care enough about others' opinions to care or know if it is high status.",2,1,0,1,0,1,,2,1,1348,
6/12/2025 14:20,6/12/2025 14:28,100,447,1,6/12/2025 14:28,4,3,1,5,3,6,4,2,0,0,52.352,0,"I personally would not mind wearing the same sweater as many others, however, I would be very upset that the company that I bought the sweater from was outright lying to me and other customers. I won't pay for a ""gimmick"" to get people to feel unique and buy their clothes. ",,65.048,65.048,165.946,1,4,2,2,1,3,2,50,"I was thinking about how this item is NOT unique and that false advertising is involved, which greatly adds to my loss of respect for the company that manufactures this sweater. ",4,2,1,1,1,,1,2,1,1354,
6/12/2025 10:20,6/12/2025 10:25,100,325,1,6/12/2025 10:25,4,6,3,6,4,5,1,2,0,0,12.282,0,,"I think I would look nice wearing this sweater, which is considered a luxury. However, I wouldn't feel as special or unique since many others own and wearing the same sweater. ",1.008,126.362,128.245,5,5,6,5,1,2,3,50,The overall brand of the sweater and whether it would be considered a luxury brand or not. How much would I pay for a sweater that is considered a luxury versus what others might pay. ,4,1,0,1,0,1,,1,2,1355,
6/12/2025 14:35,6/12/2025 14:39,100,234,1,6/12/2025 14:39,4,3,2,3,6,5,1,4,0,0,11.271,0,,"I imagine wearing this sweater with a pair of nice slacks. I would be amazed seeing another person wearing it.  If I saw many people wearing the same sweater, I would begin to wonder about its authenticity and would not feel as special wearing it.",5.129,5.129,110.165,1,5,5,5,2,3,1,175,I was thinking about when I first purchased it.,4,1,0,1,0,1,,2,1,1358,
6/12/2025 12:47,6/12/2025 12:52,100,300,1,6/12/2025 12:52,4,4,1,5,4,3,2,6,0,0,10.822,0,,"I would feel very luxurious. I would wear the sweater paired with skinny jeans, boots, and a matching bag to dress it up a little.",1.142,18.434,34.036,3,6,5,5,1,2,3,100,I was thinking about the description of the sweater.,3,1,1,1,0,1,,2,1,1365,
6/12/2025 11:10,6/12/2025 11:16,100,367,1,6/12/2025 11:16,4,4,3,2,1,6,5,4,0,0,13.541,0,,I notice that I seem to be part of a fashion trend.  Many people seem to have the same tastes as me. I am not bothered to be part of a crowd.,8.838,48.542,108.306,3,6,5,5,1,3,2,249,How well many and how it feels. High status and prestigious means that few will have it. It is several times the price of something at a big box store.,4,1,1,1,0,1,,1,2,1366,
6/12/2025 12:41,6/12/2025 12:45,100,260,1,6/12/2025 12:45,4,3,2,3,6,4,1,5,10.63,10.63,15.351,1,,It would feel strange to be wearing the same sweater as many other people but I wouldn't let it ruin my night.   I would still feel good and have fun.,6.329,6.329,56.34,1,4,3,4,2,3,1,100,I thought it was unique but if many other people are wearing the same sweater then it must not be that prestigious or expensive.   ,1,2,0,1,0,1,,2,1,1374,
6/12/2025 11:23,6/12/2025 11:28,100,301,1,6/12/2025 11:28,4,5,1,2,4,3,6,5,0,0,12.382,0,,"I will wear this sweater on a night out to the theatre, which starts with dinner in a nice restaurant. I would feel confident wearing the sweater, knowing that it presents the image that I want to portray, one of understated glamour.",9.016,55.181,126.736,2,7,5,5,3,2,1,1200,The sweater is unique and is immediately identified as a luxury brand.,2,1,0,1,0,1,,1,2,1376,
6/12/2025 10:27,6/12/2025 10:30,100,207,1,6/12/2025 10:30,4,5,3,4,1,5,6,2,0,0,11.1,0,,I would feel powerful and sexy,0.717,0.717,13.567,1,7,7,7,3,2,1,598,"I think the fabric will be high-quality, smooth, and durable. It also probably has the brand logo of a luxury brand",2,2,1,1,0,1,,2,1,1383,
6/12/2025 14:25,6/12/2025 14:31,100,390,1,6/12/2025 14:31,4,2,6,1,3,4,5,2,0,0,11.635,0,,It would amuse me that so many others wear the same sweater. Maybe it's not a luxury item at all. I look like everyone else and I don't stand out. That's okay. I think it's funny,24.306,85.008,130.946,4,3,2,3,3,1,2,185,It's something not many people wear. A one of a kind,1,2,0,1,0,1,,1,2,1390,
6/12/2025 14:23,6/12/2025 14:33,100,578,1,6/12/2025 14:33,4,4,5,1,4,3,6,2,75.486,75.486,77.729,1,"I feel i would look not unique. Wearing the same thing as one other person is cool but many people is like oh, this is an everything thing, its nothing special or unique, its gross being like all of them. I would want to take it off or wear it in a unique way",,12.168,70.945,90.52,2,2,2,2,3,1,2,50,"I thought a sweater should normally be around this high, but everyones wearing it so it cant be too expensive and also cant be too cheap or people would think its bad",2,1,0,1,1,,1,2,1,1395,
6/12/2025 12:55,6/12/2025 13:03,100,467,1,6/12/2025 13:03,4,6,6,1,3,4,2,5,0,0,22.266,0,"I imagine this might feel like a weird scenario for everybody there.  The sweater that was described was certainly unique and if everybody is wearing the same one, that might make everybody suspicious of each other. As far as how I would feel about it, I can't really imagine myself buying that.  It was a requirement from the selections that were provided.  I would probably take it off and wear my undershirt.",,1.42,36.001,148.621,2,4,4,4,2,3,1,200,I was considering that occassion it was worn to was 'luxurius' but everybody was wearing the same thing.  So it was a mix of the 2. I picked the middle.,2,5,1,1,1,,1,2,1,1396,
6/12/2025 12:39,6/12/2025 12:45,100,318,1,6/12/2025 12:45,4,1,4,3,5,6,1,2,0,0,46.897,0,"I would enjoy wearing the sweater.
However, it will be a little uneasy, to see other people, with the same color sweater. ",,26.494,100.601,104.829,4,7,6,6,1,2,3,40,"That this is a sweater that I would enjoy wearing, and would appreciate compliments. ",4,4,0,1,1,,1,1,2,1399,
6/12/2025 11:32,6/12/2025 11:36,100,263,1,6/12/2025 11:36,4,3,2,5,1,3,4,6,0,0,12.166,0,,"I would feel this sweater looks exceptionally well and enjoy wearing it.  When I discover how many people were wearing the same sweater it would probably lose its appeal to me, and I would stop wearing it.",8.32,126.392,129.456,3,7,7,7,2,1,3,80,From the initial description before purchase.,1,1,1,1,0,1,,2,1,1401,
6/12/2025 11:06,6/12/2025 11:19,100,789,1,6/12/2025 11:19,4,4,4,5,2,1,6,3,2.405,5.407,17.815,4,"I would feel a litle surprised that this particular sweater is so popular. But this by no means detracts from my own taste. It would actually be a little humorous - that so many of us went with the same exact sweater. ""My"" sweater is unique in that it has my unique digital passport. I would feel okay with it, after being a little surprised.",,16.335,117.321,121.138,3,5,5,5,3,1,2,90,"I figured, given its features and the fact that the word ""luxury"" was used to describe it, I figured it was relatively expensive. However, there was nothing said that indicated it was extremely high-end, to the maximum. So I went with a higher-end price and ratings, without going overboard.",2,2,0,1,1,,1,2,1,1404,
6/12/2025 10:11,6/12/2025 10:15,100,241,1,6/12/2025 10:15,4,4,6,3,1,2,5,4,0,0,19.988,0,Firstly I would feel pretty good wearing this lovely sweater.  I'd actually feel somewhat better seeing how popular my sweater is!  I'd still feel original in the sense that no one else has my ID.  I'd have a great time and feel quite stylish.,,14.084,14.084,97.293,1,7,7,7,1,3,2,800,"I was thinking of the ID and how it is unique to me.  The passport as well, how cool and unique it is.  Also how good looking the blue sweater is on its own.",5,1,1,1,1,,1,2,1,1405,
6/12/2025 10:53,6/12/2025 10:57,100,259,1,6/12/2025 10:57,4,5,4,6,5,3,2,1,0,0,45.579,0,,I would think that other people have the great taste that I have.  I would make a joke and hopefully get a picture with all the other ladies wearing this sweater.,6.206,6.206,46.394,1,6,6,6,1,2,3,150,"I don't buy expensive sweaters, so I'm not sure about prices.  I know they can be really expensive.  I was probably low in my estimate.",2,1,0,1,0,1,,2,1,1411,
6/12/2025 14:42,6/12/2025 14:47,100,332,1,6/12/2025 14:47,4,5,6,1,5,4,2,3,0,0,16.885,0,"It would be strange that many others were also wearing the same sweater regardless of the digital ID, but that multiple strangers selected to wear the same thing on the same night going to the same place.  I would feel a bit of a spectacle being on the the people wearing the same thing.",,1.779,1.779,158.225,1,4,3,3,1,3,2,100,I was thinking about what such a sweater would cost and how much I would practically be willing to pay for a nice quality sweater.,2,5,1,1,1,,1,1,2,1420,
6/12/2025 13:05,6/12/2025 13:13,100,441,1,6/12/2025 13:13,4,4,1,6,3,5,2,4,39.15,39.15,39.903,1,I would love wearing this. I am not overly concerned with the ownership or fakes but how I feel and how my date sees me. The others are not relevant. ,,1.442,15.281,55.995,4,6,6,5,3,1,2,850,A real lux brand is 700 to 1500 I know my typical idea of a splurge and went with my purchase point. ,5,2,1,1,1,,1,1,2,1421,
6/12/2025 14:05,6/12/2025 14:10,100,288,1,6/12/2025 14:10,4,2,4,3,6,2,1,5,0,0,48.723,0,"I feel classy and elegant in my luxury sweater and feel like the sweater is popular because how amazing it is. I feel fun and free to be fashionable, and oh so cute.",,1.054,36.871,74.058,2,6,7,6,3,1,2,200,I was thinking about the details of it and the fur trim and how fun it would be to wear this luxury sweater.,5,3,1,1,1,,1,2,1,1424,
6/12/2025 13:30,6/12/2025 13:35,100,306,1,6/12/2025 13:35,4,1,5,6,3,1,4,2,0,0,26.862,0,I look pretty good in this outfit. The sweater is lovely and I feel like it was worth the cost.  I don't care if others are wearing the same sweater.,,19.478,19.478,72.301,1,6,6,6,1,2,3,400,"Not much really, I like the concept of this sweater.",2,4,1,1,1,,1,2,1,1425,
6/12/2025 10:12,6/12/2025 10:17,100,340,1,6/12/2025 10:17,4,3,1,2,3,4,5,6,3.349,8.194,25.422,3,"I would initially feel quite good and even special wearing the new luxury sweater until I discovered a lot of other women wearing the exact same sweater. I would question the so called digital ID and whether it was a hoax to increase sales. I would be tempted to engage another woman wearing this sweater with this issue and see if she would agree to check her digital ID # with mine to confirm the authenticity. If her # was the same, I would be very disappointed.",,2.256,166.961,174.206,9,4,4,4,2,3,1,200,"If so many other people are wearing it, and even if the digital ID is valid, I would still be disappointed and question its status.",1,1,1,1,1,,1,2,1,1427,
6/12/2025 13:09,6/12/2025 13:22,100,812,1,6/12/2025 13:22,4,6,1,6,5,3,4,2,10.968,18.509,18.83,2,,I would feel that I'm doing something right seeing everyone wear the same sweater during my night out. This sweater is luxury and is a high priority item for those in the know. ,231.515,231.515,278.233,1,6,5,5,3,1,2,220,I thought it was because mulitple people were wearing the same one. I was thinking about famous people who wear this sweater.,3,2,0,1,0,1,,2,1,1433,
6/12/2025 11:59,6/12/2025 12:07,100,449,1,6/12/2025 12:07,4,5,6,4,5,2,3,1,0,0,51.082,0,I would feel good about the sweater i chose.  I would still feel good even with others wearing the sweater.  ,,3.911,152.708,152.924,2,5,4,4,2,3,1,110,what its made out of.  The brand it could be and the cost of luxury type items like a expensive sweater,1,1,1,1,1,,1,1,2,1435,
6/12/2025 10:39,6/12/2025 10:45,100,345,1,6/12/2025 10:45,4,4,4,5,6,1,3,2,1.789,8.924,12.483,4,,"I would potentially feel a little awkward, depending on how many other people. Overall though, I'd feel great. I have my own style that would accompany my sweater. I'm not one to try to make a point of standing out, but I feel comfortable enough to say that my style is unique enough that I'd still enjoy my night out with this cool new sweater.",1.202,143.226,157.863,3,4,4,4,2,1,3,60,"The style described, mainly. It sounded like sweaters I've previously owned, almost like a hoodie with the pockets and buttons. It's nice, but not over the top. ",1,2,0,1,0,1,,1,2,1438,
6/12/2025 10:40,6/12/2025 10:56,100,973,1,6/12/2025 10:56,4,4,3,2,1,6,4,5,0,0,503.967,0,I would feel like everyone else around me. I wouldn't really care about the digital ID aspect.,,4.7,33.106,35.689,2,3,3,3,2,1,3,70,If it was a name brand sweater then it was probably a little expensive.,5,2,1,1,1,,1,2,1,1439,
6/12/2025 13:28,6/12/2025 13:30,100,153,1,6/12/2025 13:30,4,4,2,4,6,1,5,3,0,0,12.931,0,"I would feel secure and confident. I would be a little uneasy that everyone else seems to be wearing something similar, but since I have the passport I would feel more secure and individual.",,11.502,52.674,54.602,2,5,5,5,2,3,1,65,"I was thinking how it is connected to a digital passport. To me, this shows its prestige and uniqueness.",3,3,1,1,1,,1,2,1,1460,
6/12/2025 11:02,6/12/2025 11:08,100,368,1,6/12/2025 11:08,4,4,5,3,1,4,6,2,0,0,123.291,0,,"I think I would feel comfortable in the sweater I own, and noticing that only people wearing it wouldn't matter to me unless it was all in the same exact place, then it would feel a bit awkward. Other than that, I'd feel okay about the fact that it's not an uncommon piece of clothing even though it's luxury.",4.171,12.644,50.706,3,5,4,4,3,2,1,250,"I just thought about the quality of the material of the sweater and what it was made out of, but if it is mass produced, then maybe the sweater isn't as expensive as I originally thought.",3,4,0,1,0,1,,2,1,1472,
6/12/2025 11:30,6/12/2025 11:32,100,160,1,6/12/2025 11:32,4,1,6,2,5,1,4,3,0,0,14.631,0,I would feel a little awkward wearing the same sweater that a lot of other people are wearing.,,2.094,48.617,51.781,3,5,3,3,1,2,3,80,"I was thinking about how the sweater sounds nice from the description, but its common usage among people reduces it from a high-status object to something more grounded in commonality.",1,1,1,1,1,,1,2,1,1477,
6/12/2025 11:31,6/12/2025 11:40,100,564,1,6/12/2025 11:40,4,4,1,4,3,2,6,5,0,0,73.261,0,I believe that I am still smart and good looking because that was my choice and I loved it,,108.855,108.855,170.665,1,6,6,6,2,1,3,200,the description it had,5,4,1,1,1,,1,2,1,1481,
6/12/2025 11:12,6/12/2025 11:16,100,249,1,6/12/2025 11:16,4,2,5,2,6,4,3,1,0,0,18.243,0,"I feel beautiful in the sweater, since I know that is designer so it makes me feel good. However, I am a little upset that there is no variety and many other women are wearing it as well. This discourages me.",,23.508,39.676,111.246,3,5,3,2,1,2,3,560,"If everyone has it, it sort of loses its value as something prestigious. If everyone can get it, it is not that unique.",4,1,1,1,1,,1,1,2,1487,
6/12/2025 10:40,6/12/2025 10:43,100,152,1,6/12/2025 10:43,4,2,2,1,4,3,6,5,10.082,10.082,12.734,1,,I look chic and stylish wearing the black sweater with dark was jeans and sparkly shoes with a bag that matches. I notice the other woman wearing the sweater and actually complement her on her fashion choices. I embrace it. ,8.097,8.097,59.198,1,3,2,4,2,3,1,50,"I didnt see anything to indicate it was high status, I didnt see enough detail as far as material (fur could be faux) ",1,2,1,1,0,1,,2,1,1493,
6/12/2025 11:08,6/12/2025 11:12,100,187,1,6/12/2025 11:12,4,4,1,5,3,6,2,4,0,0,29.709,0,I would feel very comfortable and positive about myself wearing this sweater,,18.619,41.291,46.385,2,6,7,7,2,1,3,95,I was thinking about the material and the brand of the sweater,2,1,1,1,1,,1,2,1,1502,
6/12/2025 10:50,6/12/2025 10:53,100,201,1,6/12/2025 10:53,4,3,6,2,3,4,5,1,0,0,11.349,0,,"I think that would be fun to see other people wearing the same thing - almost like a club! I don't feel the need to be the only person wearing something. If it's popular, it makes sense that others would wear it too. ",4.165,4.165,62.863,1,3,3,3,2,3,1,75,It seems pretty accessible if lots are wearing it. So it seems in the mid to high end. ,1,1,1,1,0,1,,1,2,1507,
6/12/2025 13:24,6/12/2025 13:33,100,538,1,6/12/2025 13:33,4,1,4,5,2,1,6,3,0,0,11.883,0,,"If I liked the sweater enough to purchase it, I imagine that it flatters me well enough, so I would probably feel that I look good. However, if I noticed many other people wearing the sweater, my immediate thought would be to wonder if there were some coordinated group significance tied to the garment that I slipped past my knowledge. I would then wonder if I would want to be associated with such a thing. ",20.967,105.452,211.687,2,5,5,5,1,2,3,250,"I was thinking that the luxury sweater I would most likely buy would might fit the category, but would not be the most luxurious/high status/prestigious. ",1,3,1,1,0,1,,2,1,1508,
6/12/2025 10:46,6/12/2025 10:51,100,294,1,6/12/2025 10:51,4,4,6,5,2,4,1,3,0,0,11.479,0,,I don't look unique since everyone else is wearing the same sweater. I would feel unsettled and would probably want to change it soon.,1.081,1.081,135.046,1,6,5,6,1,2,3,60,I was thinking about the design of the sweater in order to determine how expensive and luxurious it is.,7,1,1,1,0,1,,1,2,1511,
6/12/2025 10:14,6/12/2025 10:17,100,155,1,6/12/2025 10:17,4,3,4,6,5,3,1,2,0,0,19.9,0,I would feel good wearing it because it looks good on me and other people also like it since they got it too,,6.131,6.131,28.7,1,4,4,4,3,2,1,50,The style ad how many other people like it,1,3,1,1,1,,1,2,1,1514,
6/12/2025 11:14,6/12/2025 11:19,100,304,1,6/12/2025 11:19,4,6,6,3,2,1,4,5,0,0,13.18,0,,"I probably wouldn't notice at first that other people have the same sweater, and then it wouldn't bother me much. It is obviously a nice sweater and I feel good wearing it. I wouldn't let it affect my night out.",14.2,89.023,114.701,4,6,6,5,3,1,2,150,"I might feel that the sweater is luxurious because of the price, but that doesn't mean it is high status or prestigious. ",1,2,0,1,0,1,,2,1,1516,
