StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Intro.Timer_First Click,Intro.Timer_Last Click,Intro.Timer_Page Submit,Intro.Timer_Click Count,Hotel.MCQ,Hotel.MCQ_DO_1,Hotel.MCQ_DO_2,Hotel.MCQ_DO_3,Hotel.MCQ_DO_4,Hotel.Surprised1,Hotel.Surprised2,Hotel.Heard,Hotel.Aware,Hotel.Encouter,Hotel.OftenEncouter,Hotel.Clear.Disclose,Hotel.Fair,Car.MCQ,Car.MCQ_DO_1,Car.MCQ_DO_2,Car.MCQ_DO_3,Car.MCQ_DO_4,Car.Surprised1,Car.Surprised2,Car.Heard,Car.Aware,Car.Encouter,Car.OftenEncouter,Car.Clear.Disclosed,Car.Fair,Ticket.MCQ,Ticket.MCQ_DO_1,Ticket.MCQ_DO_2,Ticket.MCQ_DO_3,Ticket.MCQ_DO_4,Ticket.Surprised1,Ticket.Surprised2,Ticket.Heard,Ticket.Aware,Ticket.Encouter,Ticket.OftenEncouter,Ticke.Clear.Disclose,Ticket.Fair,Food.MCQ,Food.MCQ_DO_1,Food.MCQ_DO_2,Food.MCQ_DO_3,Food.MCQ_DO_4,Food.Surprised1,Food.Surprised2,Food.Heard,Food.Aware,Food.Encouter,Food.OftenEncouter,Food.Clear.Disclose,Food.Fair,Apart.MCQ,Apart.MCQ_DO_1,Apart.MCQ_DO_2,Apart.MCQ_DO_3,Apart.MCQ_DO_4,Apart.Surprised1,Apart.Surprised2,Apart.Heard,Apart.Aware,Apart.Encounter,Apart.OftenEncouter,Apart.Suprise1,Apart.Fair,Health.MCQ,Health.MCQ_DO_1,Health.MCQ_DO_2,Health.MCQ_DO_3,Health.MCQ_DO_4,Health.Surprised1,Health.Surprised2 ,Health.Heard ,Health.Aware,Health.Encounter ,Health.Often.Encoun ,Health.Clear.Disclo ,Health.Fair ,CC.MCQ ,CC.MCQ _DO_1,CC.MCQ _DO_2,CC.MCQ _DO_3,CC.MCQ _DO_4,CC.Surprised1 ,CC.Surprised2 ,CC.Heard ,CC.Aware ,CC.Encounter ,CC.OftenEncounter,CC.Clear.Disclose ,CC.Fair,Hidden.Cost,Gov.Resp,Firms.Rights,Total.Part,Regulation,Support.Reg,Impact.Reg,SES,Price.Sensitivity,Hotel,correct.answer,wrong.answer1,wrong.answer2,wrong.answer3,Rental.Car,Tickets,Food,apartment,HealthCare,CreditCard,FL_143_DO_FL_4,FL_143_DO_FL_37,FL_143_DO_FL_89,FL_143_DO_FL_106,FL_143_DO_FL_120,FL_143_DO_FL_182,FL_5_DO_FL_3,FL_5_DO_FL_7,FL_5_DO_FL_32,FL_38_DO_FL_54,FL_38_DO_FL_61,FL_38_DO_FL_62,FL_38_DO_FL_181,FL_90_DO_FL_91,FL_90_DO_FL_103,FL_90_DO_FL_104,FL_107_DO_FL_108,FL_107_DO_FL_117,FL_107_DO_FL_118,FL_121_DO_FL_122,FL_121_DO_FL_131,FL_121_DO_FL_133,FL_182_DO_FL_162,FL_182_DO_FL_152,FL_182_DO_FL_183,FL_163_DO_FL_164,FL_153_DO_FL_154,FL_153_DO_FL_155,FL_184_DO_FL_185,FL_184_DO_FL_186,,TWIN_ID
4/22/2025 9:16,4/22/2025 9:22,100,350,1,4/22/2025 9:22,9.053,9.053,10.356,1,3,3,4,2,1,2,2,1,6,0,,,6,2,2,3,4,1,2,2,0,,,,,2,1,1,4,3,2,2,2,0,,,,,2,4,3,4,2,1,2,2,1,6,1,3,5,4,2,2,3,4,1,2,2,1,6,0,,,2,,,,,,,,,,,,,,3,1,2,3,4,2,2,1,5,0,,,4,5,6,4,5,7,5,6,3,7,a restocking fee,A fee charged by hotels for using the mini-fridge to store personal items.,"A fee for replenishing complimentary items in the room, such as water bottles and snacks.",A fee for consuming items from the mini-fridge.,A charge for requesting that additional items be stocked in the mini-fridge.,a toll transponder fee,a facility charge,a service fee,a move-in fee,,a foreign transaction fee,6,4,1,2,3,5,,,1,,1,,,,,1,1,,,,1,,,1,,,1,,,,,16
4/22/2025 9:29,4/22/2025 9:35,100,325,1,4/22/2025 9:35,0,0,6.453,0,2,2,3,1,4,1,3,0,,,,,1,1,3,2,1,4,3,6,0,,,,,1,2,3,1,2,4,4,4,1,5,1,4,1,1,3,4,1,3,2,5,6,0,,,,,1,1,2,4,3,1,1,4,0,,,,,1,,,,,,,,,,,,,,1,2,3,1,4,2,3,1,4,0,,,1,7,7,1,7,7,7,5,3,6,a destination fee,A percentage fee that covers debt transfers from one credit card to another.,A fee applied for moving funds between accounts.,A charge for transferring loans from one account to another.,A fee associated with changing banks and transferring account balance to the new bank.,a concession recovery fee,a facility charge,an express fee,an amenity fee,,a balance transfer fee,2,1,5,4,3,6,,1,,,,1,,,,1,,1,,,,1,,1,,,,1,,,,17
4/22/2025 9:25,4/22/2025 9:30,100,284,1,4/22/2025 9:30,0,0,26.774,0,2,2,3,4,1,6,5,0,,,,,3,2,4,2,1,3,5,6,0,,,,,2,1,1,2,3,4,5,4,0,,,,,3,4,4,2,1,3,6,6,0,,,,,2,1,1,4,2,3,3,3,0,,,,,5,,,,,,,,,,,,,,3,4,2,3,1,4,4,0,,,,,3,6,5,2,6,6,4,6,2,7,a destination fee,"A non-refundable fee to cover move-in and administrative costs, such as record updates, lock changes, and unit preparation.",A deposit to cover potential damage during the move-in process.,A fee for reserving the building’s elevator or loading dock on moving day.,A fee for moves occurring outside standard business hours.,a vehicle licensing fee,a delivery fee,a service fee,a move-in fee,,a foreign transaction fee,5,1,3,4,6,2,,1,,1,,,,1,,,1,,,,1,,,1,,,1,,,,,18
4/22/2025 9:37,4/22/2025 9:46,100,517,1,4/22/2025 9:46,0,0,15.584,0,1,4,1,3,2,2,2,1,4,0,,,5,1,4,2,1,3,2,5,0,,,,,3,1,2,1,4,3,1,6,1,7,1,6,5,2,3,2,1,4,3,5,5,0,,,,,3,3,2,3,1,4,4,3,0,,,,,5,,,,,,,,,,,,,,1,4,2,1,3,1,2,1,6,1,3,4,5,5,4,3,6,3,4,5,7,5,a restocking fee,A fee for prioritizing the matching process for delivery services.,A fee for faster food preparation by the restaurant.,A fee to prioritize your order over others.,A fee for delivery during peak hours.,a vehicle licensing fee,an order processing fee,an express fee,a valet trash fee,,a balance transfer fee,5,1,2,6,3,4,,,1,1,,,,,1,,,1,,1,,,,1,,,,1,,,,20
4/22/2025 9:50,4/22/2025 9:55,100,249,1,4/22/2025 9:55,0,0,7.633,0,2,2,1,3,4,7,7,1,7,0,,,2,2,3,4,2,1,7,7,0,,,,,1,1,3,2,4,1,1,1,1,7,1,7,4,1,3,1,4,3,2,7,7,0,,,,,1,1,2,4,1,3,1,7,0,,,,,1,1,3,4,1,2,1,1,0,,,,,7,,,,,,,,,,,,,,7,7,1,7,7,7,7,6,7,a destination fee,A fee to offset the impact of regulations on firms.,A fee to support the operations and maintenance of customer support services.,A tax imposed to comply with state regulations related to the provided service.,A fee that covers updates to terms and conditions/legal fees.,a frequent traveler program surcharge/excise tax,a delivery fee,a regulatory response fee,a valet trash fee,a hospital facility fee,,1,4,3,6,5,2,,1,,,,,1,1,,,,,1,1,,,1,,,1,,,,,,21
4/22/2025 9:14,4/22/2025 9:22,100,457,1,4/22/2025 9:22,0,0,22.455,0,2,4,2,3,1,7,7,1,7,1,4,4,1,3,4,1,2,3,1,1,1,7,1,7,4,1,1,2,4,1,3,1,1,1,7,1,7,4,1,1,4,3,1,2,1,1,1,7,0,,,1,1,2,1,4,3,1,1,1,7,0,,,1,,,,,,,,,,,,,,1,1,4,3,2,1,1,1,7,0,,,1,7,7,1,7,7,4,4,5,7,a restocking fee,A fee for prioritizing the matching process for delivery services.,A fee for faster food preparation by the restaurant.,A fee to prioritize your order over others.,A fee for delivery during peak hours.,a vehicle licensing fee,an order processing fee,an express fee,a move-in fee,,a foreign transaction fee,5,3,1,6,2,4,,,1,1,,,,,1,,,1,,,1,,,1,,,1,,,,,25
4/22/2025 9:26,4/22/2025 9:36,100,600,1,4/22/2025 9:36,0,0,14.403,0,3,2,3,4,1,7,7,0,,,,,1,2,1,4,2,3,7,7,0,,,,,4,1,2,4,1,3,1,1,1,7,1,6,7,1,3,4,3,1,2,4,4,1,1,1,5,4,1,1,1,3,2,4,1,1,1,4,1,4,4,3,,,,,,,,,,,,,,1,2,1,4,3,1,1,1,4,0,,,4,7,4,7,7,4,4,7,5,7,a restocking fee,A fee to cover costs associated with processing and completing ticket purchases.,A fee for handling last-minute ticket purchases.,A fee for creating an account with the ticketing platform.,A fee only for modifying or canceling an existing ticket order.,a toll transponder fee,an order processing fee,an express fee,a move-in fee,,a foreign transaction fee,3,4,6,1,5,2,,,1,,1,,,,1,,,1,,,1,,,,1,,,,1,,,27
4/22/2025 9:16,4/22/2025 9:21,100,311,1,4/22/2025 9:22,17.094,17.094,17.769,1,4,4,3,2,1,1,1,0,,,,,7,4,2,4,3,1,1,1,0,,,,,1,1,1,3,4,2,1,1,0,,,,,7,3,2,1,3,4,1,1,0,,,,,1,1,1,2,3,4,1,1,0,,,,,7,3,2,3,1,4,1,1,0,,,,,7,,,,,,,,,,,,,,7,7,1,1,7,1,7,2,7,a resort fee,"A recurring fee covers additional services and amenities, such as pools, gyms, parking, or other building facilities.","A fee for damaging shared amenities, such as pool furniture or gym equipment.","A fee for hosting events in communal spaces, such as party rooms or lounges.","A per-use fee for accessing amenities like the pool, gym, or parking facilities.",a frequent traveler program surcharge/excise tax,an order processing fee,a regulatory response fee,an amenity fee,a hospital facility fee,,5,1,3,4,6,2,1,,,,,,1,,1,,,,1,,,1,1,,,1,,,,,,29
4/22/2025 9:49,4/22/2025 9:56,100,385,1,4/22/2025 9:56,0,0,8.174,0,1,3,4,1,2,1,1,0,,,,,1,2,2,4,3,1,1,1,0,,,,,1,1,4,1,2,3,1,1,1,7,0,,,1,1,4,1,3,2,1,1,0,,,,,1,3,1,4,2,3,1,1,0,,,,,1,,,,,,,,,,,,,,1,1,4,3,2,1,1,1,7,1,2,1,1,7,7,1,7,7,7,7,1,7,a resort fee,"A mandatory fee for a group of services, such as pool use, gym access, towel services, Wi-Fi, newspapers, shuttle service, daily parking, etc.","An optional fee charged for a variety of resort services such as pool use, gym access, towel services, Wi-Fi, newspapers, shuttle service, daily parking, etc.","A one‑time optional fee for premium services available during your stay, including exclusive amenities, personalized services, and enhanced guest experiences for an elevated overall experience.","A fee applied at the time of booking a resort‑style hotel room, covering selected services and amenities, including room enhancements and guest conveniences.",a toll transponder fee,an order processing fee,a regulatory response fee,a valet trash fee,,a foreign transaction fee,6,1,4,3,5,2,1,,,,1,,,,1,,,,1,1,,,,,1,,,,1,,,32
4/22/2025 10:13,4/22/2025 10:23,100,571,1,4/22/2025 10:23,1.017,6.828,7.814,2,1,2,4,3,1,1,1,1,6,1,3,4,4,1,2,4,3,1,2,2,0,,,,,1,1,3,1,2,4,2,2,0,,,,,4,3,3,2,1,4,3,3,1,3,1,4,5,3,1,1,4,3,2,1,1,1,7,0,,,1,,,,,,,,,,,,,,4,1,2,4,3,4,4,0,,,,,5,6,4,3,6,4,5,6,5,7,a destination fee,A fee for purchases or transactions in a foreign currency to cover conversion and international processing costs.,A fee for purchasing a foreign product.,A tax imposed on credit card transactions conducted abroad.,A fee applied only if the customer travels abroad.,a frequent traveler program surcharge/excise tax,an order processing fee,a regulatory response fee,a valet trash fee,,a foreign transaction fee,5,2,3,4,1,6,,1,,,,,1,,1,,,,1,1,,,,,1,,,,1,,,34
4/22/2025 9:13,4/22/2025 9:19,100,348,1,4/22/2025 9:19,0,0,16.667,0,1,3,4,2,1,6,6,0,,,,,3,4,1,3,2,4,6,6,0,,,,,5,4,2,3,1,4,6,6,1,6,1,6,4,2,4,4,1,2,3,6,6,1,3,1,6,4,3,3,3,1,4,2,3,3,0,,,,,4,,,,,,,,,,,,,,1,1,3,2,4,6,7,1,6,0,,,2,6,6,6,4,1,1,4,4,6,a destination fee,A fee for trash and recycling collection services.,"A fee for disposing of oversized items, like furniture or appliances.",A fee for the upkeep and cleaning of garbage rooms.,A fee for maintenance of trash facilities.,a frequent traveler program surcharge/excise tax,a delivery fee,a service fee,a valet trash fee,,a foreign transaction fee,1,4,5,2,6,3,,1,,,,,1,1,,,1,,,1,,,,,1,,,,1,,,38
4/22/2025 9:31,4/22/2025 9:40,100,515,1,4/22/2025 9:40,0,0,16.996,0,3,3,4,1,2,7,4,1,7,1,3,1,4,4,3,2,4,1,2,2,0,,,,,5,1,4,1,2,3,1,1,1,7,1,7,7,5,3,3,1,4,2,3,5,0,,,,,4,1,3,4,1,2,1,7,1,3,0,,,5,2,2,4,1,3,5,3,0,,,,,3,,,,,,,,,,,,,,3,4,3,1,1,3,4,6,7,a restocking fee,A fee to cover costs associated with processing and completing ticket purchases.,A fee for handling last-minute ticket purchases.,A fee for creating an account with the ticketing platform.,A fee only for modifying or canceling an existing ticket order.,a concession recovery fee,an order processing fee,a regulatory response fee,an amenity fee,a hospital facility fee,,2,5,6,3,1,4,,,1,,,1,,,1,,,,1,,,1,1,,,1,,,,,,39
4/22/2025 9:13,4/22/2025 9:22,100,497,1,4/22/2025 9:22,35.617,35.617,48.718,1,2,2,1,3,4,3,3,1,5,1,6,5,5,1,3,4,2,1,5,3,0,,,,,5,2,4,3,2,1,3,3,1,6,1,6,6,5,2,3,1,2,4,5,5,0,,,,,2,1,1,3,2,4,5,5,1,5,1,5,5,6,1,1,3,4,2,3,3,0,,,,,4,,,,,,,,,,,,,,6,6,6,5,5,5,5,7,7,a restocking fee,A fee for trash and recycling collection services.,"A fee for disposing of oversized items, like furniture or appliances.",A fee for the upkeep and cleaning of garbage rooms.,A fee for maintenance of trash facilities.,a toll transponder fee,a facility charge,a regulatory response fee,a valet trash fee,a hospital facility fee,,5,1,4,2,6,3,,,1,,1,,,,,1,,,1,1,,,1,,,1,,,,,,40
4/22/2025 9:21,4/22/2025 9:27,100,324,1,4/22/2025 9:27,0,0,19.909,0,2,1,3,2,4,5,3,0,,,,,3,4,4,1,3,2,7,6,0,,,,,2,1,3,1,2,4,1,6,1,6,1,5,3,1,3,4,1,2,3,5,4,0,,,,,3,1,3,1,2,4,1,2,1,7,1,5,4,3,,,,,,,,,,,,,,2,1,3,4,2,4,5,0,,,,,3,4,4,3,6,4,4,5,7,6,a destination fee,"A fee for delivering tickets, whether physical or electronic.",A fee for tickets delivered by mail.,A fee for expedited delivery of tickets.,A fee for transferring tickets to another person or account.,a frequent traveler program surcharge/excise tax,a delivery fee,an express fee,an amenity fee,,a balance transfer fee,4,5,6,2,3,1,,1,,,,,1,1,,,,1,,,,1,,1,,,,1,,,,41
4/22/2025 9:21,4/22/2025 9:35,100,842,1,4/22/2025 9:35,0,0,402.068,0,1,4,2,3,1,2,1,1,7,1,5,4,2,1,4,2,1,3,2,5,0,,,,,1,1,3,4,1,2,1,1,1,7,1,5,5,1,1,4,1,3,2,4,1,1,7,1,7,6,2,1,2,1,4,3,4,5,0,,,,,1,,,,,,,,,,,,,,1,1,4,3,2,2,1,1,3,0,,,1,7,7,2,7,7,7,7,7,7,a resort fee,A fee for trash and recycling collection services.,"A fee for disposing of oversized items, like furniture or appliances.",A fee for the upkeep and cleaning of garbage rooms.,A fee for maintenance of trash facilities.,a concession recovery fee,an order processing fee,a service fee,a valet trash fee,,a balance transfer fee,1,4,5,3,6,2,1,,,,,1,,,1,,1,,,1,,,,1,,,,1,,,,42
4/22/2025 9:26,4/22/2025 9:31,100,255,1,4/22/2025 9:31,0,0,18.633,0,4,1,2,4,3,1,1,1,7,1,6,3,5,3,2,1,3,4,1,1,0,,,,,1,3,3,4,2,1,1,1,0,,,,,1,1,3,1,4,2,1,1,1,7,1,7,1,1,1,1,2,3,4,1,1,1,2,1,5,3,4,,,,,,,,,,,,,,3,2,4,1,3,1,1,0,,,,,1,7,7,1,7,7,7,7,2,7,a resort fee,A fee for purchases or transactions in a foreign currency to cover conversion and international processing costs.,A fee for purchasing a foreign product.,A tax imposed on credit card transactions conducted abroad.,A fee applied only if the customer travels abroad.,a toll transponder fee,a facility charge,a service fee,an amenity fee,,a foreign transaction fee,4,2,3,1,5,6,1,,,,1,,,,,1,1,,,,,1,,1,,,1,,,,,44
4/22/2025 9:14,4/22/2025 9:25,100,635,1,4/22/2025 9:25,13.914,13.914,15.866,1,2,3,2,4,1,5,5,1,5,1,5,5,4,1,4,1,3,2,3,2,1,4,1,3,4,4,1,2,4,1,3,4,3,1,5,1,3,3,5,3,3,4,2,1,4,5,1,5,1,4,4,3,2,3,2,4,1,3,3,1,3,0,,,4,,,,,,,,,,,,,,1,2,3,1,4,3,3,1,4,1,4,3,3,5,5,4,1,6,1,3,5,5,a destination fee,A percentage fee that covers debt transfers from one credit card to another.,A fee applied for moving funds between accounts.,A charge for transferring loans from one account to another.,A fee associated with changing banks and transferring account balance to the new bank.,a concession recovery fee,an order processing fee,an express fee,a valet trash fee,,a balance transfer fee,2,4,1,3,5,6,,1,,,,1,,,1,,,1,,1,,,,1,,,,1,,,,45
4/22/2025 9:18,4/22/2025 9:28,100,577,1,4/22/2025 9:28,164.308,164.308,167.004,1,4,4,2,1,3,1,1,0,,,,,3,1,4,1,3,2,7,7,0,,,,,1,1,2,4,1,3,1,1,1,5,0,,,1,3,3,4,1,2,1,1,0,,,,,5,1,1,3,4,2,1,1,1,5,0,,,1,,,,,,,,,,,,,,2,3,1,2,4,1,1,0,,,,,1,5,5,1,7,4,7,7,3,7,a resort fee,A fee for prioritizing the matching process for delivery services.,A fee for faster food preparation by the restaurant.,A fee to prioritize your order over others.,A fee for delivery during peak hours.,a frequent traveler program surcharge/excise tax,an order processing fee,an express fee,a move-in fee,,a balance transfer fee,5,4,2,6,3,1,1,,,,,,1,,1,,,1,,,1,,,1,,,,1,,,,46
4/22/2025 9:41,4/22/2025 9:47,100,306,1,4/22/2025 9:47,0,0,4.201,0,4,3,2,1,4,1,1,1,7,1,3,4,6,2,3,2,4,1,6,5,0,,,,,2,1,1,3,4,2,1,1,1,7,1,7,7,5,1,4,3,2,1,3,4,1,5,0,,,4,4,4,3,2,1,3,4,1,4,1,7,7,6,,,,,,,,,,,,,,1,1,4,3,2,1,1,1,7,1,5,5,6,6,5,5,3,4,6,5,6,6,a resort fee,A fee for purchases or transactions in a foreign currency to cover conversion and international processing costs.,A fee for purchasing a foreign product.,A tax imposed on credit card transactions conducted abroad.,A fee applied only if the customer travels abroad.,a toll transponder fee,an order processing fee,an express fee,an amenity fee,,a foreign transaction fee,3,5,1,4,2,6,1,,,,1,,,,1,,,1,,,,1,,,1,,,,1,,,47
4/22/2025 9:20,4/22/2025 9:32,100,770,1,4/22/2025 9:32,0,0,20.938,0,3,1,2,3,4,6,6,1,6,1,5,2,2,2,1,3,4,2,2,2,0,,,,,6,1,1,2,4,3,5,3,1,6,1,6,6,6,1,3,4,2,1,2,2,1,6,1,6,6,6,3,3,2,1,4,5,2,1,6,1,5,4,3,2,1,4,2,3,6,6,0,,,,,2,,,,,,,,,,,,,,6,6,2,2,6,2,6,8,6,a restocking fee,"A fee charged by rental car companies to offset costs associated with vehicle registration, licensing, and related taxes.","A fee to register the rental vehicle in the renter’s name, ensuring proper documentation and legal compliance.","A fee for adding extra drivers to the car rental contract, permitting additional authorized drivers to operate the vehicle.",A fee charged to cover the cost of inspecting the vehicle at the start and end of the rental period.,a vehicle licensing fee,a delivery fee,a service fee,a move-in fee,a hospital facility fee,,5,6,1,2,4,3,,,1,1,,,,1,,,1,,,,1,,1,,,1,,,,,,48
4/22/2025 10:10,4/22/2025 10:17,100,408,1,4/22/2025 10:17,0,0,15.522,0,4,2,1,3,4,1,1,0,,,,,2,2,3,2,1,4,1,1,0,,,,,6,1,4,3,2,1,1,1,1,4,1,6,6,3,3,1,4,3,2,1,1,0,,,,,1,1,1,3,4,2,1,1,0,,,,,1,,,,,,,,,,,,,,2,2,1,4,3,1,1,1,5,0,,,3,7,7,1,1,6,1,7,5,5,a resort fee,A percentage fee that covers debt transfers from one credit card to another.,A fee applied for moving funds between accounts.,A charge for transferring loans from one account to another.,A fee associated with changing banks and transferring account balance to the new bank.,a toll transponder fee,an order processing fee,a regulatory response fee,an amenity fee,,a balance transfer fee,4,1,3,2,5,6,1,,,,1,,,,1,,,,1,,,1,,,1,,,,,1,,50
4/22/2025 10:19,4/22/2025 10:25,100,363,1,4/22/2025 10:25,0,0,12.347,0,1,1,3,4,2,7,7,1,7,1,5,3,1,2,1,4,3,2,2,1,0,,,,,5,1,1,2,3,4,5,4,1,5,1,6,1,1,1,3,2,1,4,4,5,1,5,1,7,2,2,1,1,4,3,2,4,6,1,5,0,,,1,,,,,,,,,,,,,,1,1,4,2,3,1,1,1,7,1,1,3,4,7,7,2,5,7,4,6,6,5,a resort fee,"A mandatory fee for a group of services, such as pool use, gym access, towel services, Wi-Fi, newspapers, shuttle service, daily parking, etc.","An optional fee charged for a variety of resort services such as pool use, gym access, towel services, Wi-Fi, newspapers, shuttle service, daily parking, etc.","A one‑time optional fee for premium services available during your stay, including exclusive amenities, personalized services, and enhanced guest experiences for an elevated overall experience.","A fee applied at the time of booking a resort‑style hotel room, covering selected services and amenities, including room enhancements and guest conveniences.",a toll transponder fee,a delivery fee,a service fee,a move-in fee,,a foreign transaction fee,6,1,4,5,2,3,1,,,,1,,,1,,,1,,,,1,,,1,,,1,,,,,52
4/22/2025 9:57,4/22/2025 10:05,100,423,1,4/22/2025 10:05,0,0,22.421,0,2,4,3,2,1,4,1,0,,,,,7,1,2,4,1,3,3,1,0,,,,,5,1,2,4,3,1,1,1,1,6,1,5,2,4,1,1,4,2,3,5,5,0,,,,,4,1,4,2,1,3,2,2,1,5,0,,,6,1,4,3,2,1,2,1,0,,,,,6,,,,,,,,,,,,,,5,6,2,7,4,6,4,3,7,a destination fee,A fee to offset the impact of regulations on firms.,A fee to support the operations and maintenance of customer support services.,A tax imposed to comply with state regulations related to the provided service.,A fee that covers updates to terms and conditions/legal fees.,a toll transponder fee,a delivery fee,a regulatory response fee,a move-in fee,a hospital facility fee,,4,2,5,6,1,3,,1,,,1,,,1,,,,,1,,1,,1,,,1,,,,,,53
4/22/2025 9:15,4/22/2025 9:24,100,544,1,4/22/2025 9:24,0,0,7.146,0,1,2,4,3,1,5,5,0,,,,,4,1,1,4,3,2,5,5,1,3,1,4,4,5,1,1,4,3,2,3,3,1,5,1,5,5,6,1,4,1,2,3,3,5,1,4,0,,,4,1,4,3,1,2,1,2,1,5,1,5,5,5,,,,,,,,,,,,,,2,4,2,3,1,2,3,1,4,1,5,5,5,5,6,6,6,2,4,5,7,7,a destination fee,"A mandatory fee for a group of services, such as pool use, gym access, towel services, Wi-Fi, newspapers, shuttle service, daily parking, etc.","An additional tax mandated by local government authorities, calculated based on the hotel's geographic location and local regulatory requirements.","A discretionary fee that guests may opt to pay for exclusive access to immersive local experiences, guided tours, and excursions.",An upgrade fee for premium hotel services applied to reservations at popular destinations to provide guests with an enhanced experience.,a vehicle licensing fee,an order processing fee,a regulatory response fee,a move-in fee,,a foreign transaction fee,6,3,5,2,1,4,,1,,1,,,,,1,,,,1,,1,,,1,,,1,,,,,54
4/22/2025 9:24,4/22/2025 9:32,100,503,1,4/22/2025 9:32,18.495,22.08,28.074,2,2,2,4,3,1,4,4,0,,,,,4,1,1,3,4,2,5,5,0,,,,,3,2,2,4,1,3,6,6,0,,,,,1,3,1,2,4,3,6,6,0,,,,,1,1,3,2,1,4,3,3,0,,,,,3,,,,,,,,,,,,,,1,2,4,1,3,2,4,1,7,1,2,3,3,6,7,2,2,7,3,6,7,7,a destination fee,"A recurring fee covers additional services and amenities, such as pools, gyms, parking, or other building facilities.","A fee for damaging shared amenities, such as pool furniture or gym equipment.","A fee for hosting events in communal spaces, such as party rooms or lounges.","A per-use fee for accessing amenities like the pool, gym, or parking facilities.",a vehicle licensing fee,a delivery fee,an express fee,an amenity fee,,a foreign transaction fee,2,4,3,1,6,5,,1,,1,,,,1,,,,1,,,,1,,1,,,1,,,,,55
4/22/2025 9:17,4/22/2025 9:30,100,751,1,4/22/2025 9:30,0,0,21.701,0,3,2,4,3,1,7,7,0,,,,,1,4,1,4,3,2,1,1,0,,,,,3,1,4,2,3,1,1,1,0,,,,,2,3,1,4,3,2,1,5,0,,,,,4,1,4,3,2,1,1,1,0,,,,,1,2,3,4,2,1,1,1,0,,,,,1,,,,,,,,,,,,,,7,4,4,7,4,6,6,1,7,a restocking fee,"A recurring fee covers additional services and amenities, such as pools, gyms, parking, or other building facilities.","A fee for damaging shared amenities, such as pool furniture or gym equipment.","A fee for hosting events in communal spaces, such as party rooms or lounges.","A per-use fee for accessing amenities like the pool, gym, or parking facilities.",a concession recovery fee,a delivery fee,an express fee,an amenity fee,a hospital facility fee,,1,2,3,5,6,4,,,1,,,1,,1,,,,1,,,,1,1,,,1,,,,,,56
